new_spot_id,rename,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD_1,VISIT_AREA_TYPE_CD_2,VISIT_AREA_TYPE_CD_3,VISIT_AREA_TYPE_CD_4,VISIT_AREA_TYPE_CD_5,VISIT_AREA_TYPE_CD_6,VISIT_AREA_TYPE_CD_7,VISIT_AREA_TYPE_CD_8,REVISIT_INTENTION,RCMDTN_INTENTION
spot_278,세화민속오일시장,40.714285714285715,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.9642857142857144,3.9285714285714284
spot_279,고흐의정원,79.0909090909091,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)",체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,3.727272727272727,4.363636363636363
spot_281,제주자연생태공원,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_282,신창풍차해안,48.333333333333336,자연관광지,"산책로, 둘레길 등",체험 활동 관광지,missing,missing,missing,missing,missing,4.138888888888889,4.138888888888889
spot_283,여미지식물원,72.22222222222223,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,3.5185185185185186,3.7037037037037037
spot_284,코코넛서프 서핑스쿨,144.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,4.4,4.6
spot_285,화순곶자왈,55.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_286,문화예술 공공수장고,32.5,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.25,4.5
spot_287,제주홀스타승마장,30.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.0,4.0
spot_288,목장카페드르쿰다,78.64864864864865,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.054054054054054,4.216216216216216
spot_290,제주동문공설시장,65.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.8333333333333335,3.8333333333333335
spot_291,휘닉스제주 글라스하우스,67.5,"레저/스포츠 관련 시설(스키, 카트, 수상레저)","문화 시설(공연장, 영화관, 전시관 등)",자연관광지,missing,missing,missing,missing,missing,5.0,5.0
spot_292,제스토리,37.5,"상업지구(거리, 시장, 쇼핑시설)","역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,3.625,3.875
spot_293,서귀포잠수함,95.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.7916666666666665,4.291666666666667
spot_294,삼다초콜릿체험장,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_295,본지오름,30.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,2.0,2.0
spot_296,돈내코유원지,54.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.8,4.0
spot_298,고스트타운,67.5,체험 활동 관광지,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,3.5,4.0
spot_300,반지마을 제주1호점,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_301,환상숲곶자왈공원,98.18181818181819,자연관광지,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,4.545454545454546,4.7727272727272725
spot_302,수산저수지,50.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.6666666666666665,3.6666666666666665
spot_303,한담해변,53.57142857142857,자연관광지,"산책로, 둘레길 등","상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,4.404761904761905,4.476190476190476
spot_304,이중섭미술관 창작스튜디오&공예공방,30.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_306,우스커피,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_307,트리아이숲로프체험장,300.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_308,디아넥스 온천,100.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_309,중문레져UTV,70.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,3.3333333333333335,4.333333333333333
spot_311,황우치해변,85.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.8333333333333335,3.8333333333333335
spot_312,서귀포천문과학문화관,69.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,4.6,4.7
spot_313,차귀도달래배낚시,105.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,3.9,4.2
spot_314,세계술박물관,50.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,4.0
spot_315,삼선암,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.5,4.625
spot_317,생이기정,40.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.6666666666666665,4.0
spot_318,김녕리도대불,15.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.0,4.5
spot_319,수마포해안,40.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_320,산방산랜드,60.0,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,4.0,4.1
spot_321,환해장성,130.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,missing,missing,missing,4.0,3.3333333333333335
spot_322,너도나도ATV,75.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_323,위미항,90.0,자연관광지,체험 활동 관광지,"산책로, 둘레길 등","레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,4.111111111111111,4.111111111111111
spot_324,쇠머리오름,42.5,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.166666666666667,4.333333333333333
spot_325,제주실탄사격장,41.42857142857143,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",자연관광지,missing,missing,missing,missing,missing,4.238095238095238,4.380952380952381
spot_326,마노르블랑,63.57142857142857,체험 활동 관광지,자연관광지,"산책로, 둘레길 등","테마시설(놀이공원, 워터파크)",지역 축제/행사,missing,missing,missing,3.8095238095238093,4.0476190476190474
spot_327,도치돌목장,70.9090909090909,체험 활동 관광지,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,3.909090909090909,4.2727272727272725
spot_328,제주추사관,51.42857142857143,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.142857142857143,4.285714285714286
spot_329,송당본향당,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_331,하우목동항,45.0,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,4.416666666666667,4.416666666666667
spot_333,중문관광단지 별내린전망대,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_335,산물관광농원,55.714285714285715,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","상업지구(거리, 시장, 쇼핑시설)",자연관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,3.5714285714285716,3.5714285714285716
spot_336,기당미술관,40.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.066666666666666,4.266666666666667
spot_337,제주에인감귤밭,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_338,대병악,90.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,2.0,3.0
spot_340,한라산국립공원 산악박물관,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,1.0,3.0
spot_341,제주레포츠랜드,45.0,"테마시설(놀이공원, 워터파크)","레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,3.75,3.75
spot_343,제주서핑스쿨,150.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_344,대정오일시장,47.142857142857146,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.142857142857143,4.142857142857143
spot_345,휘닉스제주 유민미술관,58.125,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.4375,4.4375
spot_346,제주신화월드 신화관 스카이풀,96.42857142857143,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.5,4.428571428571429
spot_347,협자연대,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_348,퍼시픽 마리나요트계류장,100.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.833333333333333,4.833333333333333
spot_351,제주해양레저타운,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.5,4.0
spot_353,도두항,48.75,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.625,4.625
spot_355,쉬리의언덕,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,4.4,4.4
spot_356,모슬포항,85.0,"상업지구(거리, 시장, 쇼핑시설)","산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,3.6666666666666665,4.0
spot_357,성수미술관 제주특별점,150.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_358,하논,45.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,missing,missing,missing,4.25,4.25
spot_360,캐니언파크 제주점,67.5,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,3.75,4.0
spot_361,소금막해변,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,4.0
spot_362,서우봉 산책로,52.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.266666666666667,4.333333333333333
spot_364,레이져서바이벌M,30.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.333333333333333,4.0
spot_365,제주스쿠터투어,30.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,1.0,1.0
spot_366,시와스튜디오,60.0,"문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.25,4.5
spot_367,건강과성박물관,70.58823529411765,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,2.823529411764706,3.588235294117647
spot_368,느지리오름,38.57142857142857,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.2857142857142856,3.4285714285714284
spot_369,지두청사,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.333333333333333
spot_370,과물노천탕,25.714285714285715,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,3.4285714285714284,3.5714285714285716
spot_371,석예원 본초족욕 성산,42.0,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.2,4.3
spot_372,천아계곡,71.25,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.5625,4.5625
spot_373,제주특별자치도 민속자연사박물관,52.94117647058823,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.8823529411764706,4.0
spot_374,중문미로파크,52.5,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,2.75,3.5
spot_375,제주목 관아,44.34782608695652,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.652173913043478,4.130434782608695
spot_377,작가의산책길,50.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,3.888888888888889,3.888888888888889
spot_378,중문골프연습장,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_379,안돌오름,53.57142857142857,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.071428571428571,4.214285714285714
spot_380,다랑쉬오름,74.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.8666666666666667,4.3
spot_382,삼매봉,40.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.3333333333333335,3.0
spot_383,제주라프,62.30769230769231,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.076923076923077,4.153846153846154
spot_384,관곶,42.0,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,4.2,4.2
spot_385,와흘메밀농촌체험휴양마을,46.45161290322581,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.161290322580645,4.225806451612903
spot_386,송악산,68.03571428571429,자연관광지,체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.464285714285714,4.607142857142857
spot_387,제주제트 중문점,57.5,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.75,5.0
spot_389,한라산국립공원 관음사지구야영장,37.0,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",missing,missing,missing,missing,missing,4.3,4.4
spot_390,수월봉지질트레일,45.6,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.36
spot_391,포레스트사파리,60.0,"문화 시설(공연장, 영화관, 전시관 등)",자연관광지,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,4.2,4.4
spot_393,텐저린267,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.428571428571429,4.428571428571429
spot_394,장한철 생가,41.25,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.25,3.5
spot_395,더플래닛,30.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,2.0,2.0
spot_396,알작지해변,47.142857142857146,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_397,천미천,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_398,송정농원,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,2.6666666666666665,3.3333333333333335
spot_399,싱계물공원,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.3478260869565215,4.304347826086956
spot_400,삼양해수욕장,60.78947368421053,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.184210526315789
spot_401,무민랜드제주,117.6923076923077,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)","역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,missing,missing,missing,missing,3.923076923076923,4.230769230769231
spot_402,강정해오름노을길,30.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,5.0,5.0
spot_404,제주해양동물박물관,81.42857142857143,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.857142857142857,4.0
spot_407,이중섭거주지,20.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.6666666666666665,3.8333333333333335
spot_408,탑동광장,53.25,"산책로, 둘레길 등","문화 시설(공연장, 영화관, 전시관 등)","상업지구(거리, 시장, 쇼핑시설)",지역 축제/행사,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,3.875,3.9
spot_409,로로패들보드클럽,240.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_411,기억해제주,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_412,궷물오름,60.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.0,4.0
spot_413,김녕미로공원,78.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.8666666666666667,4.2
spot_416,별도봉산책로,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,4.5
spot_417,가마오름,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_418,제주아리랑,90.0,"문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.5,4.666666666666667
spot_419,제주안전체험관,87.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.6,4.7
spot_420,중문오일시장,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_421,세기알해변,76.15384615384616,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.769230769230769,4.846153846153846
spot_422,금능해수욕장 야영장,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_423,월정스캔들,30.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_424,사라봉공원,48.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.1,4.5
spot_426,함덕리486,15.0,"상업지구(거리, 시장, 쇼핑시설)",자연관광지,missing,missing,missing,missing,missing,missing,3.5,3.5
spot_427,휘닉스제주섭지코지 해안산책로,110.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.666666666666667
spot_428,서림연대,0.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_429,수모루공원,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,2.0,3.0
spot_430,산짓물공원,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_431,녹차동굴,47.142857142857146,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.142857142857143,4.428571428571429
spot_432,빛의 벙커,79.0909090909091,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,4.2727272727272725,4.409090909090909
spot_433,낙타트래킹,47.64705882352941,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.8823529411764706,4.176470588235294
spot_434,주간명월,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_435,우도산호해변,34.54545454545455,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.424242424242424,4.575757575757576
spot_436,우도잠수함,102.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.2,4.6
spot_437,선물고팡 함덕점,35.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.3333333333333335,3.6666666666666665
spot_438,세계조가비박물관,40.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,3.6666666666666665
spot_440,서귀다원,76.66666666666667,체험 활동 관광지,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,3.888888888888889,4.111111111111111
spot_441,휴애리핑크뮬리축제,77.14285714285714,지역 축제/행사,missing,missing,missing,missing,missing,missing,missing,3.7142857142857144,3.857142857142857
spot_443,원당봉,75.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.0,5.0
spot_444,목화오름,90.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_446,토종흑염소목장,75.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.25,4.25
spot_447,라온골프클럽,345.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_448,오저여,46.15384615384615,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.461538461538462,4.538461538461538
spot_449,혼인지마을,30.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_450,제주환상자전거길 1구간,52.5,"산책로, 둘레길 등",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.0,4.25
spot_451,도시해녀,180.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_452,우도선상낚시,150.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_453,문섬,210.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.8,4.8
spot_455,제주신화월드 신화쇼핑스트리트,46.666666666666664,"상업지구(거리, 시장, 쇼핑시설)","테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,3.2222222222222223,3.2222222222222223
spot_457,세리월드 카트레이싱,50.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.6666666666666665,4.0
spot_458,제주불빛정원,56.25,"테마시설(놀이공원, 워터파크)","문화 시설(공연장, 영화관, 전시관 등)",지역 축제/행사,missing,missing,missing,missing,missing,3.125,3.625
spot_460,진성배낚시,156.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.6,4.6
spot_461,레이저아레나 엑스 제주점,66.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,4.4,5.0
spot_462,섶섬,210.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",자연관광지,missing,missing,missing,missing,missing,4.4,4.4
spot_463,캔디원,72.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.4,3.6
spot_465,옥돔마을,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_467,김영갑갤러리두모악,49.09090909090909,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.727272727272727,4.181818181818182
spot_468,용담체육공원,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_469,걸서악,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_472,한담공원,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.6,4.8
spot_473,제주돌마을공원,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_474,제주도립김창열미술관,45.6,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.0,4.16
spot_475,브릭캠퍼스 제주,80.0,"테마시설(놀이공원, 워터파크)","문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,missing,missing,missing,missing,missing,4.222222222222222,4.555555555555555
spot_477,범섬,25.714285714285715,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.571428571428571,4.571428571428571
spot_478,한림매일시장,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.5,2.75
spot_481,우보악,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_482,산지천,42.0,"산책로, 둘레길 등",지역 축제/행사,missing,missing,missing,missing,missing,missing,4.4,4.2
spot_484,제주4.3평화공원,58.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_485,누웨마루거리,56.666666666666664,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.888888888888889,3.888888888888889
spot_486,안덕계곡,47.5,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,4.166666666666667,4.25
spot_487,우도등대공원,45.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.75,3.75
spot_488,자구리 해안가,40.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.3333333333333335,3.3333333333333335
spot_490,제주항일기념관,45.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_491,톨칸이해변,0.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_492,산방산 유람선,67.5,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.75,4.25
spot_493,뱅듸승마클럽,75.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_494,탐라문화광장,45.0,"문화 시설(공연장, 영화관, 전시관 등)",지역 축제/행사,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,3.5,3.75
spot_495,언더워터스쿠버,220.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_496,제주허브동산,74.34782608695652,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,자연관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,4.043478260869565,4.173913043478261
spot_498,별방진,35.294117647058826,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,missing,missing,missing,3.588235294117647,3.764705882352941
spot_500,고근산 산책로,60.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.666666666666667,4.666666666666667
spot_501,금호리조트 제주아쿠아나,195.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.5
spot_502,공천포,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_503,그리스신화박물관,76.66666666666667,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,3.3333333333333335
spot_504,올티스,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.5
spot_505,이룸갤러리,70.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.0,3.3333333333333335
spot_506,문화공간비수기,150.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,5.0,4.0
