spot_id,관광지,평균 상주시간(분),재방문비율,재방문의향점수,평균 동반자수,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","문화 시설(공연장, 영화관, 전시관 등)","상업지구(거리, 시장, 쇼핑시설)","레저/스포츠 관련 시설(스키, 카트, 수상레저)","테마시설(놀이공원, 워터파크)","산책로, 둘레길 등",지역 축제/행사,체험 활동 관광지
spot_402,한라산,273,0.1,3.9,0.75,1,0,0,0,0,0,1,0,1
spot_404,수산봉,42,0,3.533333333,1.090909091,1,0,0,0,0,0,1,0,0
spot_407,종달리해변,35,0.333333333,4.5,1,1,0,0,0,0,0,1,0,0
spot_411,피규어뮤지엄제주,55.71428571,0.071428571,4.142857143,1.2,0,0,1,0,0,0,0,0,0
spot_414,상가리야자숲,31.36363636,0,3.181818182,1.555555556,1,1,0,0,0,0,0,0,0
spot_415,큰엉,57.39130435,0.173913043,4.260869565,1.263157895,1,1,0,0,0,0,1,0,0
spot_416,너와의첫여행,80,0,4,2,0,0,0,0,0,0,0,0,1
spot_417,퐁당제주,60,0,4.5,1,0,0,0,0,1,0,0,0,0
spot_418,제주곶자왈도립공원,90.68181818,0.113636364,4.340909091,1.5,1,0,0,0,0,0,0,0,0
spot_420,소정방폭포,34.28571429,0.142857143,4,1.333333333,1,0,0,0,0,0,1,0,0
spot_421,CGV 제주노형,120,0.5,4,0.5,0,0,1,0,0,0,0,0,0
spot_422,산지등대,40,0.333333333,4.333333333,1.6,1,1,1,0,0,0,1,0,0
spot_423,거문오름,181.875,0.0625,4.1875,2.533333333,1,1,0,0,0,0,1,0,0
spot_424,서머셋 제주신화월드,84,0.4,3.5,0.875,0,0,1,1,0,1,1,0,0
spot_429,노루생태관찰원,56.25,0,3.5,1.5,1,0,0,0,0,0,0,0,1
spot_430,파더스가든,81.08108108,0.054054054,3.783783784,1.90625,1,0,0,0,0,1,0,0,1
spot_432,코난해변,66,0.177777778,4.533333333,1.129032258,1,0,0,0,1,0,1,0,1
spot_434,김녕사굴,60,0,5,0,1,0,0,0,0,0,0,0,0
spot_437,우도보물섬레저,24,0,3.6,1.5,0,0,0,1,1,0,0,0,1
spot_438,팜셀프카페,90,0,4,3,0,0,0,0,0,0,0,0,1
spot_441,제주도서핑샵 문서프,115,0.166666667,4,0.4,0,0,0,0,1,0,0,0,0
spot_442,샤카서핑패들보드팀,105,0,4,1.5,0,0,0,0,1,0,0,0,0
spot_444,제주해녀 항일운동기념공원,30,0,5,0,0,1,0,0,0,0,0,0,0
spot_445,세계자동차&피아노박물관,96.31578947,0.368421053,4.210526316,2.071428571,0,1,0,0,0,0,0,0,0
spot_446,어영공원,40,0.222222222,4.148148148,1.652173913,1,0,0,0,0,0,0,0,0
spot_447,마라도가파도 정기여객선대합실,150,0,5,3,0,0,0,0,1,0,0,0,0
spot_452,아라리오뮤지엄 탑동시네마,60,0.083333333,4,0.444444444,0,0,1,0,0,0,0,0,0
spot_453,삼다수숲길,90,0.142857143,4.285714286,1.285714286,1,0,0,0,0,0,1,0,0
spot_455,올레길 21코스,96.66666667,0,4.333333333,0.375,0,0,0,0,0,0,1,0,0
spot_457,대비공원,30,0,4,1.5,1,0,0,0,0,0,0,0,0
spot_458,이승악오름,90,0,5,0,0,0,0,0,0,0,1,0,0
spot_461,마방목지,25.71428571,0.285714286,4,1.222222222,1,0,0,0,0,0,0,0,1
spot_462,평대리해수욕장,71.37931034,0.275862069,4.172413793,1,1,0,0,0,0,0,0,0,0
spot_463,한담몰,34.28571429,0.142857143,3.928571429,1.166666667,0,0,0,1,0,0,0,0,0
spot_464,한림 작은영화관,130,0.333333333,5,0.666666667,0,0,1,0,0,0,0,0,0
spot_465,롯데하이마트 제주점,0,0,3,1,0,0,0,1,0,0,0,0,0
spot_472,제주물,30,0,5,1,0,0,0,0,0,0,0,0,1
spot_473,필기,120,0,5,0,0,0,0,0,0,0,0,0,1
spot_474,제주소품 함덕점,20,0,2.333333333,0.333333333,0,0,0,1,0,0,0,0,0
spot_475,소인국테마파크,80,0.333333333,3.583333333,2.375,0,0,0,0,0,1,0,0,0
spot_477,수목원테마파크 아이스뮤지엄,83.33333333,0.111111111,3.111111111,4.166666667,0,0,1,0,0,0,0,0,0
spot_479,최남단 모슬포방어축제,80,0.333333333,4,0,0,0,0,0,0,0,0,1,0
spot_480,노형수퍼마켙,73.53658537,0.048780488,3.597560976,1.564516129,1,0,1,0,0,1,0,0,1
spot_482,사계항,50,0.333333333,4,0.333333333,1,0,0,0,0,0,1,0,0
spot_484,액티브파크,80,0.083333333,4.083333333,4,0,0,0,0,1,0,0,0,1
spot_485,사라봉,56.47058824,0.235294118,4.235294118,0.466666667,1,0,0,0,0,0,1,0,0
spot_487,롯데시네마 서귀포,140,0,4,1,0,0,1,0,0,0,0,0,0
spot_488,소길별하,72.85714286,0,3.928571429,1.363636364,0,1,1,1,0,0,0,1,1
spot_492,신라호텔 야외 패밀리풀,120,0,5,1,0,0,0,0,0,1,0,0,0
spot_494,하고수동해변,48.46153846,0.25,4.269230769,1.641025641,1,0,0,0,1,0,0,0,0
spot_496,서귀포향토오일시장,30,0.222222222,3.777777778,2.111111111,0,0,0,1,0,0,0,0,0
spot_497,하도어촌체험마을,165,0.25,3.5,0.666666667,0,0,0,0,0,0,0,0,1
spot_498,세화민속오일시장,40.38461538,0.307692308,4,1.238095238,0,0,0,1,0,0,0,0,0
spot_499,고흐의정원,79.09090909,0,3.727272727,1.625,1,1,1,0,0,1,0,0,1
spot_500,어울림감귤체험농장,50,0,4,2,0,0,0,0,0,0,0,0,1
spot_501,제주자연생태공원,60,0,4.333333333,1.333333333,1,0,0,0,0,0,0,0,0
spot_503,신창풍차해안,48.33333333,0.111111111,4.138888889,1.424242424,1,0,0,0,0,0,1,0,1
spot_504,더블유,45,0,4.25,1.5,0,0,0,0,1,0,0,0,0
spot_505,여미지식물원,72.22222222,0.259259259,3.518518519,1.727272727,0,0,0,0,0,1,0,0,0
spot_506,코코넛서프 서핑스쿨,144,0,4.4,0,0,0,0,0,1,0,1,0,1
spot_509,화순곶자왈,54,0.2,4,0,1,0,0,0,0,0,1,0,0
spot_512,문화예술 공공수장고,32.5,0.25,4.25,1.636363636,0,0,1,0,0,0,0,0,0
spot_515,제주홀스타승마장,30,0,3,1,0,0,0,0,1,0,0,0,0
spot_517,드르쿰다,135,0.5,4.5,4,0,0,0,0,1,0,0,0,0
spot_518,카페더씨,60,0,3,2.428571429,0,0,0,0,0,0,0,0,1
spot_520,제주동문공설시장,65,0.666666667,3.833333333,1.8,0,0,0,1,0,0,0,0,0
spot_521,휘닉스제주섭지코지 매표소,90,0,5,4,0,0,0,0,1,0,0,0,0
spot_522,제스토리,37.5,0,3.625,1.5,0,1,0,1,0,0,0,0,0
spot_525,서귀포잠수함,95,0.041666667,3.791666667,2.857142857,0,0,0,0,0,0,0,0,1
spot_526,삼다초콜릿체험장,60,0,4,5,0,0,0,0,0,0,0,0,1
spot_531,외돌개,52.30769231,0.230769231,4.230769231,1.583333333,1,1,0,0,0,0,1,0,0
spot_532,돈내코유원지,54,0.2,3.8,1.222222222,1,0,0,0,0,0,1,0,0
spot_533,산방굴사,43.33333333,0.222222222,4.222222222,2,0,1,0,0,0,0,0,0,0
spot_534,고스트타운,67.5,0,3.5,2.75,0,0,0,0,0,1,0,0,1
spot_535,차귀도유람선,105,0,3.5,0,0,0,0,0,1,0,0,0,0
spot_536,반지마을 제주1호점,90,0,5,4,0,0,0,0,0,0,0,0,1
spot_537,환상숲곶자왈공원,98.18181818,0.136363636,4.545454545,2.153846154,1,1,0,0,0,1,0,0,1
spot_540,수산저수지,50,0.333333333,3.666666667,1,1,0,0,0,0,0,1,0,0
spot_541,한담해변,54.14634146,0.317073171,4.414634146,1.454545455,1,0,0,1,0,0,1,0,0
spot_543,이중섭미술관 창작스튜디오&공예공방,30,0,4,0,0,0,1,0,0,0,0,0,0
spot_544,귤스타,30,0,5,3,0,0,0,1,0,0,0,0,0
spot_547,장한철산책로,60,0,5,1,0,0,0,0,0,0,1,0,0
spot_548,우스커피,60,0,5,1,0,0,0,0,0,0,1,0,0
spot_549,용두암 인증센터,18,0,4.6,1,0,0,0,0,0,0,0,0,1
spot_550,트리아이숲로프체험장,300,0,5,3,0,0,0,0,0,0,0,0,1
spot_555,디아넥스 온천,100,0.333333333,4,1.333333333,0,0,0,0,0,1,0,0,0
spot_556,훈데스힐즈,60,0,5,3,0,0,0,0,0,1,0,0,0
spot_558,중문레져UTV,70,0,3.333333333,1,0,0,0,0,1,0,0,0,1
spot_559,제주목 관아 망경루,90,0,5,0,0,0,1,0,0,0,0,0,0
spot_561,황우치해변,85,0.333333333,3.833333333,1.75,1,0,0,0,0,0,0,0,0
spot_562,서귀포천문과학문화관,69,0.1,4.6,1.333333333,0,1,1,0,0,0,0,0,1
spot_563,차귀도달래배낚시,105,0.1,3.9,1.375,0,0,0,0,1,0,0,0,1
spot_564,세계술박물관,50,0,3,2.5,0,1,0,0,0,0,0,0,0
spot_568,올레길 18코스(제주원도심-조천 올레),234,0,3.8,0.666666667,0,0,0,0,0,0,1,0,0
spot_569,태흥1리쉼터,45,0,3.5,1.5,1,0,0,0,0,0,1,0,0
spot_572,목장카페드르쿰다,75.42857143,0.142857143,4.028571429,2.642857143,0,0,0,0,0,0,0,0,1
spot_575,생이기정,40,0,3.666666667,2.5,1,0,0,0,0,0,1,0,0
spot_576,김녕리도대불,15,0,4,2,0,1,0,0,0,0,0,0,0
spot_577,수마포해안,40,0,4.333333333,0,1,0,0,0,0,0,1,0,0
spot_578,올레길 8코스(월평-대평 올레),74,0.333333333,3.8,1.769230769,0,0,0,0,0,0,1,0,0
spot_579,산방산랜드,60,0.2,4,1.625,0,0,0,1,0,1,0,0,1
spot_581,야크마을,285,0.5,4,3,0,0,0,0,0,0,1,0,0
spot_583,너도나도ATV,75,0,5,1,0,0,0,0,1,0,0,0,1
spot_584,위미항,90,0.444444444,4.111111111,0.428571429,1,0,0,0,1,0,1,0,1
spot_585,쇠머리오름,43.63636364,0.272727273,4.181818182,1.333333333,1,0,0,0,0,0,0,0,0
spot_587,메리어트관 제주신화월드호텔앤리조트 모실클럽하우스,150,0.5,4.5,2.666666667,0,0,0,0,0,1,0,0,0
spot_588,"김녕 지오트레일,제주올레길",30,0,4,0,0,0,0,0,0,0,0,0,1
spot_589,제주실탄사격장,41.42857143,0,4.238095238,1.529411765,1,0,0,0,1,0,0,0,1
spot_590,마노르블랑,63.57142857,0.119047619,3.80952381,1.40625,1,0,0,0,0,1,1,1,1
spot_591,도치돌목장,70.90909091,0.090909091,3.909090909,1.875,0,0,0,0,0,1,0,0,1
spot_593,제주추사관,51.42857143,0,4.142857143,1.4,0,1,0,0,0,0,0,0,0
spot_595,니모메,30,0,4,1,0,0,0,1,0,0,0,0,0
spot_598,하우목동항,45,0.333333333,4.416666667,1.625,1,0,0,0,1,0,0,0,1
spot_603,서부두수산시장,66,0,4.4,1.4,0,0,0,1,0,0,0,0,0
spot_605,중문관광단지 별내린전망대,30,0,3,0,1,0,0,0,0,0,0,0,0
spot_606,걸어가는늑대들 전이수갤러리,75,0.1,4.7,0.428571429,0,0,1,0,0,0,0,0,0
spot_607,산물관광농원,55.71428571,0,3.571428571,2.714285714,1,1,1,1,0,0,0,0,0
spot_608,기당미술관,38.57142857,0.214285714,4.071428571,0.333333333,0,0,1,0,0,0,0,0,0
spot_609,뽀로로앤타요테마파크 제주,197.4193548,0.096774194,4.35483871,2.84,0,0,0,0,0,1,0,0,0
spot_610,올레길 19코스(조천-김녕 올레),114.5454545,0.090909091,4.545454545,1.142857143,0,0,0,0,0,0,1,0,0
spot_615,산굼부리매표소,75,0,4.5,2.5,1,0,0,0,0,0,0,0,0
spot_618,제주레포츠랜드,49.09090909,0,3.818181818,2.142857143,0,0,0,0,1,1,0,0,0
spot_620,속골,33,0.2,3.9,0.75,1,0,0,0,0,0,1,0,0
spot_623,올레길 5코스(남원-쇠소깍 올레),107.1428571,0.071428571,4.285714286,1.090909091,0,0,0,0,0,0,1,0,0
spot_624,제주서핑스쿨,150,0,5,0,0,0,0,0,0,0,0,0,1
spot_626,대정오일시장,47.14285714,0.142857143,4.142857143,1.6,0,0,0,1,0,0,0,0,0
spot_628,휘닉스제주 유민미술관,58.125,0.125,4.4375,1.076923077,0,0,1,0,0,0,0,0,0
spot_629,한라산아래첫마을,69.31034483,0.137931034,4.310344828,1.461538462,0,0,0,0,0,0,1,0,0
spot_632,신화관 제주신화월드 스카이풀,101.5384615,0.153846154,4.615384615,1.363636364,0,0,0,0,0,1,0,0,0
spot_635,퍼시픽 마리나요트계류장,100,0.166666667,4.833333333,6.333333333,0,0,0,0,1,0,0,0,1
spot_637,어린왕자감귤밭,103.6363636,0,3.863636364,3.058823529,1,0,0,0,0,0,0,0,1
spot_639,전복마을,40,0,5,0,0,0,0,0,0,0,1,0,0
spot_640,제주해양레저타운,60,0,3.5,0.5,0,0,0,0,1,0,0,0,0
spot_641,동문공설시장,51.42857143,0.857142857,4,3,0,0,0,1,0,0,0,0,0
spot_642,도두항,48.75,0.125,4.625,0,1,0,0,0,0,0,1,0,0
spot_643,새빌,45,0.166666667,4,1.333333333,1,1,0,0,0,0,0,0,1
spot_644,쉬리의언덕,30,0.3,4.4,1.125,1,1,0,0,0,0,1,0,0
spot_646,모슬포항,85,0.166666667,3.666666667,1.4,1,0,0,1,0,0,1,0,0
spot_649,성수미술관 제주특별점,150,0,5,1,0,0,1,0,0,0,0,0,0
spot_650,하논,45,0.25,4.25,0,1,1,0,0,0,0,0,0,0
spot_653,아미고라운드,75,0,4.5,3,0,0,0,0,0,1,0,0,1
spot_654,캐니언파크 제주점,67.5,0,3.75,3.6,0,0,0,0,0,1,0,0,1
spot_656,서우봉 산책로,52,0.166666667,4.266666667,0.846153846,0,0,0,0,0,0,1,0,0
spot_657,중문회어시장,30,0.25,4,1.75,0,0,0,1,0,0,0,0,0
spot_658,레이져서바이벌M,30,0,4.333333333,2.333333333,0,0,0,0,1,0,0,0,1
spot_77,우도봉수대,30,0,5,0.5,1,1,0,0,0,0,0,0,0
spot_664,시와스튜디오,60,0,4.25,0.333333333,0,0,1,0,0,0,0,0,1
spot_666,건강과성박물관,70.58823529,0.058823529,2.823529412,0.916666667,0,1,0,0,0,0,0,0,0
spot_668,지두청사,60,0.333333333,4,1,1,0,0,0,0,0,0,0,0
spot_669,과물노천탕,25.71428571,0,3.428571429,1.2,1,1,0,0,0,0,0,0,0
spot_673,석예원 본초족욕 성산,42,0.1,4.2,1.666666667,0,0,0,0,0,1,0,0,1
spot_674,군산,50.76923077,0.153846154,4.461538462,1.375,1,0,0,0,0,0,1,0,1
spot_676,1100고지습지 람사르습지,42,0.4,4.6,0.75,1,0,0,0,0,0,1,0,0
spot_682,신제주유람선,60,0,4,2.5,0,0,0,0,1,0,0,0,0
spot_684,천아계곡,71.25,0.1875,4.5625,0.833333333,1,0,0,0,0,0,1,0,0
spot_685,제주특별자치도 민속자연사박물관,54.375,0.125,4.0625,1.25,0,1,0,0,0,0,0,0,0
spot_687,올레길 4코스(표선-남원 올레),84,0,3.9,1.333333333,0,0,0,0,0,0,1,0,0
spot_688,제주목 관아,44.34782609,0,3.652173913,0.555555556,0,1,0,0,0,0,0,0,0
spot_689,디앤디파트먼트 제주,50,0.111111111,3.444444444,1.222222222,0,0,1,1,0,0,0,0,0
spot_690,작가의산책길,45,0.25,4.25,0.125,0,0,0,0,0,0,1,0,0
spot_691,다이소 서귀포중문점,40,0,4.333333333,2,0,0,0,1,0,0,0,0,0
spot_694,중문골프연습장,60,0,5,0,0,0,0,0,1,0,0,0,0
spot_697,안돌오름,53.57142857,0.142857143,4.071428571,1.090909091,1,0,0,0,0,0,1,0,0
spot_698,다랑쉬오름,74,0.133333333,3.866666667,1,1,0,0,0,0,0,1,0,0
spot_699,오늘은녹차한잔,63.75,0.0625,3.8125,2.833333333,1,0,0,0,0,0,1,0,1
spot_700,한라산 성판악탐방안내소,195,0,4,1,1,0,0,0,0,0,1,0,0
spot_703,삼매봉,40,0,3.333333333,1.666666667,1,0,0,0,0,0,0,0,0
spot_704,제주라프,62.30769231,0,4.076923077,2.272727273,0,0,0,0,1,0,0,0,1
spot_705,관곶,42,0,4.2,2,1,1,0,0,0,0,0,0,0
spot_710,와흘메밀농촌체험휴양마을,46.4516129,0.032258065,4.161290323,1.375,0,0,0,0,0,0,0,0,1
spot_712,송악산,69.18367347,0.408163265,4.408163265,1.324324324,1,0,0,0,0,0,0,0,0
spot_713,제주제트 중문점,57.5,0,4.75,1.4,0,0,0,0,1,0,0,0,1
spot_714,원앤온리,30,0,4,1,1,0,0,0,0,0,0,0,0
spot_717,관음사,38.57142857,0.214285714,4.285714286,1.44,1,1,0,0,0,0,0,0,0
spot_718,수월봉지질트레일,45.6,0.2,4,1.173913043,0,0,0,0,0,0,0,0,1
spot_719,한림수협마트,30,0.25,5,3.333333333,0,0,0,1,0,0,0,0,0
spot_720,이마트 제주점,40,0.185185185,3.925925926,1.35,0,0,0,1,0,0,0,0,0
spot_722,포레스트사파리,80,0,4.666666667,5,0,0,1,0,0,1,0,0,0
spot_725,감따남,70,0,3.333333333,2,0,0,0,0,0,0,0,0,1
spot_728,텐저린267,60,0,4.428571429,0.5,0,0,0,0,0,0,0,0,1
spot_730,장한철 생가,41.25,0,3.25,0.75,0,1,0,0,0,0,0,0,0
spot_738,알작지해변,45,0,4.25,1,1,0,0,0,0,0,0,0,0
spot_740,홈플러스 서귀포점,51.42857143,0.285714286,4.071428571,1.916666667,0,0,0,1,0,0,0,0,0
spot_741,천미천,30,0,4.5,1.25,1,0,0,0,0,0,0,0,0
spot_742,테디베어 사파리,45,0,4,3.5,0,0,1,0,0,0,0,0,1
spot_743,송정농원,60,0,2.666666667,1.333333333,0,0,0,0,0,0,0,0,1
spot_744,싱계물공원,60,0.304347826,4.347826087,1.705882353,1,0,0,0,0,0,0,0,0
spot_750,한라산국립공원 성판악탐방로,402.7272727,0.272727273,4.272727273,1.344827586,1,0,0,0,0,0,1,0,0
spot_752,삼양해수욕장,60.78947368,0.157894737,4,0.735294118,1,0,0,0,0,0,0,0,0
spot_753,무민랜드제주,117.6923077,0,3.923076923,2.111111111,0,1,1,0,0,1,0,0,1
spot_754,올레시장,60,0.5,2.5,1,0,0,0,1,0,0,0,0,0
spot_755,강정해오름노을길,30,0,5,0.5,1,0,0,0,0,0,1,0,0
spot_756,법화사,41.25,0,4.625,1.25,0,1,0,0,0,0,0,0,0
spot_757,서해랑케이블카,30,0,4,1,0,0,0,0,0,1,0,0,0
spot_758,제주해양동물박물관,81.42857143,0,3.857142857,2.4,0,1,0,0,0,0,0,0,0
spot_759,키아나요가,90,0,4.5,1,0,0,0,0,1,0,0,0,0
spot_760,클럽클리프,135,0,3.5,0.5,0,0,1,1,0,0,0,0,0
spot_762,이중섭거주지,20,0.166666667,3.666666667,1,0,1,0,0,0,0,0,0,0
spot_763,탑동광장,53.25,0.275,3.875,0.861111111,1,0,1,1,1,0,1,1,1
spot_765,로로패들보드클럽,240,0,5,0,0,0,0,0,1,0,0,0,0
spot_770,성산포수협 수산물직판장,30,0,2,3,0,0,0,1,0,0,0,0,0
spot_771,기억해제주,30,0,3,0.333333333,0,0,0,1,0,0,0,0,0
spot_774,이마트 신제주점,40.46511628,0.372093023,3.720930233,1.342857143,0,0,0,1,0,0,0,0,0
spot_776,올레길 6코스(쇠소깍-서귀포 올레),48,0.1,4,0.875,0,0,0,0,0,0,1,0,0
spot_777,김녕미로공원,78,0.266666667,3.866666667,2.769230769,1,0,0,0,0,0,0,0,0
spot_783,그랜드하얏트제주 수영장,100,0.333333333,5,1.333333333,0,0,0,0,0,1,0,0,0
spot_785,해미안,90,0,3,0,0,0,0,0,0,0,0,0,1
spot_787,하이커하우스 보보,30,0,4,4,0,0,0,1,0,0,0,0,0
spot_788,별도봉산책로,60,1,5,1,0,0,0,0,0,0,1,0,0
spot_789,가마오름,60,0,3,1,1,0,0,0,0,0,0,0,0
spot_790,제주아리랑,90,0,4.5,2.666666667,0,0,1,0,0,0,0,0,1
spot_793,제주안전체험관,87,0.3,4.6,2.875,0,0,0,0,0,0,0,0,1
spot_800,세기알해변,76.15384615,0.153846154,4.769230769,1,1,0,0,0,1,0,0,0,0
spot_803,월정스캔들,30,1,5,1,0,0,0,0,0,0,0,0,1
spot_804,사라봉공원,48,0.2,4.1,0.375,1,0,0,0,0,0,0,0,0
spot_805,세화당구클럽,90,0,3,1,0,0,0,0,1,0,0,0,0
spot_806,함덕리486,15,0,3.5,1.5,1,0,0,1,0,0,0,0,0
spot_807,올레길 20코스(김녕-하도 올레),92.72727273,0.090909091,4.454545455,0.833333333,0,0,0,0,0,0,1,0,0
spot_808,휘닉스제주섭지코지 해안산책로,110,0.666666667,4.333333333,3.666666667,0,0,0,0,0,0,1,0,0
spot_810,수모루공원,30,0,2,0,1,0,0,0,0,0,0,0,0
spot_811,산짓물공원,60,0,3,1,1,0,0,0,0,0,0,0,0
spot_816,녹차동굴,50,0,4,0.25,1,0,0,0,0,0,0,0,0
spot_817,빛의 벙커,79.09090909,0.181818182,4.272727273,1.533333333,0,0,1,0,0,1,0,0,0
spot_820,낙타트래킹,47.64705882,0,3.882352941,1.833333333,0,0,0,0,0,0,0,0,1
spot_821,신화워터파크 실내워터파크동,190,0.333333333,4,2.5,0,0,0,0,0,1,0,0,0
spot_825,삼위일체대성당,60,0,5,0,0,1,0,0,0,0,0,0,0
spot_826,우도산호해변,34.54545455,0.333333333,4.424242424,2.36,1,0,0,0,0,0,0,0,0
spot_829,우도잠수함,102,0,4.2,2,0,0,0,0,0,0,0,0,1
spot_832,선물고팡 함덕점,35,0,3.333333333,1.8,0,0,0,1,0,0,0,0,0
spot_835,세계조가비박물관,40,0.333333333,3,2.5,0,1,0,0,0,0,0,0,0
spot_837,제주도 서귀포 유람선,180,0,5,3,0,0,0,0,1,0,0,0,0
spot_840,보롬왓카페,140,0,3.666666667,2,0,0,0,0,0,0,0,0,1
spot_841,서귀다원,76.66666667,0,3.888888889,0.857142857,1,0,0,0,0,0,1,0,1
spot_842,휴애리핑크뮬리축제,75,0.166666667,3.833333333,1.2,0,0,0,0,0,0,0,1,0
spot_852,원당봉,75,0,4,0,1,0,0,0,0,0,1,0,0
spot_854,목화오름,90,0,5,0,1,0,0,0,0,0,0,0,0
spot_856,미유,30,0,4,1,0,0,0,1,0,0,0,0,0
spot_857,애월해안도로,49.56521739,0.434782609,4.434782609,0.941176471,1,0,0,0,0,0,1,0,0
spot_858,토종흑염소목장,75,0,4.25,2,0,0,0,0,0,0,0,0,1
spot_862,라온골프클럽,345,0,4.5,2.5,0,0,0,0,1,0,0,0,0
spot_865,오저여,46.15384615,0,4.461538462,1.384615385,1,0,0,0,0,0,1,0,0
spot_867,가파도,158.9189189,0,4.054054054,1.545454545,1,0,0,0,0,0,1,0,1
spot_870,올레길 1코스(시흥-광치기 올레) 역방,120,1,5,0,0,0,0,0,0,0,1,0,0
spot_871,도시해녀,180,0,5,0.666666667,0,0,0,0,1,0,0,0,1
spot_877,문섬,210,1,4.8,1,0,0,0,0,1,0,0,0,1
spot_879,한림수협위판장,50,0.333333333,4.666666667,1,0,0,0,1,0,0,0,0,0
spot_880,월정리해안도로,45,1,5,1,1,0,0,0,0,0,1,0,0
spot_881,미니K코인노래연습장,45,0,4,1,0,0,0,1,0,0,0,0,0
spot_883,제주신화월드 신화쇼핑스트리트,48.75,0.5,3.375,2.6,0,0,0,1,0,1,0,0,0
spot_884,사려니숲길 입구,68.57142857,0.142857143,4,2,1,0,0,0,0,0,1,0,0
spot_885,노형수산시장,120,0,3.714285714,2.166666667,0,0,0,1,0,0,0,0,0
spot_886,세리월드 카트레이싱,50,0,3.666666667,3,0,0,0,0,1,0,0,0,0
spot_888,제주불빛정원,56.25,0,3.125,2.833333333,0,0,1,0,0,1,0,1,0
spot_889,은쥬얼LEE,0,0,3,0,0,0,0,1,0,0,0,0,0
spot_892,진성배낚시,156,0,4.6,1.25,0,0,0,0,0,0,0,0,1
spot_893,레이저아레나 엑스 제주점,66,0,4.4,1.6,0,0,0,0,1,1,0,0,1
spot_894,느지리오름,36,0,3.2,2,1,0,0,0,0,0,1,0,0
spot_895,섶섬,210,0.4,4.4,1,1,0,0,0,1,0,0,0,1
spot_896,캔디원,72,0.2,3.4,1.8,0,0,0,0,0,0,0,0,1
spot_899,다이나믹메이즈 제주도성읍점,69.23076923,0.230769231,4.076923077,2.454545455,0,0,0,0,1,1,0,0,1
spot_902,제주농원,60,0,4,0.75,0,0,0,0,0,0,0,0,1
spot_903,옥돔마을,60,0,4,10,0,0,0,0,0,0,1,0,0
spot_905,쇠소깍관광지,59.26829268,0.317073171,3.87804878,2.137931034,1,1,0,0,1,0,1,0,1
spot_908,차귀도놀빛바다,210,0,5,1,0,0,0,0,0,0,0,0,1
spot_911,김영갑갤러리두모악,49.09090909,0.272727273,3.727272727,0.9,0,0,1,0,0,0,0,0,0
spot_915,남제주 비행기 격납고,30,0,5,1,0,1,0,0,0,0,0,0,0
spot_917,표선해변 인증센터,15,0.25,4.25,1,0,0,0,0,0,0,0,0,1
spot_918,어음리억새군락지,45,0,4.107142857,1.192307692,1,0,0,0,0,0,1,0,0
spot_921,용담체육공원,60,0,5,2,0,0,0,0,1,0,0,0,0
spot_923,걸서악,30,0,5,1,1,0,0,0,0,0,0,0,0
spot_924,세컨드스토리,60,0,3,0,1,0,0,0,0,0,0,0,0
spot_925,조천해안도로,30,0,4,1,1,0,0,0,0,0,0,0,0
spot_927,한담공원,60,0.2,4.6,0.5,1,0,0,0,0,0,0,0,0
spot_931,제주도립김창열미술관,45.6,0.04,4,0.80952381,0,0,1,0,0,0,0,0,0
spot_932,브릭캠퍼스 제주,80,0.111111111,4.222222222,3,0,0,1,0,0,1,0,0,1
spot_935,카페콜라,60,0,5,0,0,0,1,0,0,0,0,0,0
spot_937,범섬,25.71428571,0.571428571,4.571428571,1.333333333,1,0,0,0,0,0,1,0,0
spot_381,쓩쓩렌탈샵 월정점,40,0,4,0.333333333,0,0,0,0,1,0,0,0,0
spot_942,김녕성세기해변 인증센터,22.5,0.25,5,0.666666667,0,0,0,0,0,0,0,0,1
spot_943,은희네해장국 본점,30,0,5,0,0,0,0,1,0,0,0,0,0
spot_944,한촌설렁탕 제주동광육거리점,30,1,5,3,0,0,0,1,0,0,0,0,0
spot_946,우보악,60,0,4,1,0,0,0,0,0,0,1,0,0
spot_948,순례자의교회,30,0.25,3.5,2,0,1,0,0,0,0,0,0,0
spot_950,산지천,42,0.4,4.4,0.2,0,0,0,0,0,0,1,1,0
spot_952,플레이스캠프제주,42,0.6,4,1.2,0,0,0,1,0,0,0,0,0
spot_953,향수공방,60,0,5,0,0,0,0,0,0,0,0,0,1
spot_954,제주4.3평화공원,60,0.333333333,4.444444444,0.625,0,1,1,0,0,0,0,0,0
spot_956,안덕계곡,47.5,0.333333333,4.166666667,1.272727273,1,1,0,0,0,0,0,0,0
spot_958,우도등대공원,45,0.25,3.75,2.666666667,1,0,0,0,0,0,0,0,0
spot_960,자구리 해안가,40,0,3.333333333,2,1,0,0,0,0,0,0,0,0
spot_962,스파오 신제주점,30,0,3.5,0,0,0,0,1,0,0,0,0,0
spot_964,제주항일기념관,45,0,4.5,0.5,0,1,0,0,0,0,0,0,0
spot_966,노을해안로,67.5,0.25,4.75,1.666666667,1,0,0,0,0,0,1,0,1
spot_968,산방산 유람선,67.5,0,3.75,1.75,0,0,0,0,1,0,0,0,0
spot_972,뱅듸승마클럽,75,0,5,1,0,0,0,0,1,0,0,0,0
spot_973,탐라문화광장,45,0.25,3.5,0.75,0,0,1,1,0,0,0,1,0
