iter	RMSE	R2	MAE
52	0.7664445768	0.1600751143	0.6347714326
53	0.7659215587	0.1612210447	0.6341583045
54	0.7653370914	0.1625006844	0.6334555103
55	0.7648259998	0.1636188737	0.6328130427
56	0.7644316917	0.1644810486	0.6322746778
57	0.7638144673	0.1658297486	0.6316076626
58	0.7632048271	0.1671608067	0.6309085797
59	0.7626888785	0.168286473	0.6302888785
60	0.7621831615	0.1693890779	0.6296429853
61	0.7617059459	0.1704288711	0.6290135088
62	0.7613162862	0.1712774078	0.6285823959
63	0.7608002328	0.1724005156	0.6279576501
64	0.7604004132	0.1732701357	0.62742887
65	0.7599688862	0.1742082073	0.626870474
66	0.7594123284	0.1754172898	0.6262172685
67	0.7591158503	0.176061006	0.6258968722
68	0.7587679363	0.1768160799	0.6254538345
69	0.7583263944	0.1777738547	0.6249001431
70	0.757715616	0.1790978116	0.624251755
71	0.7574022114	0.1797767505	0.623845941
72	0.7567741303	0.1811365382	0.6232608833
73	0.7562351932	0.1823024311	0.6227072943
74	0.7557435281	0.1833653348	0.6221538341
75	0.7554130335	0.1840794246	0.6216946018
76	0.7551937971	0.1845529497	0.6213453885
77	0.7548247377	0.1853497648	0.6208210239
78	0.7545365006	0.18597181	0.6203688007
79	0.7543601519	0.1863522714	0.6201587712
80	0.7540040802	0.1871202032	0.6197268234
81	0.753587567	0.1880180278	0.6192610771
82	0.7532686027	0.1887052431	0.6188539204
83	0.7529387197	0.1894156768	0.6184179078
84	0.7525374649	0.1902793969	0.6180128702
85	0.7521367037	0.1911415951	0.6175985875
86	0.751782597	0.1919030385	0.617143804
87	0.7514067005	0.1927109445	0.6166610846
88	0.7510265625	0.193527556	0.6162010783
89	0.7508389931	0.1939303399	0.6159876162
90	0.750486619	0.1946867508	0.6155506372
91	0.7501521282	0.1954044447	0.6151197286
92	0.7497919943	0.1961768016	0.6147059582
93	0.7494427591	0.1969254305	0.6142588589
94	0.7491450235	0.197563388	0.6138214845
95	0.7487223659	0.1984685807	0.6133899624
96	0.7484993437	0.1989460146	0.6130563883
97	0.7481949632	0.1995973862	0.6127170469
98	0.7479073756	0.2002125778	0.6123759406
99	0.747838525	0.200359824	0.61228156
100	0.7476765268	0.2007062257	0.6119980783
101	0.7474380055	0.2012161205	0.6116805396
102	0.7471976725	0.2017297237	0.6113044999
103	0.7469081036	0.202348327	0.6109153093
104	0.7465987546	0.2030089213	0.610485571
105	0.746390667	0.2034531246	0.6101815262
106	0.7460379573	0.2042057692	0.6097708978
107	0.7457943606	0.2047253707	0.6094270096
108	0.7454382034	0.2054847627	0.6090682428
109	0.7450319036	0.2063506251	0.6086068045
110	0.7447033301	0.2070505001	0.608195896
111	0.7444886563	0.2075075975	0.6078772505
112	0.7442781693	0.2079556521	0.6075630563
113	0.7440481875	0.2084450594	0.6072655502
114	0.7439013956	0.2087573575	0.6070622263
115	0.7435003305	0.2096103047	0.6066549458
116	0.7433774671	0.2098715068	0.6064326171
117	0.7430807619	0.2105021109	0.6061132552
118	0.7428428893	0.2110074929	0.605800421
119	0.7426285668	0.2114627022	0.6055725331
120	0.7423365809	0.2120826527	0.6053218879
121	0.7419465823	0.2129103257	0.6048822646
122	0.7416294557	0.2135830255	0.6045301206
123	0.7414151395	0.2140374778	0.604236689
124	0.7411263335	0.2146496758	0.6039006266
125	0.741070589	0.2147678131	0.6037627041
126	0.7409959947	0.2149258843	0.6035844905
127	0.7406334534	0.2156939103	0.6032290941
128	0.7403991742	0.2161900197	0.6029397928
129	0.7401603549	0.2166955813	0.6026047972
130	0.7398678828	0.2173144998	0.6023209345
131	0.7394583718	0.2181806804	0.6018955267
132	0.7393675934	0.2183726261	0.6016768911
133	0.7391811517	0.2187667726	0.6014299437
134	0.7389334339	0.2192903058	0.6011065626
135	0.7387706183	0.2196343089	0.6008714944
136	0.7385144046	0.2201754938	0.6005723913
137	0.7382092897	0.2208197247	0.600292131
138	0.7380544039	0.2211466546	0.6000574781
139	0.7379440174	0.2213796142	0.5998781297
140	0.7377954408	0.2216931152	0.5996544508
141	0.7377639941	0.2217594607	0.599590883
142	0.7374948346	0.2223272104	0.5992922284
143	0.7371992099	0.2229505454	0.5989363248
144	0.7370037759	0.2233624877	0.5986844502
145	0.7365846021	0.2242456679	0.5983058019
146	0.7364247096	0.2245824217	0.5980857751
147	0.7361792103	0.2250993319	0.5977845362
148	0.7359917878	0.2254938426	0.5975245018
149	0.7357218726	0.2260618182	0.5972400969
150	0.7354421185	0.2266502774	0.5969384394
151	0.7352247144	0.2271074299	0.596640519
152	0.7350932695	0.2273837637	0.5964824136
153	0.7347370622	0.2281323621	0.5961481657
154	0.7345354148	0.2285559797	0.5959045118
155	0.734506976	0.228615714	0.5958495965
156	0.7342052852	0.2292492595	0.5955329044
157	0.7338425945	0.230010559	0.5951659323
158	0.7335360168	0.2306537821	0.5948604104
159	0.7332217579	0.2313128422	0.5945062568
160	0.7329142882	0.2319573905	0.5941499602
161	0.7326902207	0.2324269327	0.5938793225
162	0.7325576595	0.2327046523	0.5937394658
163	0.7322305942	0.2333896485	0.5933692043
164	0.7319193306	0.2340412662	0.5930151003
165	0.7316834158	0.2345349596	0.5927512126
166	0.7312053999	0.2355348044	0.5922952456
167	0.7311628409	0.2356237915	0.5921666101
168	0.7309038853	0.2361651331	0.5919035593
169	0.7304722585	0.2370670145	0.5914741898
170	0.7303096628	0.237406619	0.5912768341
171	0.7302838307	0.2374605659	0.5912358631
172	0.7299676373	0.2381207415	0.5909283306
173	0.7296273008	0.2388310056	0.5905647115
174	0.7292710495	0.239574128	0.5902332657
175	0.7290736815	0.2399856718	0.5899609716
176	0.7285965616	0.2409800824	0.5895240805
177	0.7283812864	0.2414285446	0.5893025368
178	0.7282789959	0.2416415902	0.5891177414
179	0.7280162113	0.2421887676	0.5887713633
180	0.7277757967	0.2426891929	0.5884644831
181	0.7273245675	0.2436279841	0.5879797632
182	0.7268895508	0.2445324938	0.5874813592
183	0.7264612322	0.2454225478	0.5870222693
184	0.726055094	0.2462660259	0.5865897731
185	0.7258616742	0.2466675591	0.5862997745
186	0.7256762953	0.2470522995	0.586050327
187	0.7254713577	0.247477518	0.5857958887
188	0.7252110401	0.2480174696	0.5855083478
189	0.7250615237	0.2483275094	0.5852992579
190	0.7247344478	0.2490055166	0.5849918822
191	0.7242819922	0.2499429237	0.5845416352
192	0.7240932139	0.2503338653	0.5843287297
193	0.7238216905	0.2508959857	0.5840530045
194	0.7234234196	0.2517201232	0.5836146979
195	0.7232427667	0.2520937965	0.5833809718
196	0.723234642	0.2521105998	0.5833620278
197	0.7229729194	0.2526517913	0.5830864612
198	0.7226773098	0.2532628186	0.5827254156
199	0.7223948441	0.253846444	0.5823715538
200	0.7220977431	0.2544600624	0.5820751287
201	0.7218758074	0.2549182733	0.5818418825
202	0.7218639448	0.2549427609	0.5818163031
203	0.7214374069	0.2558229857	0.5813830701
204	0.7210152108	0.2566937381	0.5809562037
205	0.720698851	0.257345876	0.5805388577
206	0.7206116107	0.2575256611	0.5804477586
207	0.7203710366	0.2580213241	0.5802233883
208	0.7202519839	0.2582665513	0.5800925481
209	0.7202185969	0.2583353151	0.580003505
210	0.7198913126	0.2590092218	0.5796429396
211	0.7195387094	0.2597349195	0.5792930187
212	0.7191637586	0.260506221	0.5789284261
213	0.7189342983	0.2609780397	0.5787082882
214	0.7189211877	0.2610049931	0.5786846706
215	0.7188026444	0.2612486797	0.57855139
216	0.7185409403	0.2617865159	0.5782728003
217	0.7182712471	0.2623405659	0.5780067078
218	0.7180984551	0.2626954355	0.5778025879
219	0.7177242868	0.2634635867	0.5773908537
220	0.7175468114	0.2638277961	0.5771755011
221	0.7172104842	0.2645177488	0.5768243263
222	0.7169214604	0.2651104034	0.576456159
223	0.7166477467	0.2656714438	0.5761832546
224	0.7163148295	0.266353547	0.5758220931
225	0.7160268536	0.2669433156	0.575499769
226	0.7159654294	0.2670690804	0.5754227294
227	0.7158876476	0.2672283216	0.5753259425
228	0.7157067408	0.2675986217	0.5751326186
229	0.7156489177	0.2677169606	0.5750546545
230	0.7153633419	0.2683012712	0.5747841483
231	0.7152526986	0.2685275934	0.574672623
232	0.7150057245	0.2690326555	0.574408089
233	0.7147990698	0.2694551305	0.5741301635
234	0.7147910457	0.2694715321	0.5740848886
235	0.714500457	0.2700653846	0.5737667091
236	0.7141682829	0.2707439258	0.5734312942
237	0.7138067994	0.2714819795	0.5730833872
238	0.7137362417	0.2716259962	0.5729733732
239	0.7134592013	0.2721913306	0.5726586298
240	0.7132519901	0.2726140267	0.5724244876
241	0.7129044702	0.273322667	0.572094189
242	0.7128545072	0.2734245199	0.5720184094
243	0.7125050906	0.2741366296	0.5716798372
244	0.7122398485	0.2746769589	0.5713674112
245	0.7119977912	0.2751698825	0.5711026975
246	0.7117842154	0.2756046675	0.5708990247
247	0.7115564315	0.2760682326	0.5706260828
248	0.7113692869	0.2764489814	0.5703899045
249	0.7113608407	0.276466163	0.5703767308
250	0.7110967724	0.2770032375	0.5700844156
251	0.7110358621	0.2771270914	0.5700005137
252	0.7106930179	0.2778240268	0.5697137022
253	0.710420893	0.2783769643	0.5694248437
254	0.7101646737	0.2788973893	0.5691955078
255	0.7099658361	0.279301133	0.5690123547
256	0.7097416832	0.2797561443	0.568757532
257	0.709654855	0.2799323596	0.568668266
258	0.7093943805	0.2804608555	0.568395575
259	0.7092662282	0.280720802	0.568207483
260	0.7092637555	0.2807258172	0.5681935048
261	0.7092322323	0.280789752	0.5681329465
262	0.7090758241	0.2811069344	0.5679367105
263	0.7089053932	0.2814524738	0.5677195967
264	0.7087796038	0.2817074519	0.5675925525
265	0.7087432203	0.2817811935	0.5675590108
266	0.708471232	0.2823323372	0.5673379332
267	0.7084601557	0.2823547772	0.567321036
268	0.7082313286	0.28281829	0.5670443387
269	0.7080010649	0.2832845614	0.5667914058
270	0.7077723969	0.2837474518	0.5665401512
271	0.7075449746	0.284207672	0.5663032001
272	0.7073744681	0.2845526185	0.5661234724
273	0.7070544473	0.2851998182	0.5658472718
274	0.7070007726	0.2853083394	0.5657889136
275	0.7067923747	0.2857296071	0.5655603095
276	0.7064992723	0.2863218912	0.5652825488
277	0.7064645064	0.2863921279	0.5652442436
278	0.7063528592	0.2866176623	0.5651489261
279	0.7061287915	0.2870701857	0.5649321972
280	0.7059722506	0.2873862479	0.5647841732
281	0.7057851989	0.2877638207	0.5645719574
282	0.7056705638	0.2879951675	0.5644329787
283	0.7054922353	0.2883549806	0.5642055137
284	0.7053317376	0.2886787386	0.5640580283
285	0.7050697532	0.2892070586	0.5638309738
286	0.7048382145	0.2896738184	0.5636269506
287	0.7045035386	0.2903482217	0.563317734
288	0.7041892445	0.2909812622	0.5630372209
289	0.7041363978	0.2910876764	0.5629774416
290	0.7039895773	0.2913832782	0.5628553005
291	0.7037838327	0.2917974115	0.5626842292
292	0.7035807246	0.2922061191	0.5624734194
293	0.7035793469	0.2922088911	0.5624715038
294	0.7033276153	0.2927152775	0.5621939592
295	0.7030952286	0.2931825887	0.5619226881
296	0.7028832575	0.2936087109	0.5616971163
297	0.7026320687	0.2941135057	0.5614808672
298	0.702408837	0.2945619657	0.5612627785
299	0.7020261898	0.2953303511	0.5609270119
300	0.7018184059	0.295747422	0.560709877
301	0.7015071183	0.296372018	0.5604261454
302	0.7015005828	0.2963851285	0.5604168538
303	0.7014331785	0.2965203368	0.5603480773
304	0.7014270357	0.2965326583	0.5603191281
305	0.7013388831	0.2967094653	0.5601905578
306	0.7010650224	0.2972586035	0.5599329612
307	0.7009686535	0.2974517888	0.5598112094
308	0.7007755184	0.2978388761	0.5596005697
309	0.7007325901	0.2979248999	0.5595738985
310	0.7005107439	0.298369372	0.5593373648
311	0.7005030856	0.2983847129	0.5593285068
312	0.7003720487	0.2986471784	0.5591617937
313	0.7001126833	0.2991665395	0.5589336637
314	0.6999211868	0.2995498743	0.5587462782
315	0.6997724734	0.2998474942	0.5586097511
316	0.6995205971	0.3003514296	0.5583973644
317	0.6994179799	0.3005566866	0.5583163235
318	0.6991682329	0.3010561095	0.5580966194
319	0.699122384	0.3011477748	0.5580381423
320	0.6989815459	0.3014293139	0.5578722209
321	0.698788751	0.3018146239	0.5576579434
322	0.6984922019	0.3024070842	0.5573881152
323	0.6983459458	0.3026991892	0.5572632554
324	0.6980528206	0.3032844393	0.5569877062
325	0.6978849636	0.30361947	0.5568498457
326	0.6977737502	0.3038413995	0.5567364591
327	0.6975539006	0.3042800119	0.5565111375
328	0.69728384	0.3048186088	0.5562670783
329	0.6971003249	0.3051844841	0.5560812819
330	0.6970836642	0.3052176959	0.5560644584
331	0.6969062843	0.3055712395	0.5559053166
332	0.6967957774	0.3057914502	0.5558142846
333	0.6967953934	0.3057922154	0.5558140201
334	0.6966917225	0.3059987719	0.5556706935
335	0.6966570766	0.3060677943	0.5556278685
336	0.6964250792	0.3065298972	0.5554114459
337	0.6961616781	0.3070543651	0.5551617278
338	0.6960615278	0.307253726	0.555053508
339	0.6959457732	0.3074841133	0.5549314495
340	0.69582493	0.3077245877	0.554788163
341	0.6957315712	0.3079103404	0.5546996921
342	0.695678464	0.3080159947	0.5546404274
343	0.6955630895	0.3082454994	0.5545446209
344	0.6955553437	0.3082609061	0.5545315796
345	0.6954242244	0.3085216813	0.5543834931
346	0.695166302	0.309034504	0.5541860907
347	0.6950077105	0.3093497344	0.5540067515
348	0.6947482768	0.3098652523	0.5537489056
349	0.6945602095	0.3102388387	0.5535925888
350	0.6943417972	0.3106725769	0.5533863018
351	0.6939882452	0.3113743956	0.5530868064
352	0.6937904018	0.3117669689	0.5528673767
353	0.693582587	0.3121792075	0.5526604421
354	0.6935742638	0.3121957153	0.5526443599
355	0.693509337	0.3123244826	0.5525900251
356	0.6934190322	0.3125035613	0.5524812367
357	0.6934162669	0.3125090447	0.552482937
358	0.6932380075	0.3128624715	0.5523323414
359	0.693157877	0.3130213132	0.5522021571
360	0.6929099699	0.3135126194	0.5519475363
361	0.692675095	0.3139779363	0.5517374139
362	0.6924405034	0.3144425344	0.5515192532
363	0.6921663487	0.314985286	0.5512900615
364	0.69216247	0.3149929632	0.5512851169
365	0.6920979847	0.3151205945	0.5512250114
366	0.692081954	0.3151523211	0.5512056359
367	0.6918594188	0.3155926686	0.5509946066
368	0.6917820475	0.3157457358	0.5509113992
369	0.6915894476	0.3161266909	0.5507298895
370	0.6912258071	0.3168456684	0.5504416277
371	0.6909579577	0.3173750094	0.5502146267
372	0.6907195384	0.3178460159	0.5499913604
373	0.6905906345	0.3181006029	0.5498595175
374	0.6904105807	0.3184561321	0.5496853219
375	0.6902826525	0.3187086793	0.5495666919
376	0.6901443095	0.318981734	0.5494346044
377	0.690026133	0.3192149417	0.5492903325
378	0.6900011939	0.3192641508	0.5492676888
379	0.6899269435	0.3194106497	0.5491857991
380	0.6896985142	0.3198612505	0.5489842148
381	0.6895706067	0.3201134963	0.548858377
382	0.6894030058	0.3204439505	0.5487070354
383	0.68911594	0.3210097638	0.5484394304
384	0.6888544533	0.3215249551	0.5481988046
385	0.6888534801	0.3215268721	0.5481987506
386	0.6885630347	0.3220988888	0.5479078785
387	0.6884459279	0.3223294561	0.54780317
388	0.6882734142	0.3226690408	0.5476410303
389	0.6880041795	0.3231988457	0.5473941155
390	0.6877901179	0.323619932	0.5472036672
391	0.6877162696	0.3237651706	0.5471425355
392	0.6877129031	0.3237717913	0.5471272077
393	0.6875812177	0.3240307391	0.5470135488
394	0.6874762752	0.3242370636	0.5468839737
395	0.6873155114	0.3245530762	0.5467346552
396	0.6871506959	0.3248769762	0.5465903766
397	0.6870274184	0.3251191938	0.546492164
398	0.6868027273	0.3255605589	0.5462740882
399	0.6865762226	0.3260053401	0.5460546285
400	0.6864731402	0.3262077117	0.5459620991
401	0.6864617969	0.326229979	0.5459532588
402	0.6864352054	0.3262821777	0.5459274224
403	0.6862389817	0.3266672993	0.5457337628
404	0.6860912927	0.3269570909	0.545599126
405	0.6860142985	0.3271081421	0.5455245017
406	0.6859035629	0.3273253594	0.5453999108
407	0.6857085446	0.3277078192	0.5452299242
408	0.6856214388	0.3278786114	0.545133368
409	0.6855217992	0.3280739524	0.5450412526
410	0.6854153346	0.3282826424	0.5449473109
411	0.6853165987	0.3284761538	0.5448839211
412	0.685150341	0.3288019375	0.5447327422
413	0.6848797128	0.3293320672	0.5444759334
414	0.6847253674	0.3296343183	0.5443254291
415	0.6847236918	0.3296375991	0.5443255271
416	0.684562644	0.3299529021	0.5441714222
417	0.6844733394	0.3301277126	0.5440422902
418	0.6843660917	0.3303376161	0.5439372334
419	0.6842539567	0.3305570496	0.543843872
420	0.6840443632	0.3309671002	0.5436637373
421	0.6839374308	0.3311762554	0.543570593
422	0.6838959567	0.3312573682	0.5435079344
423	0.683893154	0.3312628494	0.5434967119
424	0.6837935026	0.3314577211	0.543403744
425	0.6836856425	0.3316686134	0.5433113135
426	0.6835087554	0.3320143977	0.5431607487
427	0.6834327939	0.3321628622	0.5430803362
428	0.6833112179	0.3324004443	0.5429746182
429	0.6830350982	0.3329398769	0.5427475387
430	0.6829102774	0.3331836575	0.5426265586
431	0.6828504413	0.3333005044	0.5425647064
432	0.6827292135	0.3335372043	0.5424610623
433	0.6826265706	0.333737584	0.5423824172
434	0.6825692663	0.3338494405	0.5423122179
435	0.6824655865	0.3340517968	0.5422203358
436	0.6823780036	0.3342227123	0.5421240446
437	0.6822522384	0.3344681008	0.5420092623
438	0.6820167487	0.3349274584	0.5418011219
439	0.6819097267	0.3351361683	0.5417063455
440	0.6816962921	0.3355523018	0.5415407935
441	0.6816890463	0.3355664266	0.5415267268
442	0.6813290078	0.3362680911	0.5411920805
443	0.6812186766	0.3364830369	0.5410938571
444	0.6809633336	0.3369803593	0.5408716211
445	0.6808485377	0.3372038824	0.5407637361
446	0.6807076717	0.3374781159	0.5406191322
447	0.6805083739	0.3378660059	0.5404381328
448	0.6804206385	0.3380367278	0.5403423405
449	0.6802612235	0.3383468728	0.5401694448
450	0.6801818281	0.338501311	0.5400852324
451	0.6801622116	0.3385394657	0.5400677243
452	0.6800001959	0.3388545501	0.5399355413
453	0.6797721432	0.3392979345	0.5397145657
454	0.679631865	0.3395705922	0.5395850574
455	0.6794858253	0.3398543886	0.5394505043
456	0.6794076723	0.3400062369	0.5393533584
457	0.6793130437	0.3401900733	0.5392767109
458	0.679203266	0.3404033079	0.5391814301
459	0.6791143588	0.3405759782	0.539090203
460	0.6790658359	0.3406702069	0.539021958
461	0.6789660641	0.3408639368	0.5389502194
462	0.6789053775	0.3409817598	0.5388821728
463	0.6786391453	0.3414985254	0.5386457763
464	0.6786391446	0.3414985267	0.5386460175
465	0.6784114462	0.3419403361	0.5384326273
466	0.6782428501	0.3422673723	0.5382621458
467	0.6779011954	0.3429298513	0.5379791106
468	0.6778499315	0.3430292248	0.5379094653
469	0.6777045089	0.3433110811	0.537785199
470	0.6773651083	0.3439686681	0.5374706213
471	0.6772028384	0.3442829488	0.537323053
472	0.6770376409	0.3446028223	0.5371731041
473	0.6766490502	0.3453549463	0.5368209073
474	0.6765160188	0.3456123317	0.5367166857
475	0.6765148941	0.3456145075	0.5367164512
476	0.6765104948	0.3456230183	0.536708472
477	0.6763990654	0.3458385681	0.536599886
478	0.6763984119	0.3458398319	0.5365994311
479	0.6762786192	0.3460715199	0.5364864545
480	0.6760721137	0.3464708205	0.5362783021
481	0.6758518529	0.346896584	0.5360480684
482	0.6757198453	0.3471516879	0.5359324787
483	0.6755416164	0.3474960349	0.5357540578
484	0.6754357143	0.3477006001	0.5356630714
485	0.6753855457	0.3477974966	0.5356081506
486	0.6751894017	0.3481762641	0.5354521196
487	0.6750310169	0.3484820357	0.5353182513
488	0.6748028126	0.3489224719	0.5351365131
489	0.6748023617	0.3489233421	0.5351367878
490	0.6746600165	0.3491979939	0.5349941266
491	0.6745926699	0.3493279175	0.5349036963
492	0.6744303171	0.3496410716	0.5347781158
493	0.6743881473	0.3497223985	0.5347437192
494	0.6742261256	0.3500348192	0.5346026845
495	0.6740604568	0.3503541949	0.5344612586
496	0.6738680029	0.3507251083	0.5343161013
497	0.6737193831	0.3510114684	0.5341871702
498	0.6736557555	0.3511340466	0.5341260656
499	0.673440863	0.3515479499	0.5339327264
500	0.6734114474	0.3516045969	0.5339004107
501	0.673273564	0.3518700922	0.533778271
502	0.6729955257	0.3524052913	0.5335566191
503	0.6727251309	0.3529255654	0.5333088054
504	0.6726733029	0.3530252653	0.5332608987
505	0.6726186725	0.3531303476	0.5331942604
506	0.6724204043	0.3535116477	0.5330100147
507	0.6722598774	0.3538202832	0.5328840742
508	0.6722194622	0.3538979754	0.5328458565
509	0.6720857996	0.3541548889	0.532732918
510	0.6719671547	0.3543828938	0.5326071815
511	0.6719258398	0.3544622811	0.5325725671
512	0.6719223795	0.3544689298	0.5325701394
513	0.6719216067	0.3544704147	0.5325691513
514	0.6719159018	0.3544813763	0.5325661054
515	0.6717980444	0.3547078107	0.5324674232
516	0.6716431491	0.3550053444	0.5323410438
517	0.6715389355	0.3552054863	0.5322370125
518	0.6712959833	0.3556719549	0.5320168801
519	0.6709376893	0.356359572	0.5317321577
520	0.6708401239	0.3565467501	0.531644528
521	0.6707641916	0.3566924066	0.5315600091
522	0.6706310767	0.3569477134	0.5314364791
523	0.6705929706	0.3570207894	0.5313890179
524	0.6705846448	0.3570367553	0.5313797093
525	0.6704771658	0.3572428426	0.5312717023
526	0.6703930434	0.3574041214	0.5311996274
527	0.6702824657	0.3576160893	0.5310978462
528	0.6700883799	0.3579880505	0.5309320748
529	0.6700152199	0.3581282323	0.5308428835
530	0.6697481619	0.358639811	0.5306252422
531	0.6695899061	0.3589428713	0.5304668325
532	0.6695866089	0.3589491846	0.5304604323
533	0.6695101235	0.3590956279	0.5303765135
534	0.6693674673	0.3593687208	0.530258307
535	0.6692395322	0.3596135829	0.5301319491
536	0.669027948	0.3600184432	0.5299341649
537	0.6689226239	0.36021993	0.5298212175
538	0.6688532656	0.3603525964	0.5297285562
539	0.6687281289	0.360591919	0.529610171
540	0.6686314008	0.3607768799	0.5295060347
541	0.6685084737	0.3610118991	0.5293900547
542	0.6684343666	0.3611535606	0.5293154071
543	0.6682373835	0.3615300326	0.5291375074
544	0.6679700556	0.3620407694	0.5288737875
545	0.6677727501	0.3624175955	0.5287238278
546	0.6674864129	0.3629642617	0.5284686654
547	0.667481528	0.3629735858	0.5284652202
548	0.6673755302	0.3631758926	0.5283767323
549	0.667344657	0.363234811	0.5283314879
550	0.6671211828	0.3636612077	0.5281438096
551	0.6668094565	0.3642557538	0.5278757462
552	0.6667697884	0.3643313917	0.5278361616
553	0.6664559092	0.3649297277	0.5275739464
554	0.6663790248	0.3650762466	0.5275107991
555	0.6662821523	0.3652608329	0.5274236001
556	0.6662460058	0.3653297014	0.5273962364
557	0.6661768023	0.365461542	0.5273369549
558	0.666110512	0.3655878197	0.5272875378
559	0.6660201832	0.3657598688	0.5271945344
560	0.6658985442	0.3659915171	0.5270814302
561	0.6658203423	0.3661404221	0.5270199999
562	0.6657310518	0.3663104194	0.5269484498
563	0.6655985378	0.3665626665	0.526834196
564	0.6655467071	0.3666613153	0.5267657915
565	0.6654110976	0.3669193828	0.5266474309
566	0.6653510058	0.3670337218	0.5265896014
567	0.6652264343	0.3672707161	0.5264741103
568	0.665059971	0.3675873392	0.5263489152
569	0.6649518336	0.3677929805	0.5262547494
570	0.6648495418	0.3679874747	0.5261613454
571	0.6647070481	0.3682583574	0.5260262925
572	0.6647059157	0.36826051	0.5260246431
573	0.6646063248	0.3684497989	0.5259132054
574	0.6644252117	0.3687939619	0.525765726
575	0.6643547153	0.3689278984	0.5257008147
576	0.6642720826	0.3690848746	0.5256317588
577	0.6642359534	0.3691535026	0.5256029292
578	0.6642002338	0.369221349	0.5255678921
579	0.6641900259	0.3692407374	0.5255621917
580	0.6640014279	0.369598897	0.5254084582
581	0.6637827866	0.3700139836	0.5252337207
582	0.6636261128	0.3703113418	0.5251027269
583	0.6635125808	0.3705267756	0.5250000055
584	0.6634253437	0.3706922879	0.5249088921
585	0.6634233665	0.3706960389	0.5249075604
586	0.663057049	0.3713908033	0.5245996812
587	0.6630382722	0.3714264052	0.5245856123
588	0.6629453097	0.3716026536	0.524506199
589	0.6629315243	0.3716287873	0.5244916684
590	0.6626172298	0.372224465	0.5241913384
591	0.6624677806	0.372507615	0.5240460193
592	0.6623930557	0.3726491665	0.5239811832
593	0.6620934771	0.3732164984	0.5237160143
594	0.6619795732	0.3734321385	0.5236210516
595	0.6619710061	0.373448356	0.5236087895
596	0.6618778938	0.3736246041	0.5235202493
597	0.6617876384	0.3737954208	0.5234420346
598	0.6617808612	0.3738082464	0.5234358818
599	0.661589299	0.3741707147	0.5232595528
600	0.6614558953	0.3744230752	0.5231265638
601	0.6612713645	0.3747720694	0.5229571684
602	0.6611581168	0.3749862011	0.5228621807
603	0.6609977341	0.375289394	0.5227206562
604	0.6606233188	0.3759969152	0.522399201
605	0.6605723099	0.3760932743	0.5223518572
606	0.6604007521	0.3764173029	0.5222013062
607	0.6603633463	0.3764879416	0.5221556256
608	0.6603176618	0.3765742088	0.5220910622
609	0.6602846771	0.376636491	0.5220623875
610	0.660111529	0.3769633805	0.5219134977
611	0.6600088764	0.3771571396	0.521819619
612	0.6599299476	0.3773060991	0.5217571756
613	0.6599180419	0.3773285668	0.5217494185
