TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8
d002022,여,30대,부모 동반 여행,3,기타,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,중립,익순한지역약간선호,불편하지만저렴한숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
d005977,여,40대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,중립,중립,불편하지만저렴한숙소약간선호,중립,알려진방문지약간선호,계획에따른여행중간선호,중립
c001169,여,30대,부모 동반 여행,10,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박매우선호,새로운지역중간선호,불편하지만저렴한숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,사진촬영중요매우선호
d010842,남,30대,3인 이상 여행(가족 외),2,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연약간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소중간선호,중립,알려진방문지중간선호,계획에따른여행약간선호,사진촬영중요중간선호
c000263,남,50대,자녀 동반 여행,2,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",도시약간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,알려진방문지중간선호,상황에따른여행매우선호,사진촬영중요하지않음매우선호
d002734,남,20대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,도시약간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,알려진방문지중간선호,계획에따른여행약간선호,사진촬영중요중간선호
d005789,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,중립,계획에따른여행매우선호,사진촬영중요매우선호
d005747,여,50대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,중립,숙박약간선호,중립,편하지만비싼숙소매우선호,휴양또는휴식매우선호,중립,중립,중립
d011654,남,20대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",SNS 사진 등록 등 과시,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연중간선호,숙박중간선호,새로운지역중간선호,중립,중립,중립,계획에따른여행약간선호,사진촬영중요중간선호
a015309,남,30대,자녀 동반 여행,4,새로운 경험 추구,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소매우선호,휴양또는휴식약간선호,알려진방문지약간선호,계획에따른여행중간선호,중립
d012426,여,30대,나홀로 여행,0,새로운 경험 추구,"운동, 건강 증진 및 충전","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,중립,새로운지역중간선호,편하지만비싼숙소매우선호,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,중립,사진촬영중요하지않음중간선호
d010383,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,새로운지역약간선호,중립,휴양또는휴식약간선호,중립,중립,사진촬영중요약간선호
d001558,여,20대,나홀로 여행,0,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박약간선호,새로운지역중간선호,불편하지만저렴한숙소약간선호,체험활동약간선호,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d001119,남,40대,2인 가족 여행,1,"운동, 건강 증진 및 충전",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,새로운지역약간선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지약간선호,중립,사진촬영중요하지않음약간선호
d008100,남,20대,나홀로 여행,1,SNS 사진 등록 등 과시,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,익순한지역중간선호,편하지만비싼숙소매우선호,휴양또는휴식중간선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,사진촬영중요매우선호
d004251,남,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"운동, 건강 증진 및 충전",중립,중립,중립,중립,중립,중립,중립,중립
d004062,여,30대,자녀 동반 여행,12,SNS 사진 등록 등 과시,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동매우선호,알려진방문지매우선호,중립,사진촬영중요매우선호
d001514,남,40대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박중간선호,새로운지역매우선호,중립,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
d006839,여,30대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,중립,숙박매우선호,새로운지역약간선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지약간선호,계획에따른여행매우선호,사진촬영중요매우선호
a004694,남,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,중립,숙박매우선호,새로운지역매우선호,중립,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,중립
d001326,남,40대,3인 이상 여행(가족 외),5,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,중립,중립,체험활동매우선호,중립,계획에따른여행매우선호,사진촬영중요중간선호
d002507,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,missing,missing,중립,숙박중간선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,체험활동중간선호,중립,계획에따른여행매우선호,사진촬영중요매우선호
b002204,남,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,missing,도시약간선호,숙박중간선호,새로운지역매우선호,불편하지만저렴한숙소약간선호,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,계획에따른여행매우선호,사진촬영중요하지않음약간선호
d002785,남,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,중립,새로운지역중간선호,중립,휴양또는휴식중간선호,중립,상황에따른여행중간선호,사진촬영중요약간선호
d001387,여,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연약간선호,중립,중립,불편하지만저렴한숙소중간선호,체험활동약간선호,중립,상황에따른여행중간선호,중립
d005868,남,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박매우선호,새로운지역중간선호,중립,중립,중립,계획에따른여행약간선호,사진촬영중요약간선호
d005795,여,30대,자녀 동반 여행,2,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,당일매우선호,중립,불편하지만저렴한숙소중간선호,휴양또는휴식매우선호,알려진방문지매우선호,상황에따른여행매우선호,사진촬영중요매우선호
a011717,여,40대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",중립,당일중간선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,체험활동매우선호,중립,계획에따른여행중간선호,사진촬영중요하지않음약간선호
d005444,여,20대,2인 여행(가족 외),1,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,중립,익순한지역약간선호,편하지만비싼숙소중간선호,휴양또는휴식약간선호,알려진방문지약간선호,상황에따른여행약간선호,사진촬영중요매우선호
d001482,여,30대,2인 여행(가족 외),1,새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연약간선호,숙박중간선호,새로운지역중간선호,중립,체험활동약간선호,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요하지않음약간선호
d000285,남,30대,3대 동반 여행(친척 포함),5,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박중간선호,중립,편하지만비싼숙소중간선호,휴양또는휴식약간선호,중립,중립,사진촬영중요하지않음약간선호
d005523,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연매우선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소매우선호,중립,잘알려지지않은방문지약간선호,상황에따른여행중간선호,사진촬영중요하지않음중간선호
a007368,여,60대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,missing,missing,중립,중립,중립,편하지만비싼숙소약간선호,중립,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요중간선호
d004842,여,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",중립,중립,새로운지역약간선호,편하지만비싼숙소매우선호,휴양또는휴식약간선호,알려진방문지약간선호,중립,사진촬영중요매우선호
d002202,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"운동, 건강 증진 및 충전",자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,중립
d002500,여,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박매우선호,중립,편하지만비싼숙소약간선호,휴양또는휴식약간선호,중립,상황에따른여행약간선호,사진촬영중요중간선호
d006148,여,30대,2인 여행(가족 외),0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연약간선호,숙박약간선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,중립,계획에따른여행약간선호,사진촬영중요중간선호
d005585,남,40대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","운동, 건강 증진 및 충전",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,새로운지역매우선호,중립,휴양또는휴식중간선호,잘알려지지않은방문지매우선호,중립,사진촬영중요약간선호
c000156,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,새로운 경험 추구,중립,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,체험활동약간선호,알려진방문지매우선호,상황에따른여행매우선호,사진촬영중요매우선호
d007088,여,50대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,새로운 경험 추구,중립,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,중립,사진촬영중요매우선호
d001381,여,20대,2인 가족 여행,1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,중립,중립,중립,사진촬영중요중간선호
a013806,여,30대,나홀로 여행,4,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박약간선호,새로운지역약간선호,편하지만비싼숙소약간선호,체험활동중간선호,알려진방문지약간선호,상황에따른여행약간선호,사진촬영중요중간선호
d002087,남,30대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,새로운지역매우선호,중립,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행매우선호,중립
d001159,남,30대,나홀로 여행,2,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,중립,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,중립,중립,상황에따른여행매우선호,중립
d002954,여,30대,자녀 동반 여행,3,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,"역사 탐방, 문화적 경험 등 교육적 동기",자연매우선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
d001410,여,20대,부모 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,자연약간선호,숙박중간선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,상황에따른여행매우선호,사진촬영중요매우선호
d000513,여,40대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연약간선호,중립,새로운지역중간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,상황에따른여행약간선호,사진촬영중요하지않음중간선호
d008231,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",도시약간선호,중립,새로운지역중간선호,불편하지만저렴한숙소중간선호,체험활동중간선호,잘알려지지않은방문지매우선호,상황에따른여행매우선호,사진촬영중요하지않음매우선호
d001731,여,60대,3인 이상 여행(가족 외),2,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요매우선호
d010639,여,40대,나홀로 여행,0,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","역사 탐방, 문화적 경험 등 교육적 동기",자연매우선호,숙박매우선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,중립,잘알려지지않은방문지매우선호,상황에따른여행매우선호,사진촬영중요하지않음매우선호
d006739,남,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박중간선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,중립,알려진방문지약간선호,계획에따른여행중간선호,중립
d004296,남,30대,자녀 동반 여행,4,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박매우선호,중립,편하지만비싼숙소약간선호,중립,중립,계획에따른여행매우선호,중립
d000041,여,50대,3대 동반 여행(친척 포함),7,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소중간선호,체험활동중간선호,중립,중립,사진촬영중요중간선호
d000190,여,40대,2인 여행(가족 외),3,여행 동반자와의 친밀감 및 유대감 증진,"운동, 건강 증진 및 충전",기타,자연약간선호,중립,새로운지역중간선호,불편하지만저렴한숙소약간선호,체험활동약간선호,알려진방문지약간선호,상황에따른여행약간선호,사진촬영중요중간선호
d007835,남,30대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,중립,중립,편하지만비싼숙소매우선호,휴양또는휴식약간선호,중립,계획에따른여행약간선호,중립
d001076,여,30대,3인 이상 여행(가족 외),7,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박약간선호,익순한지역중간선호,중립,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,상황에따른여행매우선호,사진촬영중요매우선호
d006810,여,20대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,도시중간선호,중립,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,중립
d002382,남,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연중간선호,숙박약간선호,새로운지역매우선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지매우선호,상황에따른여행약간선호,사진촬영중요하지않음매우선호
a015262,여,30대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,자연중간선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,중립,알려진방문지약간선호,계획에따른여행약간선호,사진촬영중요약간선호
d010215,여,30대,부모 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",자연중간선호,숙박중간선호,새로운지역약간선호,편하지만비싼숙소약간선호,체험활동약간선호,알려진방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d006146,남,30대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",도시중간선호,숙박중간선호,중립,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요하지않음약간선호
d001126,남,30대,나홀로 여행,1,새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,익순한지역매우선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,중립
a001994,남,40대,자녀 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전",자연약간선호,숙박약간선호,익순한지역약간선호,편하지만비싼숙소약간선호,중립,중립,계획에따른여행약간선호,사진촬영중요중간선호
d003815,여,20대,2인 가족 여행,0,SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박약간선호,중립,편하지만비싼숙소매우선호,휴양또는휴식매우선호,중립,상황에따른여행중간선호,사진촬영중요중간선호
d002341,남,30대,부모 동반 여행,3,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박약간선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지매우선호,상황에따른여행중간선호,사진촬영중요하지않음중간선호
d002227,여,20대,3인 이상 여행(가족 외),2,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,여행 동반자와의 친밀감 및 유대감 증진,자연약간선호,숙박약간선호,새로운지역약간선호,불편하지만저렴한숙소약간선호,휴양또는휴식중간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요약간선호
d000712,남,30대,나홀로 여행,0,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박약간선호,새로운지역중간선호,중립,휴양또는휴식중간선호,잘알려지지않은방문지약간선호,상황에따른여행중간선호,사진촬영중요약간선호
d007007,여,20대,나홀로 여행,0,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,당일약간선호,새로운지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,알려진방문지약간선호,상황에따른여행약간선호,사진촬영중요하지않음중간선호
d000370,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,도시약간선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동중간선호,중립,계획에따른여행매우선호,사진촬영중요매우선호
a010147,여,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,새로운지역매우선호,중립,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,중립,사진촬영중요매우선호
d007722,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행약간선호,사진촬영중요매우선호
c002074,남,30대,자녀 동반 여행,2,새로운 경험 추구,"역사 탐방, 문화적 경험 등 교육적 동기",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,새로운지역중간선호,중립,체험활동약간선호,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요중간선호
d003461,남,40대,자녀 동반 여행,3,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박매우선호,새로운지역약간선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요약간선호
d000139,여,20대,부모 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박중간선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,중립,상황에따른여행중간선호,사진촬영중요약간선호
d011821,남,30대,2인 여행(가족 외),1,"운동, 건강 증진 및 충전",새로운 경험 추구,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",자연중간선호,중립,새로운지역약간선호,불편하지만저렴한숙소약간선호,중립,잘알려지지않은방문지중간선호,중립,사진촬영중요하지않음약간선호
a004618,남,30대,2인 여행(가족 외),2,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,자연매우선호,숙박약간선호,새로운지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,중립,계획에따른여행중간선호,중립
d006393,여,20대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박중간선호,중립,불편하지만저렴한숙소약간선호,중립,중립,상황에따른여행매우선호,사진촬영중요중간선호
d000547,여,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박중간선호,새로운지역중간선호,편하지만비싼숙소중간선호,체험활동매우선호,알려진방문지중간선호,계획에따른여행매우선호,사진촬영중요중간선호
