TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8
b011774,여,30대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,중립,숙박중간선호,새로운지역중간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d009928,여,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,도시중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식매우선호,알려진방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
d010131,남,20대,나홀로 여행,0,SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",기타,도시중간선호,숙박중간선호,새로운지역매우선호,불편하지만저렴한숙소중간선호,체험활동약간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요매우선호
d006004,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,도시약간선호,당일매우선호,익순한지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,알려진방문지약간선호,계획에따른여행약간선호,사진촬영중요중간선호
d002965,여,30대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","역사 탐방, 문화적 경험 등 교육적 동기",자연매우선호,당일매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동매우선호,알려진방문지매우선호,계획에따른여행매우선호,중립
c003062,여,50대,3인 이상 여행(가족 외),7,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,중립,중립,새로운지역약간선호,불편하지만저렴한숙소약간선호,휴양또는휴식약간선호,알려진방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d012350,남,30대,3인 이상 여행(가족 외),2,"운동, 건강 증진 및 충전",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박매우선호,익순한지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요하지않음약간선호
a017861,남,60대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박중간선호,익순한지역중간선호,불편하지만저렴한숙소매우선호,휴양또는휴식중간선호,알려진방문지중간선호,상황에따른여행매우선호,사진촬영중요매우선호
d001580,남,30대,자녀 동반 여행,2,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,중립,숙박약간선호,새로운지역중간선호,불편하지만저렴한숙소약간선호,체험활동중간선호,알려진방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
d007452,남,30대,부모 동반 여행,3,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,중립,새로운지역약간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,중립,중립
d010185,여,30대,3대 동반 여행(친척 포함),5,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연약간선호,당일약간선호,중립,불편하지만저렴한숙소중간선호,체험활동중간선호,알려진방문지약간선호,상황에따른여행약간선호,사진촬영중요하지않음약간선호
d012330,여,20대,자녀 동반 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,중립,중립,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,중립,상황에따른여행매우선호,사진촬영중요중간선호
d004712,남,40대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,기타,도시매우선호,숙박매우선호,익순한지역약간선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,알려진방문지매우선호,상황에따른여행매우선호,사진촬영중요하지않음약간선호
d002779,여,20대,나홀로 여행,1,새로운 경험 추구,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",도시약간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
d005816,남,20대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,중립,숙박매우선호,새로운지역중간선호,중립,휴양또는휴식약간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음중간선호
d002681,남,20대,3대 동반 여행(친척 포함),10,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역약간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요하지않음중간선호
d009039,여,20대,3인 이상 여행(가족 외),3,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박약간선호,새로운지역중간선호,중립,체험활동중간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요중간선호
d009103,남,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연약간선호,숙박매우선호,새로운지역매우선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,계획에따른여행약간선호,사진촬영중요하지않음약간선호
a005794,남,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",도시매우선호,숙박매우선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,체험활동매우선호,중립,계획에따른여행중간선호,사진촬영중요하지않음매우선호
c002960,남,30대,3인 이상 여행(가족 외),2,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,중립,편하지만비싼숙소중간선호,체험활동중간선호,중립,중립,사진촬영중요약간선호
d000179,여,30대,3인 이상 여행(가족 외),4,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박중간선호,새로운지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,중립,사진촬영중요중간선호
d003233,남,40대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박약간선호,새로운지역매우선호,중립,체험활동중간선호,알려진방문지약간선호,상황에따른여행중간선호,사진촬영중요중간선호
a002828,여,30대,2인 여행(가족 외),1,SNS 사진 등록 등 과시,missing,missing,자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,상황에따른여행매우선호,사진촬영중요매우선호
d006689,여,40대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",missing,missing,자연중간선호,숙박중간선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,알려진방문지중간선호,상황에따른여행약간선호,사진촬영중요약간선호
b006115,남,30대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",도시약간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소약간선호,중립,알려진방문지중간선호,계획에따른여행약간선호,사진촬영중요약간선호
d012283,여,50대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,중립,중립,중립,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,중립
d006170,여,20대,2인 여행(가족 외),1,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,중립,중립,중립,중립,중립,중립,중립
d001614,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,중립,중립,새로운지역중간선호,편하지만비싼숙소약간선호,체험활동매우선호,중립,상황에따른여행중간선호,중립
d005001,여,30대,3인 이상 여행(가족 외),3,SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박약간선호,새로운지역중간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요약간선호
d000501,남,50대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박중간선호,새로운지역매우선호,중립,체험활동약간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요매우선호
d000173,남,40대,자녀 동반 여행,4,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",도시중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소약간선호,체험활동중간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요중간선호
d001211,남,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,기타,중립,숙박중간선호,새로운지역중간선호,편하지만비싼숙소약간선호,체험활동약간선호,중립,상황에따른여행약간선호,사진촬영중요약간선호
d009193,여,40대,부모 동반 여행,2,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박약간선호,새로운지역매우선호,중립,휴양또는휴식약간선호,중립,계획에따른여행중간선호,사진촬영중요약간선호
a001986,남,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,도시매우선호,중립,새로운지역매우선호,불편하지만저렴한숙소약간선호,체험활동중간선호,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요매우선호
d001727,여,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,도시중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,사진촬영중요매우선호
c003960,남,60대,3인 이상 여행(가족 외),1,"운동, 건강 증진 및 충전",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,중립,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동중간선호,잘알려지지않은방문지중간선호,상황에따른여행약간선호,사진촬영중요약간선호
d006926,남,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박매우선호,중립,중립,중립,잘알려지지않은방문지매우선호,계획에따른여행약간선호,사진촬영중요약간선호
d010671,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연약간선호,중립,새로운지역중간선호,편하지만비싼숙소약간선호,체험활동약간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요약간선호
d012416,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전",자연중간선호,숙박중간선호,중립,편하지만비싼숙소중간선호,휴양또는휴식중간선호,알려진방문지중간선호,계획에따른여행약간선호,사진촬영중요하지않음약간선호
d012374,남,30대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,중립,숙박중간선호,중립,중립,체험활동중간선호,중립,계획에따른여행중간선호,중립
d002756,여,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,중립,편하지만비싼숙소중간선호,중립,중립,중립,사진촬영중요매우선호
d012261,남,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박중간선호,새로운지역중간선호,편하지만비싼숙소중간선호,중립,잘알려지지않은방문지중간선호,상황에따른여행약간선호,사진촬영중요매우선호
d006908,여,20대,나홀로 여행,0,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소약간선호,체험활동매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,사진촬영중요매우선호
b004383,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요하지않음약간선호
d011264,여,30대,3인 이상 여행(가족 외),3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박중간선호,새로운지역약간선호,편하지만비싼숙소약간선호,중립,알려진방문지약간선호,상황에따른여행중간선호,사진촬영중요약간선호
d012252,여,30대,자녀 동반 여행,2,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역중간선호,중립,휴양또는휴식매우선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
d004432,남,30대,3대 동반 여행(친척 포함),8,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
c000356,여,30대,3인 이상 여행(가족 외),4,새로운 경험 추구,"운동, 건강 증진 및 충전","역사 탐방, 문화적 경험 등 교육적 동기",자연중간선호,중립,새로운지역중간선호,중립,체험활동매우선호,알려진방문지약간선호,상황에따른여행중간선호,사진촬영중요중간선호
d007825,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연약간선호,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소중간선호,체험활동매우선호,잘알려지지않은방문지중간선호,상황에따른여행약간선호,사진촬영중요매우선호
d002262,여,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연매우선호,숙박매우선호,중립,불편하지만저렴한숙소약간선호,휴양또는휴식매우선호,중립,계획에따른여행매우선호,사진촬영중요매우선호
d009833,여,20대,나홀로 여행,2,"역사 탐방, 문화적 경험 등 교육적 동기","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소약간선호,체험활동약간선호,중립,상황에따른여행약간선호,중립
d012470,남,50대,나홀로 여행,0,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",도시약간선호,숙박약간선호,새로운지역약간선호,편하지만비싼숙소중간선호,휴양또는휴식약간선호,중립,계획에따른여행약간선호,중립
c003248,여,30대,3인 이상 여행(가족 외),2,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,자연약간선호,당일중간선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식매우선호,잘알려지지않은방문지약간선호,계획에따른여행매우선호,사진촬영중요약간선호
d003671,여,20대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,새로운 경험 추구,자연약간선호,숙박약간선호,새로운지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음중간선호
c004805,남,40대,자녀 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,자연매우선호,당일매우선호,익순한지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식매우선호,중립,계획에따른여행중간선호,사진촬영중요하지않음중간선호
a002994,여,30대,자녀 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,SNS 사진 등록 등 과시,자연중간선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,중립,잘알려지지않은방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
c004502,남,40대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,익순한지역매우선호,중립,체험활동중간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요하지않음약간선호
d002298,여,40대,부모 동반 여행,4,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",missing,자연중간선호,중립,익순한지역중간선호,중립,체험활동약간선호,잘알려지지않은방문지약간선호,계획에따른여행중간선호,중립
d007698,남,40대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",도시약간선호,숙박중간선호,새로운지역약간선호,불편하지만저렴한숙소중간선호,체험활동중간선호,중립,중립,중립
d007143,여,50대,2인 여행(가족 외),1,새로운 경험 추구,SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동약간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요약간선호
d008208,여,40대,자녀 동반 여행,1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","역사 탐방, 문화적 경험 등 교육적 동기",새로운 경험 추구,도시중간선호,숙박중간선호,익순한지역매우선호,불편하지만저렴한숙소약간선호,체험활동약간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음매우선호
b001039,여,20대,3인 이상 여행(가족 외),3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,기타,중립,숙박약간선호,새로운지역중간선호,편하지만비싼숙소매우선호,중립,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
d000866,남,20대,3인 이상 여행(가족 외),3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,도시중간선호,숙박중간선호,새로운지역중간선호,편하지만비싼숙소매우선호,중립,중립,중립,사진촬영중요매우선호
d000381,여,50대,자녀 동반 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,숙박중간선호,중립,중립,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행약간선호,사진촬영중요하지않음약간선호
d001443,남,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,중립,숙박중간선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,체험활동약간선호,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요매우선호
d009779,여,20대,2인 가족 여행,2,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동중간선호,잘알려지지않은방문지매우선호,계획에따른여행중간선호,사진촬영중요하지않음중간선호
d006274,남,40대,자녀 동반 여행,3,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,missing,중립,숙박중간선호,중립,불편하지만저렴한숙소약간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요중간선호
d006021,남,20대,3인 이상 여행(가족 외),2,여행 동반자와의 친밀감 및 유대감 증진,"운동, 건강 증진 및 충전",새로운 경험 추구,자연중간선호,숙박중간선호,새로운지역중간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음약간선호
d007799,여,30대,3대 동반 여행(친척 포함),8,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",자연약간선호,숙박약간선호,중립,편하지만비싼숙소약간선호,중립,알려진방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d003141,남,40대,자녀 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,계획에따른여행매우선호,사진촬영중요하지않음매우선호
d001794,남,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,중립,당일매우선호,익순한지역약간선호,중립,휴양또는휴식중간선호,잘알려지지않은방문지약간선호,상황에따른여행매우선호,사진촬영중요하지않음중간선호
d003043,남,30대,나홀로 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",missing,missing,자연중간선호,숙박매우선호,중립,중립,휴양또는휴식약간선호,중립,상황에따른여행중간선호,중립
d010617,여,20대,2인 여행(가족 외),1,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,SNS 사진 등록 등 과시,여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식매우선호,잘알려지지않은방문지약간선호,계획에따른여행매우선호,사진촬영중요매우선호
d000025,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",도시중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소약간선호,체험활동약간선호,알려진방문지중간선호,계획에따른여행약간선호,사진촬영중요중간선호
d002288,여,30대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"운동, 건강 증진 및 충전","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박중간선호,새로운지역약간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,중립,계획에따른여행약간선호,중립
d001048,남,30대,나홀로 여행,1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,중립,새로운지역중간선호,불편하지만저렴한숙소매우선호,휴양또는휴식중간선호,잘알려지지않은방문지매우선호,상황에따른여행약간선호,사진촬영중요하지않음매우선호
d004754,여,40대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연약간선호,숙박약간선호,새로운지역약간선호,편하지만비싼숙소약간선호,중립,중립,계획에따른여행중간선호,사진촬영중요중간선호
a000652,여,30대,2인 가족 여행,5,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박중간선호,새로운지역중간선호,불편하지만저렴한숙소약간선호,체험활동중간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요하지않음중간선호
d000494,남,60대,부모 동반 여행,4,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역약간선호,편하지만비싼숙소매우선호,휴양또는휴식중간선호,중립,상황에따른여행중간선호,사진촬영중요하지않음약간선호
