TRAVEL_ID,spot_id,DGSTFN
d_d000916,spot_1001,4.0
d_d000297,spot_16,2.0
d_d002187,spot_21,4.0
d_d007636,spot_752,5.0
d_d004375,spot_131,4.0
d_d007014,spot_1476,5.0
d_d000962,spot_82,4.0
d_d005398,spot_1179,4.0
d_d000893,spot_905,4.0
d_d006278,spot_3,5.0
d_d004453,spot_589,5.0
d_d005964,spot_110,4.0
d_d002481,spot_209,5.0
d_d004328,spot_2618,3.0
d_d002845,spot_166,4.0
d_d004817,spot_19,4.0
d_d002575,spot_75,4.0
d_d002873,spot_1514,5.0
d_d002361,spot_126,4.0
d_d000366,spot_16,5.0
d_d004695,spot_69,5.0
d_d001987,spot_494,5.0
d_d009042,spot_389,5.0
d_d004186,spot_1270,5.0
d_d002801,spot_81,5.0
d_d005340,spot_1580,5.0
d_d000607,spot_68,3.0
d_d001944,spot_119,4.0
d_d001618,spot_115,5.0
d_d002308,spot_717,4.0
d_d011757,spot_1396,4.0
d_d004917,spot_2623,5.0
d_d003233,spot_366,5.0
d_d004186,spot_531,4.0
d_d005426,spot_149,4.0
d_d002399,spot_40,5.0
d_d009840,spot_130,4.0
d_d001605,spot_2378,5.0
d_d006732,spot_501,4.0
d_d002328,spot_54,2.0
d_d000091,spot_39,5.0
d_d012422,spot_1934,5.0
d_d005299,spot_322,5.0
d_d000402,spot_119,3.0
d_d002400,spot_2625,5.0
d_d002845,spot_9,4.0
d_d002787,spot_629,5.0
d_d000554,spot_2626,5.0
d_d010973,spot_166,5.0
d_d002446,spot_188,5.0
d_d000631,spot_39,5.0
d_d006751,spot_233,2.0
d_d010281,spot_379,5.0
d_d006186,spot_841,3.0
d_d009574,spot_2629,3.0
d_d003204,spot_2631,4.0
d_d009245,spot_40,4.0
d_d000669,spot_503,5.0
d_d000538,spot_139,5.0
d_d007806,spot_8,4.0
d_d008980,spot_2632,4.0
d_d006715,spot_1415,4.0
d_d002574,spot_81,5.0
d_d004156,spot_315,4.0
d_d006262,spot_380,5.0
d_d004163,spot_291,3.0
d_d002839,spot_79,5.0
d_d005501,spot_1544,1.0
d_d004100,spot_656,5.0
d_d004817,spot_1432,5.0
d_d004426,spot_1373,1.0
d_d000796,spot_19,4.0
d_d010344,spot_278,5.0
d_d003134,spot_1009,5.0
d_d007947,spot_329,3.0
d_d011298,spot_720,4.0
d_d000572,spot_39,5.0
d_d006209,spot_46,5.0
d_d009933,spot_2635,5.0
d_d010557,spot_2636,4.0
d_d004316,spot_203,3.0
d_d002643,spot_147,5.0
d_d001367,spot_57,5.0
d_d001357,spot_119,5.0
d_d003387,spot_209,5.0
d_d001178,spot_2637,5.0
d_d009281,spot_94,5.0
d_d002541,spot_2638,5.0
d_d000049,spot_213,5.0
d_d002780,spot_34,5.0
d_d011721,spot_379,5.0
d_d004315,spot_119,5.0
d_d003179,spot_303,5.0
d_d001396,spot_162,5.0
d_d004081,spot_119,4.0
d_d002187,spot_1270,5.0
d_d006013,spot_2641,5.0
d_d006060,spot_2509,5.0
d_d009988,spot_21,4.0
d_d006312,spot_288,5.0
d_d009025,spot_202,5.0
d_d007109,spot_1767,5.0
d_d004807,spot_19,4.0
d_d004801,spot_132,5.0
d_d002545,spot_942,5.0
a_a004595,spot_166,4.0
d_d007084,spot_147,4.0
d_d002119,spot_2644,5.0
d_d004849,spot_16,5.0
d_d002482,spot_89,5.0
d_d000224,spot_42,4.0
d_d001367,spot_245,5.0
d_d010195,spot_385,3.0
d_d001628,spot_2061,5.0
d_d009647,spot_147,4.0
d_d001347,spot_219,5.0
d_d010667,spot_89,5.0
d_d000751,spot_19,4.0
d_d002465,spot_1767,4.0
d_d005144,spot_142,5.0
d_d007377,spot_496,5.0
d_d002773,spot_774,2.0
d_d001432,spot_1236,3.0
d_d002878,spot_10,5.0
d_d002450,spot_147,3.0
d_d006219,spot_119,4.0
d_d001799,spot_34,4.0
d_d009918,spot_2054,5.0
d_d003856,spot_322,5.0
d_d002563,spot_2646,4.0
d_d002590,spot_286,3.0
d_d001843,spot_132,3.0
d_d003084,spot_452,5.0
d_d002408,spot_1031,4.0
d_d002327,spot_430,4.0
d_d003977,spot_114,5.0
d_d002588,spot_115,5.0
d_d010442,spot_494,5.0
d_d001738,spot_2651,4.0
d_d001084,spot_623,5.0
d_d005976,spot_525,4.0
d_d010253,spot_286,5.0
d_d003815,spot_148,5.0
d_d004850,spot_10,5.0
d_d007634,spot_591,2.0
d_d010825,spot_132,4.0
d_d002651,spot_39,4.0
d_d004410,spot_788,5.0
d_d000652,spot_21,4.0
d_d012427,spot_75,2.0
d_d006951,spot_29,5.0
d_d000685,spot_1516,5.0
d_d000418,spot_307,5.0
d_d004838,spot_119,5.0
d_d005079,spot_365,5.0
d_d001076,spot_1396,4.0
d_d000608,spot_337,5.0
d_d009459,spot_2654,5.0
d_d000315,spot_2655,5.0
d_d002865,spot_763,2.0
d_d001416,spot_4,4.0
d_d007969,spot_329,2.0
d_d010523,spot_698,3.0
d_d003157,spot_2656,5.0
d_d000799,spot_209,4.0
d_d001927,spot_4,5.0
d_d006902,spot_1397,4.0
d_d001821,spot_54,5.0
d_d000794,spot_55,4.0
d_d007128,spot_69,3.0
d_d000103,spot_16,3.0
d_d000265,spot_1657,4.0
d_d001078,spot_82,5.0
d_d000589,spot_19,4.0
d_d002432,spot_572,4.0
d_d004850,spot_985,5.0
d_d002089,spot_533,5.0
d_d004905,spot_251,4.0
d_d000357,spot_159,5.0
d_d000796,spot_209,2.0
d_d004754,spot_1241,4.0
d_d007988,spot_7,5.0
d_d001288,spot_1385,4.0
d_d001435,spot_19,4.0
d_d002613,spot_288,5.0
d_d000045,spot_111,4.0
d_d001533,spot_2660,5.0
d_d001345,spot_81,4.0
d_d002067,spot_209,4.0
d_d000104,spot_75,4.0
d_d002624,spot_39,5.0
d_d000747,spot_2661,5.0
d_d010315,spot_213,5.0
d_d002195,spot_590,5.0
d_d002359,spot_2663,5.0
d_d001423,spot_720,4.0
d_d002218,spot_119,4.0
d_d003029,spot_328,4.0
d_d003356,spot_31,5.0
d_d004021,spot_461,3.0
d_d001952,spot_197,5.0
d_d000345,spot_19,3.0
d_d002983,spot_62,5.0
d_d007806,spot_19,3.0
d_d002192,spot_750,5.0
d_d006173,spot_807,5.0
d_d009723,spot_39,5.0
d_d002196,spot_19,4.0
d_d011394,spot_57,5.0
d_d004698,spot_158,5.0
d_d001332,spot_1983,5.0
d_d001171,spot_52,5.0
d_d010107,spot_31,5.0
d_d005403,spot_300,4.0
d_d007871,spot_918,4.0
d_d001432,spot_360,4.0
d_d002709,spot_1893,4.0
d_d005188,spot_119,5.0
d_d001757,spot_1194,5.0
d_d002572,spot_505,5.0
d_d001758,spot_2,3.0
d_d001527,spot_572,4.0
d_d004049,spot_1481,4.0
d_d004601,spot_250,3.0
d_d004411,spot_148,3.0
d_d007570,spot_480,5.0
d_d010183,spot_390,4.0
d_d009717,spot_43,4.0
d_d007518,spot_161,4.0
d_d003939,spot_19,5.0
d_d002701,spot_2667,5.0
d_d004673,spot_867,5.0
d_d000684,spot_144,4.0
d_d000404,spot_21,4.0
d_d006390,spot_19,4.0
d_d001839,spot_94,4.0
d_d002993,spot_753,4.0
d_d000367,spot_224,4.0
d_d001879,spot_119,5.0
d_d006711,spot_857,5.0
d_d009696,spot_120,5.0
d_d002575,spot_763,4.0
d_d001984,spot_19,4.0
d_d005446,spot_45,5.0
d_d002398,spot_404,3.0
d_d002089,spot_119,5.0
d_d009086,spot_2668,3.0
d_d000177,spot_1399,4.0
d_d000852,spot_155,5.0
d_d004285,spot_16,5.0
d_d002443,spot_1474,2.0
d_d001878,spot_144,4.0
d_d003964,spot_2671,4.0
d_d003157,spot_2672,5.0
d_d005892,spot_20,5.0
d_d004065,spot_40,4.0
d_d002718,spot_2673,4.0
d_d002891,spot_718,5.0
d_d012301,spot_1165,4.0
d_d005587,spot_75,5.0
d_d001347,spot_326,5.0
d_d000729,spot_39,5.0
d_d002252,spot_39,4.0
d_d001281,spot_606,5.0
d_d010065,spot_2676,3.0
d_d007988,spot_132,5.0
d_d009956,spot_918,4.0
d_d002035,spot_159,4.0
d_d000054,spot_685,4.0
d_d000291,spot_149,5.0
d_d002558,spot_130,4.0
d_d000821,spot_360,5.0
d_d009000,spot_562,5.0
d_d000049,spot_296,5.0
d_d000012,spot_345,5.0
d_d002094,spot_89,5.0
d_d009241,spot_2422,4.0
d_d000158,spot_357,3.0
d_d009267,spot_1265,5.0
d_d007486,spot_82,5.0
d_d003628,spot_119,5.0
d_d004093,spot_168,1.0
d_d010167,spot_111,5.0
d_d002120,spot_418,5.0
d_d002718,spot_166,4.0
d_d000922,spot_147,5.0
d_d000161,spot_1359,4.0
d_d005194,spot_857,4.0
d_d001215,spot_168,4.0
d_d009194,spot_82,4.0
d_d005437,spot_337,3.0
d_d000693,spot_2678,5.0
d_d002694,spot_2679,5.0
d_d001901,spot_278,5.0
d_d007630,spot_82,5.0
d_d001208,spot_1341,4.0
d_d009484,spot_441,4.0
d_d001903,spot_243,1.0
d_d004104,spot_2681,5.0
d_d006232,spot_279,4.0
d_d007453,spot_2682,3.0
d_d005947,spot_684,5.0
d_d010107,spot_366,5.0
d_d009002,spot_31,4.0
d_d001804,spot_149,4.0
d_d004953,spot_120,5.0
d_d001554,spot_39,5.0
d_d000794,spot_756,5.0
d_d004042,spot_956,4.0
d_d001031,spot_128,4.0
d_d002070,spot_750,4.0
d_d001883,spot_156,4.0
d_d005892,spot_265,4.0
d_d006306,spot_2683,5.0
d_d004389,spot_176,5.0
d_d001464,spot_16,5.0
d_d002256,spot_2684,4.0
d_d008992,spot_8,5.0
d_d002493,spot_2685,5.0
d_d005079,spot_2686,1.0
d_d001208,spot_62,3.0
d_d000478,spot_330,3.0
d_d007467,spot_2688,4.0
d_d004730,spot_763,5.0
d_d007057,spot_2690,5.0
d_d000868,spot_2691,4.0
d_d012306,spot_2565,3.0
d_d005225,spot_383,3.0
d_d000946,spot_2692,5.0
d_d001115,spot_197,4.0
d_d008042,spot_1218,5.0
d_d009475,spot_8,5.0
d_d000391,spot_211,5.0
d_d006902,spot_1210,3.0
d_d001804,spot_55,5.0
d_d002881,spot_348,5.0
d_d000615,spot_82,5.0
d_d004483,spot_577,4.0
d_d000766,spot_2695,3.0
d_d010849,spot_158,5.0
d_d000040,spot_279,5.0
d_d000248,spot_911,5.0
d_d009830,spot_39,5.0
d_d001811,spot_905,4.0
d_d002325,spot_149,4.0
d_d005892,spot_865,5.0
d_d005410,spot_2697,5.0
d_d000475,spot_2698,5.0
d_d006300,spot_81,5.0
d_d004646,spot_115,5.0
d_d000668,spot_81,4.0
d_d000821,spot_1537,5.0
d_d009799,spot_2701,4.0
d_d009451,spot_2702,3.0
d_d002406,spot_641,5.0
d_d000799,spot_75,4.0
d_d001934,spot_688,5.0
d_d004978,spot_19,4.0
d_d005200,spot_34,5.0
d_d009886,spot_156,5.0
d_d000159,spot_97,5.0
d_d000902,spot_1059,5.0
d_d003333,spot_16,5.0
d_d007602,spot_24,4.0
d_d004754,spot_644,4.0
d_d002671,spot_120,4.0
d_d002349,spot_91,4.0
d_d011359,spot_750,5.0
d_d002264,spot_120,5.0
d_d007169,spot_19,5.0
d_d009048,spot_21,4.0
d_d009206,spot_391,5.0
d_d002969,spot_2707,4.0
d_d002005,spot_94,5.0
d_d000743,spot_658,5.0
d_d005113,spot_296,5.0
d_d001353,spot_200,5.0
d_d004833,spot_585,5.0
d_d010527,spot_899,4.0
d_d006659,spot_82,5.0
d_d002079,spot_480,5.0
d_d004247,spot_45,3.0
d_d004829,spot_2709,4.0
d_d001378,spot_2710,4.0
d_d004432,spot_637,4.0
d_d004479,spot_232,2.0
d_d010253,spot_89,5.0
d_d008211,spot_158,5.0
d_d009194,spot_296,5.0
d_d002239,spot_19,3.0
d_d007913,spot_623,5.0
d_d001666,spot_61,4.0
d_d004075,spot_777,5.0
d_d002558,spot_57,4.0
d_d003719,spot_206,5.0
d_d000331,spot_149,4.0
d_d002185,spot_607,5.0
d_d004823,spot_955,2.0
d_d001748,spot_1699,5.0
d_d006164,spot_315,4.0
d_d000014,spot_166,3.0
d_d003313,spot_82,5.0
d_d003617,spot_2713,3.0
d_d009521,spot_132,5.0
d_d009199,spot_326,4.0
d_d009413,spot_30,5.0
d_d001580,spot_278,5.0
d_d006136,spot_411,4.0
d_d005340,spot_119,5.0
d_d001406,spot_905,5.0
d_d005091,spot_115,5.0
d_d004583,spot_147,5.0
d_d009389,spot_202,4.0
d_d003907,spot_69,5.0
d_d001409,spot_69,5.0
d_d003245,spot_232,5.0
d_d009779,spot_85,4.0
d_d000159,spot_1543,5.0
d_d010253,spot_54,5.0
d_d001513,spot_366,5.0
d_d006137,spot_265,4.0
d_d010462,spot_233,5.0
d_d010155,spot_329,4.0
d_d000431,spot_166,5.0
d_d002234,spot_62,5.0
d_d009825,spot_752,5.0
d_d000126,spot_2012,4.0
d_d009158,spot_213,4.0
d_d006166,spot_2012,5.0
d_d006979,spot_119,3.0
d_d006737,spot_300,5.0
d_d009414,spot_317,3.0
d_d000396,spot_166,3.0
d_d007698,spot_382,3.0
d_d009294,spot_541,5.0
d_d005087,spot_240,4.0
d_d002845,spot_273,4.0
d_d007052,spot_2717,5.0
d_d000219,spot_2718,5.0
d_d007722,spot_462,5.0
d_d003990,spot_415,5.0
d_d009016,spot_120,4.0
d_d004432,spot_1788,4.0
d_d001436,spot_115,5.0
d_d000040,spot_2098,5.0
d_d001361,spot_2720,5.0
d_d011698,spot_90,5.0
d_d010134,spot_3,5.0
d_d007188,spot_132,5.0
d_d006652,spot_1163,4.0
d_d004070,spot_54,5.0
d_d002134,spot_272,3.0
d_d009073,spot_39,5.0
d_d001033,spot_756,5.0
d_d001949,spot_400,4.0
d_d000824,spot_132,3.0
d_d002994,spot_243,5.0
d_d001597,spot_273,4.0
d_d002052,spot_188,4.0
d_d001764,spot_1611,4.0
d_d003050,spot_2722,2.0
d_d002598,spot_161,4.0
d_d000628,spot_1959,5.0
d_d003045,spot_31,3.0
d_d000293,spot_119,4.0
d_d012283,spot_1603,5.0
d_d009421,spot_300,5.0
d_d000668,spot_39,4.0
d_d000248,spot_656,4.0
d_d001399,spot_1180,5.0
d_d009103,spot_329,5.0
d_d005514,spot_1287,4.0
d_d003024,spot_2723,5.0
d_d000349,spot_712,3.0
d_d000116,spot_108,3.0
d_d002329,spot_1786,4.0
d_d008975,spot_188,5.0
d_d000806,spot_585,4.0
d_d004302,spot_16,5.0
d_d007623,spot_90,5.0
d_d001404,spot_57,5.0
d_d000666,spot_452,4.0
d_d001875,spot_699,4.0
d_d002198,spot_9,4.0
d_d001033,spot_1080,4.0
d_d010065,spot_2098,4.0
d_d003763,spot_380,5.0
d_d009631,spot_610,5.0
d_d000928,spot_119,5.0
d_d007764,spot_1537,4.0
d_d000712,spot_1651,4.0
d_d001844,spot_62,5.0
d_d000274,spot_10,5.0
d_d000781,spot_46,4.0
d_d007397,spot_609,5.0
d_d004850,spot_16,5.0
d_d001014,spot_295,4.0
d_d006732,spot_168,4.0
d_d009374,spot_69,5.0
d_d000871,spot_1020,4.0
d_d001340,spot_82,4.0
d_d001653,spot_2725,3.0
d_d005085,spot_2726,4.0
d_d004496,spot_155,5.0
d_d000255,spot_2728,5.0
d_d003784,spot_119,5.0
d_d000288,spot_8,5.0
d_d001544,spot_383,4.0
d_d010172,spot_211,4.0
d_d000251,spot_480,5.0
d_d000774,spot_41,4.0
d_d005892,spot_130,4.0
d_d006713,spot_286,5.0
d_d000799,spot_2729,3.0
d_d000672,spot_1597,4.0
d_d005569,spot_1732,4.0
d_d004404,spot_97,4.0
d_d012252,spot_119,3.0
d_d005584,spot_261,5.0
d_d009748,spot_763,4.0
d_d002185,spot_281,4.0
d_d007987,spot_39,5.0
d_d000516,spot_2732,5.0
d_d002766,spot_329,4.0
d_d002397,spot_115,4.0
d_d006688,spot_155,5.0
d_d004098,spot_9,4.0
d_d000946,spot_12,5.0
d_d009833,spot_286,3.0
d_d009564,spot_329,5.0
d_d011471,spot_1584,5.0
d_d001984,spot_24,5.0
d_d010612,spot_628,5.0
d_d001610,spot_79,4.0
d_d000253,spot_2013,5.0
d_d009650,spot_209,4.0
d_d012363,spot_90,3.0
d_d002771,spot_119,5.0
d_d011471,spot_3,5.0
d_d011086,spot_2229,5.0
d_d000810,spot_2734,3.0
d_d009149,spot_2735,4.0
d_d004842,spot_366,5.0
d_d002716,spot_106,5.0
d_d001234,spot_2488,5.0
d_d009728,spot_2736,5.0
d_d002356,spot_1578,4.0
d_d000175,spot_119,4.0
d_d002485,spot_9,5.0
d_d000572,spot_2737,4.0
d_d002094,spot_209,5.0
d_d001601,spot_19,4.0
d_d001629,spot_328,4.0
d_d001838,spot_232,3.0
d_d001084,spot_232,5.0
d_d001038,spot_330,4.0
d_d000827,spot_155,5.0
d_d000689,spot_38,2.0
d_d000296,spot_144,5.0
d_d003510,spot_39,5.0
d_d001541,spot_475,3.0
d_d010870,spot_219,5.0
d_d005903,spot_445,4.0
d_d006182,spot_966,5.0
d_d008030,spot_763,4.0
d_d002221,spot_713,5.0
d_d000251,spot_209,5.0
d_d001470,spot_209,5.0
d_d010676,spot_389,5.0
d_d000624,spot_2741,4.0
d_d000595,spot_39,5.0
d_d002067,spot_1041,2.0
d_d005326,spot_1373,5.0
d_d001879,spot_211,4.0
d_d004049,spot_2743,5.0
d_d001666,spot_1057,4.0
d_d003676,spot_337,4.0
d_d001785,spot_19,4.0
d_d001580,spot_213,5.0
d_d002091,spot_115,5.0
d_d007809,spot_390,5.0
d_d004367,spot_867,5.0
d_d007774,spot_115,5.0
d_d003951,spot_1737,5.0
d_d002522,spot_400,5.0
d_d004738,spot_572,3.0
d_d002631,spot_2468,4.0
d_d001340,spot_166,4.0
d_d002590,spot_120,3.0
d_d002298,spot_9,5.0
d_d001363,spot_115,5.0
d_d001198,spot_905,5.0
d_d007058,spot_393,4.0
d_d001673,spot_16,4.0
d_d003131,spot_656,5.0
d_d005955,spot_379,3.0
d_d001884,spot_149,3.0
d_d003125,spot_555,5.0
d_d002157,spot_218,4.0
d_d001615,spot_168,5.0
d_d000033,spot_2748,4.0
d_d001637,spot_119,5.0
d_d001367,spot_81,5.0
d_d009933,spot_57,5.0
d_d009439,spot_326,3.0
d_d000469,spot_39,5.0
d_d001387,spot_272,4.0
d_d006709,spot_326,4.0
d_d001967,spot_503,5.0
d_d000538,spot_75,4.0
d_d003472,spot_304,5.0
d_d004343,spot_213,4.0
d_d009245,spot_1014,4.0
d_d000784,spot_128,4.0
d_d001514,spot_1147,5.0
d_d010161,spot_2750,4.0
d_d007548,spot_918,3.0
d_d002308,spot_24,4.0
d_d001292,spot_139,4.0
d_d007630,spot_209,5.0
d_d007088,spot_261,5.0
d_d010557,spot_432,5.0
d_d001291,spot_954,5.0
d_d009310,spot_10,4.0
d_d002799,spot_156,5.0
d_d005795,spot_141,5.0
d_d006855,spot_345,5.0
d_d006063,spot_211,5.0
d_d000323,spot_430,5.0
d_d006932,spot_771,4.0
d_d005563,spot_2751,4.0
d_d004166,spot_2752,5.0
d_d000112,spot_385,5.0
d_d001730,spot_303,5.0
d_d007369,spot_753,4.0
d_d012296,spot_337,5.0
d_d001143,spot_2753,5.0
d_d004725,spot_119,4.0
d_d007674,spot_1210,5.0
d_d006013,spot_2755,5.0
d_d005969,spot_209,4.0
d_d000249,spot_120,5.0
d_d001665,spot_24,4.0
d_d002530,spot_763,4.0
d_d000595,spot_750,5.0
d_d001192,spot_245,5.0
d_d001499,spot_2759,4.0
d_d009621,spot_397,5.0
d_d000309,spot_149,5.0
d_d001354,spot_16,5.0
d_d009590,spot_119,4.0
d_d009106,spot_1736,4.0
d_d000652,spot_115,4.0
d_d009342,spot_39,4.0
d_d002035,spot_826,5.0
a_a012195,spot_119,4.0
d_d011538,spot_710,5.0
d_d001473,spot_348,3.0
d_d001844,spot_149,5.0
d_d011177,spot_1761,4.0
d_d004906,spot_534,4.0
d_d004646,spot_148,5.0
d_d009319,spot_2463,5.0
d_d001443,spot_57,4.0
d_d000006,spot_899,4.0
d_d002004,spot_16,5.0
d_d001434,spot_350,4.0
d_d009294,spot_119,4.0
d_d007463,spot_31,5.0
d_d004407,spot_315,4.0
d_d010207,spot_120,4.0
d_d003604,spot_291,5.0
d_d001704,spot_250,3.0
d_d004324,spot_418,4.0
d_d004582,spot_62,5.0
d_d005094,spot_717,4.0
d_d007987,spot_155,5.0
d_d011721,spot_128,5.0
d_d002763,spot_149,5.0
d_d009000,spot_141,5.0
d_d010383,spot_62,4.0
d_d009574,spot_94,5.0
d_d009096,spot_589,4.0
d_d007735,spot_2762,5.0
d_d004854,spot_94,5.0
d_d003829,spot_370,4.0
d_d003281,spot_46,4.0
d_d001060,spot_200,5.0
d_d012322,spot_8,5.0
d_d002413,spot_2240,4.0
d_d001558,spot_39,5.0
d_d001319,spot_2254,4.0
d_d000299,spot_278,5.0
d_d002241,spot_531,4.0
d_d002220,spot_156,4.0
d_d001846,spot_2764,4.0
d_d004872,spot_350,5.0
d_d002147,spot_202,5.0
d_d003657,spot_512,5.0
d_d011350,spot_119,5.0
d_d006173,spot_455,5.0
d_d010272,spot_774,5.0
d_d000867,spot_978,5.0
d_d004219,spot_205,5.0
d_d004579,spot_2315,4.0
d_d000240,spot_149,4.0
d_d007143,spot_1204,4.0
d_d007389,spot_2767,4.0
d_d001336,spot_360,5.0
d_d002105,spot_224,5.0
d_d000955,spot_800,5.0
d_d000091,spot_255,5.0
d_d002305,spot_139,4.0
d_d001471,spot_211,4.0
d_d008115,spot_2770,5.0
d_d001078,spot_16,5.0
d_d002613,spot_1806,5.0
d_d000424,spot_8,3.0
d_d012334,spot_2772,3.0
d_d001361,spot_2720,5.0
d_d009921,spot_119,4.0
d_d001409,spot_1756,5.0
d_d010230,spot_278,5.0
d_d002483,spot_315,5.0
d_d005165,spot_82,5.0
d_d002246,spot_219,5.0
d_d000033,spot_2775,5.0
d_d000663,spot_618,5.0
d_d007007,spot_2776,4.0
d_d002928,spot_382,4.0
d_d007583,spot_2777,4.0
d_d005520,spot_61,5.0
d_d002773,spot_139,5.0
d_d002994,spot_10,5.0
d_d002348,spot_213,5.0
d_d005291,spot_609,4.0
d_d004483,spot_197,5.0
d_d000248,spot_155,4.0
d_d006716,spot_1732,3.0
d_d002475,spot_1031,4.0
d_d001323,spot_2779,4.0
c_c005613,spot_19,3.0
d_d002026,spot_700,4.0
d_d009588,spot_255,5.0
d_d003196,spot_494,4.0
d_d009609,spot_119,5.0
d_d000455,spot_1341,5.0
d_d000924,spot_31,4.0
d_d002758,spot_350,4.0
d_d000591,spot_89,4.0
d_d006980,spot_494,5.0
d_d010107,spot_337,5.0
d_d003543,spot_894,4.0
d_d000190,spot_141,4.0
d_d000818,spot_128,5.0
d_d002416,spot_39,5.0
d_d000324,spot_2785,5.0
d_d000583,spot_224,3.0
d_d001083,spot_62,5.0
d_d002575,spot_541,4.0
d_d000479,spot_366,4.0
d_d002729,spot_753,5.0
d_d002327,spot_24,4.0
d_d000916,spot_8,4.0
d_d005348,spot_776,2.0
d_d001839,spot_82,4.0
d_d001605,spot_200,5.0
d_d007124,spot_19,5.0
d_d003580,spot_115,5.0
d_d006832,spot_42,5.0
d_d001805,spot_373,5.0
d_d001540,spot_322,5.0
d_d009756,spot_3,5.0
d_d005403,spot_512,4.0
d_d011819,spot_2790,3.0
d_d003356,spot_57,5.0
d_d001999,spot_16,5.0
d_d002064,spot_141,3.0
d_d005999,spot_2791,5.0
d_d004961,spot_211,5.0
d_d002541,spot_2792,4.0
d_d003686,spot_2793,5.0
d_d002819,spot_119,2.0
d_d004046,spot_296,5.0
d_d001724,spot_166,4.0
d_d000213,spot_383,4.0
d_d003691,spot_562,5.0
d_d004052,spot_2795,4.0
d_d007742,spot_826,4.0
d_d005800,spot_119,3.0
d_d009696,spot_688,4.0
d_d008051,spot_75,4.0
d_d007035,spot_200,5.0
d_d002176,spot_16,4.0
d_d009523,spot_2796,5.0
d_d000347,spot_589,5.0
d_d000619,spot_94,5.0
d_d002591,spot_307,5.0
d_d001013,spot_1035,4.0
d_d010341,spot_155,5.0
d_d001586,spot_918,5.0
d_d000175,spot_329,4.0
d_d003517,spot_2797,4.0
d_d008081,spot_2565,5.0
d_d010056,spot_219,5.0
d_d006290,spot_203,4.0
d_d000825,spot_345,4.0
d_d005782,spot_632,5.0
d_d001247,spot_132,4.0
d_d004654,spot_2799,5.0
d_d001187,spot_337,4.0
d_d004093,spot_206,5.0
d_d001879,spot_245,4.0
d_d003179,spot_689,4.0
d_d010211,spot_541,5.0
d_d007597,spot_697,4.0
d_d000141,spot_119,4.0
d_d001307,spot_120,4.0
d_d000689,spot_1392,4.0
d_d012347,spot_250,5.0
d_d006167,spot_397,5.0
d_d001580,spot_21,4.0
d_d006751,spot_24,3.0
d_d001091,spot_278,4.0
d_d005514,spot_1163,5.0
d_d011698,spot_2802,4.0
d_d001590,spot_2803,4.0
d_d001937,spot_82,5.0
d_d000290,spot_800,4.0
d_d002564,spot_75,4.0
d_d002802,spot_213,5.0
d_d009416,spot_54,5.0
d_d002361,spot_7,4.0
d_d001785,spot_2805,4.0
d_d001542,spot_289,3.0
d_d007184,spot_305,4.0
d_d003645,spot_2807,4.0
d_d001207,spot_132,5.0
d_d009788,spot_209,5.0
d_d003531,spot_982,4.0
d_d000561,spot_2808,4.0
d_d004093,spot_2809,3.0
d_d004888,spot_81,5.0
d_d003099,spot_69,5.0
d_d002701,spot_379,5.0
d_d010207,spot_40,4.0
d_d010199,spot_110,5.0
d_d001844,spot_119,4.0
d_d001613,spot_300,5.0
d_d007637,spot_119,5.0
b_b005360,spot_2812,3.0
d_d004509,spot_666,4.0
d_d001896,spot_462,3.0
d_d002718,spot_82,5.0
d_d001589,spot_858,3.0
d_d006862,spot_1351,5.0
d_d010634,spot_82,4.0
b_b005360,spot_2814,4.0
d_d000648,spot_94,5.0
d_d008039,spot_46,5.0
d_d001183,spot_82,5.0
d_d002237,spot_68,5.0
d_d000157,spot_740,3.0
d_d000208,spot_2303,5.0
d_d010344,spot_75,3.0
d_d004407,spot_637,5.0
d_d006657,spot_158,5.0
d_d010012,spot_2816,5.0
d_d000326,spot_16,5.0
d_d004464,spot_3,5.0
d_d009124,spot_81,4.0
d_d002379,spot_1736,2.0
d_d007389,spot_34,4.0
d_d004124,spot_9,5.0
d_d001260,spot_2818,5.0
d_d001776,spot_820,4.0
d_d001122,spot_1224,5.0
d_d004426,spot_1789,5.0
d_d009147,spot_24,4.0
d_d008982,spot_16,5.0
d_d001804,spot_8,5.0
d_d004156,spot_119,4.0
d_d003125,spot_629,5.0
d_d002643,spot_54,5.0
d_d001916,spot_44,5.0
d_d005761,spot_166,5.0
d_d012341,spot_688,4.0
d_d001259,spot_10,5.0
d_d007623,spot_1608,5.0
d_d001607,spot_1341,3.0
d_d002716,spot_995,5.0
d_d004511,spot_498,3.0
d_d000281,spot_75,4.0
d_d000263,spot_209,4.0
d_d000039,spot_1607,5.0
d_d010551,spot_718,4.0
d_d002369,spot_211,5.0
d_d001272,spot_10,4.0
d_d011086,spot_295,4.0
d_d001788,spot_2820,3.0
d_d003932,spot_816,5.0
d_d000891,spot_2821,5.0
d_d004104,spot_2823,5.0
d_d006688,spot_968,5.0
d_d005801,spot_1210,5.0
d_d001649,spot_19,3.0
d_d005584,spot_298,3.0
d_d000175,spot_329,5.0
d_d010226,spot_19,5.0
d_d000040,spot_418,5.0
d_d001436,spot_119,4.0
d_d002895,spot_2825,5.0
d_d012361,spot_162,4.0
d_d009147,spot_200,5.0
d_d006740,spot_81,5.0
d_d000249,spot_952,5.0
d_d004865,spot_19,4.0
d_d000243,spot_2828,5.0
