TRAVEL_ID,spot_id,DGSTFN
d_d001642,spot_296,5.0
d_d005548,spot_956,3.0
d_d003455,spot_1047,3.0
d_d002994,spot_445,4.0
d_d006170,spot_19,4.0
d_d001350,spot_1119,4.0
d_d000672,spot_16,4.0
d_d004015,spot_776,4.0
d_d005816,spot_446,5.0
d_d000302,spot_337,4.0
d_d005281,spot_637,3.0
d_d003722,spot_1677,4.0
d_d000663,spot_54,3.0
d_d002564,spot_629,5.0
d_d008180,spot_277,5.0
d_d002934,spot_303,3.0
d_d010870,spot_1678,5.0
d_d009086,spot_1679,4.0
d_d010245,spot_128,3.0
d_d009029,spot_1681,5.0
d_d001705,spot_20,3.0
d_d001275,spot_480,5.0
d_d001124,spot_418,4.0
d_d006060,spot_1683,5.0
d_d009099,spot_9,5.0
d_d003948,spot_278,5.0
d_d009751,spot_24,5.0
d_d009002,spot_1204,5.0
d_d002598,spot_380,5.0
d_d000791,spot_432,5.0
a_a002374,spot_1684,4.0
d_d002308,spot_94,5.0
d_d001444,spot_1685,5.0
d_d000345,spot_89,4.0
d_d009181,spot_162,5.0
c_c000156,spot_1686,3.0
d_d000683,spot_168,5.0
d_d002213,spot_119,4.0
d_d001198,spot_119,4.0
d_d007152,spot_39,5.0
d_d001705,spot_1687,5.0
d_d000407,spot_541,4.0
d_d003313,spot_964,5.0
d_d001682,spot_19,3.0
d_d000097,spot_120,5.0
d_d000812,spot_982,5.0
d_d008964,spot_1688,4.0
d_d001916,spot_168,4.0
d_d002105,spot_826,5.0
d_d002514,spot_16,5.0
d_d002872,spot_40,5.0
d_d004738,spot_209,5.0
c_c003326,spot_1689,4.0
d_d001281,spot_800,5.0
d_d012393,spot_126,4.0
d_d003501,spot_1691,4.0
d_d004311,spot_115,3.0
d_d009103,spot_620,4.0
d_d002432,spot_200,4.0
d_d001982,spot_132,4.0
d_d004972,spot_1692,3.0
d_d001662,spot_39,4.0
d_d008975,spot_39,5.0
d_d009808,spot_1695,5.0
d_d006312,spot_211,5.0
d_d009265,spot_1430,5.0
d_d001514,spot_19,4.0
d_d001666,spot_250,5.0
d_d004738,spot_430,4.0
d_d002305,spot_286,4.0
d_d001753,spot_1698,5.0
d_d000451,spot_166,5.0
d_d000326,spot_115,4.0
d_d004550,spot_232,5.0
d_d000628,spot_1699,5.0
d_d001374,spot_303,5.0
d_d010548,spot_503,5.0
d_d003845,spot_690,5.0
d_d001934,spot_1701,5.0
d_d010671,spot_115,4.0
d_d004321,spot_16,4.0
d_d002308,spot_250,5.0
d_d004248,spot_115,5.0
d_d001147,spot_148,3.0
d_d006245,spot_373,5.0
d_d002055,spot_9,4.0
d_d009379,spot_147,4.0
d_d000652,spot_888,4.0
d_d002643,spot_1703,5.0
d_d004098,spot_378,5.0
d_d006322,spot_12,4.0
d_d009398,spot_1705,3.0
d_d003131,spot_322,5.0
d_d005475,spot_22,4.0
d_d007146,spot_94,5.0
d_d010505,spot_119,5.0
d_d010253,spot_139,5.0
d_d009398,spot_698,4.0
d_d004179,spot_29,4.0
d_d003851,spot_393,3.0
d_d009270,spot_1651,5.0
d_d001315,spot_132,5.0
d_d005563,spot_296,5.0
d_d010490,spot_520,5.0
d_d001934,spot_1706,5.0
d_d001470,spot_4,5.0
d_d005241,spot_200,5.0
d_d002681,spot_243,4.0
d_d001180,spot_688,4.0
d_d002838,spot_31,4.0
d_d004115,spot_330,4.0
d_d007128,spot_366,4.0
d_d003993,spot_209,5.0
d_d003795,spot_166,4.0
d_d000072,spot_383,4.0
d_d001226,spot_480,3.0
d_d001765,spot_1710,4.0
d_d004453,spot_883,3.0
d_d001598,spot_329,3.0
d_d001704,spot_1711,3.0
d_d004834,spot_1396,5.0
d_d003031,spot_40,4.0
d_d002094,spot_40,4.0
d_d001380,spot_1051,5.0
d_d009000,spot_147,4.0
d_d002877,spot_1712,5.0
d_d002782,spot_1210,5.0
c_c000311,spot_1713,5.0
d_d007597,spot_710,4.0
d_d007365,spot_166,5.0
d_d000712,spot_155,5.0
d_d001693,spot_19,4.0
d_d003234,spot_40,5.0
d_d001031,spot_774,4.0
d_d001387,spot_377,3.0
d_d003566,spot_885,4.0
d_d000895,spot_213,5.0
d_d001883,spot_286,3.0
d_d005329,spot_119,5.0
d_d010596,spot_710,5.0
d_d002341,spot_8,3.0
d_d003561,spot_1716,5.0
d_d006984,spot_119,4.0
d_d009451,spot_593,4.0
d_d000663,spot_477,3.0
d_d001729,spot_21,5.0
d_d005819,spot_206,4.0
d_d000498,spot_1717,5.0
d_d012388,spot_296,4.0
d_d002965,spot_1718,4.0
d_d000683,spot_1013,3.0
d_d003090,spot_1719,4.0
d_d001805,spot_111,5.0
d_d006383,spot_1720,5.0
d_d009215,spot_404,4.0
d_d004195,spot_1721,4.0
d_d001126,spot_82,5.0
d_d011264,spot_1722,5.0
d_d002283,spot_85,4.0
d_d000221,spot_807,3.0
d_d001454,spot_40,4.0
d_d002869,spot_1723,5.0
d_d002342,spot_8,4.0
d_d004203,spot_1484,5.0
d_d010344,spot_92,5.0
d_d006933,spot_1725,5.0
d_d001048,spot_114,3.0
d_d010253,spot_325,5.0
d_d000033,spot_148,4.0
d_d010185,spot_278,4.0
d_d002910,spot_360,4.0
d_d005350,spot_29,5.0
d_d003951,spot_40,5.0
d_d003000,spot_329,5.0
d_d002961,spot_620,4.0
d_d001728,spot_10,4.0
d_d011698,spot_155,5.0
d_d001454,spot_931,4.0
d_d000296,spot_39,5.0
d_d002305,spot_69,4.0
d_d008228,spot_66,4.0
d_d002027,spot_1729,3.0
d_d001918,spot_24,5.0
d_d009933,spot_126,5.0
d_d006778,spot_139,5.0
d_d002267,spot_286,5.0
d_d001495,spot_119,5.0
d_d002456,spot_166,4.0
d_d005222,spot_39,4.0
d_d003297,spot_89,4.0
d_d000285,spot_302,5.0
d_d000761,spot_155,3.0
d_d010155,spot_149,3.0
d_d001657,spot_94,4.0
d_d000552,spot_119,4.0
d_d000315,spot_156,5.0
d_d001821,spot_206,3.0
d_d002009,spot_774,4.0
d_d006952,spot_697,5.0
d_d004343,spot_1731,5.0
d_d000870,spot_3,5.0
d_d008255,spot_132,5.0
d_d001740,spot_68,3.0
d_d007930,spot_1732,5.0
d_d001468,spot_16,5.0
d_d002351,spot_1733,5.0
d_d005747,spot_606,5.0
d_d002221,spot_89,5.0
d_d009242,spot_1736,5.0
d_d009403,spot_531,5.0
d_d006713,spot_94,5.0
d_d005999,spot_1737,4.0
d_d004943,spot_233,4.0
d_d003543,spot_120,5.0
d_d001340,spot_16,5.0
d_d004356,spot_265,5.0
d_d003619,spot_52,3.0
d_d003815,spot_119,5.0
d_d000538,spot_57,3.0
d_d004334,spot_1396,4.0
d_d009158,spot_1738,5.0
d_d010667,spot_1739,4.0
d_d008255,spot_39,5.0
d_d003277,spot_286,5.0
d_d005979,spot_1514,5.0
d_d001367,spot_115,5.0
d_d004157,spot_75,3.0
d_d000048,spot_248,5.0
d_d000108,spot_132,4.0
d_d002015,spot_119,4.0
d_d001932,spot_1178,3.0
d_d007759,spot_156,4.0
d_d000092,spot_156,3.0
a_a011544,spot_39,5.0
d_d003875,spot_75,2.0
d_d005001,spot_1085,4.0
d_d003814,spot_224,5.0
d_d000388,spot_21,5.0
d_d008987,spot_10,5.0
d_d003212,spot_82,5.0
d_d006321,spot_1743,5.0
d_d005974,spot_494,5.0
d_d006908,spot_1744,2.0
d_d002009,spot_1745,4.0
d_d003359,spot_1746,3.0
d_d007630,spot_1747,5.0
d_d002667,spot_132,5.0
d_d005209,spot_148,4.0
d_d006863,spot_166,4.0
d_d000699,spot_166,4.0
d_d001863,spot_206,5.0
d_d000884,spot_569,3.0
d_d010676,spot_1749,4.0
d_d002744,spot_119,4.0
d_d001713,spot_437,4.0
d_d002541,spot_1751,5.0
d_d007081,spot_265,4.0
d_d000079,spot_365,4.0
d_d001091,spot_82,4.0
d_d000769,spot_720,5.0
d_d000036,spot_119,4.0
d_d003518,spot_119,4.0
d_d003088,spot_1754,3.0
d_d002856,spot_525,5.0
d_d000159,spot_572,4.0
d_d002864,spot_793,5.0
d_d002382,spot_69,4.0
d_d003099,spot_16,5.0
d_d001060,spot_1756,5.0
d_d006245,spot_1757,5.0
d_d002933,spot_233,4.0
d_d003951,spot_54,4.0
d_d001332,spot_11,5.0
d_d010217,spot_3,5.0
d_d007184,spot_219,5.0
d_d001473,spot_82,5.0
d_d006711,spot_1584,5.0
d_d004453,spot_54,3.0
d_d000584,spot_1758,4.0
d_d006007,spot_1760,5.0
d_d001629,spot_1761,4.0
d_d005998,spot_717,4.0
d_d000621,spot_1028,5.0
d_d000206,spot_46,4.0
d_d001439,spot_39,5.0
d_d010534,spot_128,4.0
d_d003845,spot_337,5.0
d_d009828,spot_296,4.0
d_d008180,spot_1159,4.0
d_d004874,spot_414,5.0
d_d012388,spot_139,4.0
d_d003157,spot_1763,5.0
d_d001259,spot_19,5.0
d_d004915,spot_579,5.0
d_d010183,spot_119,4.0
d_d000564,spot_39,3.0
d_d005060,spot_46,5.0
d_d007987,spot_24,5.0
d_d002170,spot_200,5.0
d_d000141,spot_148,4.0
d_d000499,spot_357,4.0
d_d000749,spot_128,5.0
d_d001347,spot_119,4.0
d_d005357,spot_93,4.0
d_d000020,spot_101,5.0
d_d006277,spot_120,4.0
d_d000214,spot_245,4.0
d_d002522,spot_22,5.0
d_d000344,spot_3,5.0
d_d009189,spot_156,4.0
d_d000692,spot_155,5.0
d_d001799,spot_744,5.0
d_d000265,spot_453,3.0
d_d006110,spot_92,4.0
d_d000990,spot_91,5.0
d_d006120,spot_1767,3.0
d_d010334,spot_485,3.0
d_d009242,spot_12,3.0
d_d000119,spot_262,4.0
d_d002953,spot_209,4.0
d_d000852,spot_1768,4.0
d_d010127,spot_360,5.0
d_d000326,spot_206,4.0
d_d009157,spot_962,4.0
d_d000794,spot_54,5.0
d_d009933,spot_1770,1.0
d_d000479,spot_774,4.0
d_d009890,spot_203,4.0
a_a011544,spot_9,5.0
d_d002495,spot_250,5.0
d_d009886,spot_867,5.0
d_d012256,spot_155,4.0
d_d001589,spot_42,4.0
d_d002835,spot_750,4.0
d_d002085,spot_126,5.0
d_d007798,spot_89,4.0
d_d000955,spot_422,5.0
d_d004072,spot_1774,3.0
d_d001281,spot_160,4.0
d_d000689,spot_1776,5.0
d_d002264,spot_251,5.0
d_d010230,spot_156,4.0
d_d001542,spot_209,3.0
d_d001994,spot_82,4.0
d_d003510,spot_24,5.0
d_d002507,spot_119,5.0
d_d005204,spot_578,4.0
d_d005892,spot_644,5.0
d_d002080,spot_265,4.0
d_d004953,spot_377,5.0
d_d009017,spot_93,5.0
d_d000423,spot_1531,4.0
d_d009148,spot_1779,5.0
d_d008964,spot_537,5.0
d_d010229,spot_39,4.0
d_d001285,spot_1780,5.0
d_d000288,spot_120,4.0
d_d006836,spot_302,4.0
d_d003815,spot_224,2.0
d_d006984,spot_1415,5.0
d_d001648,spot_82,5.0
d_d001559,spot_19,5.0
d_d007626,spot_9,5.0
d_d000752,spot_24,4.0
d_d000373,spot_350,5.0
d_d006191,spot_119,4.0
d_d001878,spot_42,4.0
d_d011086,spot_688,5.0
d_d003989,spot_918,5.0
d_d002034,spot_950,4.0
d_d000395,spot_1001,5.0
d_d005446,spot_97,5.0
d_d002317,spot_1784,3.0
d_d000025,spot_69,5.0
d_d008161,spot_1785,5.0
d_d000169,spot_39,5.0
d_d002288,spot_286,5.0
d_d002052,spot_188,5.0
d_d004817,spot_166,4.0
d_d000672,spot_1786,5.0
d_d001279,spot_380,5.0
d_d006390,spot_380,5.0
d_d002513,spot_1788,5.0
d_d006305,spot_1789,5.0
d_d000652,spot_326,4.0
d_d003917,spot_119,5.0
d_d003343,spot_115,3.0
d_d010109,spot_10,5.0
d_d000105,spot_39,4.0
d_d000268,spot_7,5.0
d_d004522,spot_42,4.0
d_d001967,spot_75,3.0
d_d001877,spot_337,5.0
d_d000419,spot_206,5.0
d_d005999,spot_1790,5.0
d_d005204,spot_1791,5.0
d_d004618,spot_156,4.0
d_d000120,spot_391,5.0
d_d009439,spot_1792,5.0
d_d000818,spot_1794,5.0
d_d009042,spot_213,5.0
d_d008980,spot_360,5.0
d_d002351,spot_10,5.0
d_d003049,spot_16,4.0
d_d002251,spot_330,5.0
d_d000987,spot_57,4.0
d_d000966,spot_446,5.0
d_d001216,spot_82,5.0
d_d002135,spot_1796,5.0
d_d004656,spot_115,4.0
d_d000122,spot_149,5.0
d_d005076,spot_211,5.0
d_d005955,spot_94,3.0
d_d002033,spot_54,2.0
d_d003050,spot_16,4.0
d_d004834,spot_82,5.0
d_d005254,spot_628,4.0
d_d012235,spot_147,3.0
d_d002611,spot_21,4.0
d_d000898,spot_75,4.0
d_d001410,spot_1797,4.0
d_d006390,spot_94,5.0
d_d003270,spot_213,5.0
d_d001315,spot_366,5.0
d_d003976,spot_865,3.0
d_d001436,spot_1799,4.0
d_d008122,spot_393,3.0
d_d009122,spot_317,4.0
d_d006028,spot_712,4.0
d_d001629,spot_774,3.0
d_d006098,spot_1025,4.0
d_d001683,spot_841,4.0
d_d002009,spot_1800,3.0
d_d004883,spot_39,4.0
d_d006839,spot_89,5.0
d_d007016,spot_1224,3.0
d_d002349,spot_119,5.0
d_d000265,spot_69,4.0
d_d001894,spot_610,5.0
d_d009147,spot_209,5.0
d_d004783,spot_1557,4.0
d_d002798,spot_9,3.0
d_d001352,spot_1802,5.0
d_d002965,spot_391,5.0
d_d005315,spot_245,3.0
d_d002545,spot_16,5.0
d_d001513,spot_54,3.0
d_d012340,spot_1805,5.0
d_d001361,spot_209,5.0
d_d010069,spot_572,5.0
d_d006262,spot_82,5.0
d_d007764,spot_688,5.0
d_d009041,spot_291,2.0
d_d006277,spot_414,3.0
d_d011515,spot_42,3.0
d_d002426,spot_1806,5.0
d_d007602,spot_826,1.0
d_d001785,spot_498,4.0
d_d001839,spot_598,4.0
d_d001242,spot_1474,5.0
d_d002678,spot_31,4.0
d_d010870,spot_1807,4.0
d_d000228,spot_632,5.0
d_d002768,spot_81,5.0
d_d003777,spot_119,3.0
d_d002779,spot_166,4.0
d_d002264,spot_16,5.0
d_d009696,spot_982,4.0
d_d000297,spot_345,5.0
d_d004753,spot_628,4.0
d_d000226,spot_1810,5.0
d_d006341,spot_1811,5.0
d_d001369,spot_16,5.0
d_d003445,spot_148,4.0
d_d000090,spot_302,3.0
d_d006245,spot_265,5.0
d_d000768,spot_75,4.0
d_d004036,spot_1785,4.0
d_d002994,spot_54,5.0
d_d006951,spot_1813,5.0
d_d001835,spot_373,4.0
d_d011359,spot_200,5.0
d_d001821,spot_1814,4.0
d_d005056,spot_1815,5.0
d_d003951,spot_512,4.0
d_d000080,spot_1816,5.0
d_d009631,spot_712,5.0
d_d000747,spot_82,5.0
d_d009728,spot_1817,5.0
d_d000801,spot_89,4.0
d_d010061,spot_24,3.0
d_d007963,spot_1528,5.0
d_d007602,spot_89,5.0
d_d003977,spot_57,5.0
d_d002591,spot_1197,3.0
d_d007770,spot_1495,5.0
d_d010367,spot_277,4.0
d_d000328,spot_1820,5.0
d_d010437,spot_564,4.0
d_d008242,spot_119,4.0
d_d007901,spot_380,5.0
d_d004747,spot_147,4.0
d_d002564,spot_161,4.0
d_d000429,spot_430,4.0
d_d004065,spot_8,4.0
d_d002009,spot_1823,3.0
d_d000480,spot_16,5.0
d_d001319,spot_329,5.0
d_d000466,spot_250,4.0
d_d001402,spot_250,3.0
d_d005328,spot_296,4.0
d_d002447,spot_39,4.0
d_d005299,spot_328,5.0
d_d004157,spot_416,5.0
d_d011356,spot_345,3.0
d_d000663,spot_39,4.0
d_d000431,spot_209,5.0
d_d010578,spot_166,5.0
d_d010230,spot_250,4.0
d_d010911,spot_416,5.0
d_d011757,spot_19,4.0
d_d006672,spot_19,3.0
d_d000218,spot_147,2.0
d_d006067,spot_1464,5.0
d_d000203,spot_11,4.0
d_d006863,spot_1826,4.0
d_d003620,spot_365,5.0
d_d000494,spot_54,4.0
d_d001841,spot_10,5.0
d_d006219,spot_148,4.0
d_d000190,spot_1827,4.0
d_d009418,spot_24,5.0
d_d007548,spot_119,5.0
d_d002642,spot_1059,5.0
d_d005896,spot_31,5.0
d_d000479,spot_62,5.0
d_d009825,spot_16,5.0
d_d003897,spot_8,4.0
d_d001757,spot_89,5.0
d_d003125,spot_303,5.0
d_d007728,spot_1334,4.0
d_d000676,spot_590,2.0
d_d000583,spot_75,3.0
d_d002514,spot_8,5.0
d_d002643,spot_422,5.0
d_d010328,spot_31,5.0
d_d000776,spot_161,5.0
d_d000718,spot_206,5.0
d_d000874,spot_42,5.0
d_d004159,spot_1829,3.0
d_d000724,spot_1830,5.0
d_d001900,spot_82,5.0
d_d005241,spot_461,5.0
d_d010180,spot_82,5.0
d_d001800,spot_81,5.0
d_d000881,spot_296,5.0
d_d004161,spot_155,5.0
d_d001038,spot_750,3.0
d_d002269,spot_205,4.0
d_d004908,spot_800,5.0
d_d006801,spot_1833,5.0
d_d002086,spot_265,5.0
d_d009091,spot_119,5.0
d_d010557,spot_247,4.0
d_d000396,spot_251,5.0
d_d001993,spot_188,4.0
d_d001374,spot_10,4.0
d_d003005,spot_380,5.0
d_d002411,spot_162,5.0
d_d003134,spot_296,4.0
d_d002545,spot_94,5.0
d_d009794,spot_9,5.0
d_d006337,spot_82,5.0
d_d000500,spot_15,4.0
d_d009769,spot_21,4.0
d_d003517,spot_1839,5.0
d_d009394,spot_326,4.0
d_d006740,spot_918,3.0
d_d001160,spot_8,3.0
d_d007870,spot_147,5.0
d_d001794,spot_10,3.0
d_d001557,spot_229,5.0
d_d001353,spot_8,5.0
d_d002835,spot_1843,4.0
d_d012354,spot_82,5.0
d_d002688,spot_377,5.0
d_d009165,spot_1756,4.0
d_d002067,spot_119,4.0
d_d002103,spot_120,4.0
d_d007600,spot_1806,5.0
d_d006021,spot_1844,4.0
d_d010305,spot_68,4.0
d_d010505,spot_1417,5.0
d_d006310,spot_12,2.0
d_d010109,spot_296,5.0
d_d004373,spot_92,3.0
d_d010348,spot_40,4.0
d_d000275,spot_905,2.0
d_d000547,spot_688,5.0
d_d005819,spot_1846,3.0
d_d005315,spot_1847,1.0
d_d003049,spot_1757,4.0
d_d005915,spot_718,4.0
d_d004878,spot_68,4.0
d_d005357,spot_69,5.0
d_d004104,spot_802,5.0
d_d009818,spot_57,5.0
d_d005742,spot_156,5.0
d_d003000,spot_1204,5.0
d_d004254,spot_1851,4.0
d_d009413,spot_1854,3.0
d_d000249,spot_22,2.0
d_d002747,spot_139,5.0
d_d002768,spot_1855,5.0
d_d012263,spot_158,5.0
d_d006110,spot_1856,4.0
d_d000450,spot_12,4.0
d_d007629,spot_119,4.0
d_d002747,spot_82,5.0
d_d010436,spot_531,5.0
d_d003696,spot_885,5.0
d_d011170,spot_817,5.0
d_d003029,spot_82,3.0
d_d004730,spot_111,5.0
d_d002713,spot_305,4.0
d_d009087,spot_1860,3.0
d_d002447,spot_251,5.0
d_d010850,spot_698,5.0
d_d001357,spot_54,4.0
d_d001783,spot_75,4.0
d_d002688,spot_1863,5.0
d_d004830,spot_591,5.0
a_a004595,spot_16,5.0
d_d003762,spot_1865,5.0
d_d001260,spot_119,5.0
d_d003974,spot_871,5.0
d_d003719,spot_1867,5.0
d_d001418,spot_1868,5.0
d_d005896,spot_1869,5.0
d_d003094,spot_22,2.0
d_d009988,spot_166,4.0
d_d005050,spot_286,5.0
d_d009484,spot_1432,5.0
d_d001350,spot_9,5.0
d_d001655,spot_40,5.0
d_d005977,spot_1514,5.0
d_d001259,spot_1119,1.0
d_d011722,spot_149,5.0
d_d004849,spot_40,5.0
d_d000664,spot_1871,5.0
d_d011821,spot_942,5.0
d_d006130,spot_168,5.0
d_d004833,spot_1440,2.0
d_d000487,spot_115,4.0
d_d011515,spot_1872,4.0
d_d009379,spot_119,4.0
d_d004103,spot_380,4.0
d_d005050,spot_1874,4.0
d_d002785,spot_24,4.0
d_d000240,spot_1875,5.0
d_d001541,spot_66,4.0
d_d009294,spot_480,3.0
d_d003169,spot_166,3.0
d_d001439,spot_245,5.0
d_d010373,spot_75,5.0
d_d011721,spot_1877,5.0
d_d007947,spot_329,4.0
d_d002094,spot_159,5.0
d_d009014,spot_62,5.0
d_d010462,spot_119,5.0
d_d006234,spot_393,5.0
d_d000141,spot_1878,4.0
d_d003333,spot_166,4.0
d_d002264,spot_8,5.0
d_d009041,spot_1557,4.0
d_d007377,spot_92,5.0
d_d012235,spot_1881,3.0
d_d004961,spot_39,5.0
d_d006919,spot_1204,3.0
d_d004849,spot_1882,4.0
d_d003463,spot_82,4.0
d_d005310,spot_149,4.0
d_d000682,spot_1883,4.0
d_d002264,spot_132,5.0
d_d000755,spot_119,5.0
d_d006951,spot_1884,5.0
d_d001671,spot_132,4.0
d_d001949,spot_353,3.0
d_d007500,spot_166,3.0
d_d005963,spot_296,5.0
d_d000761,spot_119,3.0
d_d004203,spot_418,5.0
d_d001653,spot_92,5.0
d_d003789,spot_337,4.0
d_d006379,spot_531,4.0
d_d011471,spot_817,5.0
d_d005563,spot_16,4.0
d_d001504,spot_1888,4.0
d_d002115,spot_1891,5.0
d_d006140,spot_430,5.0
d_d009925,spot_277,5.0
d_d002485,spot_233,5.0
d_d009007,spot_1651,4.0
d_d008975,spot_240,4.0
d_d001399,spot_572,5.0
d_d001429,spot_669,3.0
d_d001374,spot_111,4.0
d_d002664,spot_144,4.0
d_d002973,spot_119,5.0
d_d001354,spot_213,4.0
d_d000451,spot_224,4.0
d_d004449,spot_4,1.0
d_d007735,spot_296,5.0
d_d000648,spot_3,3.0
d_d003889,spot_1210,3.0
d_d000846,spot_1892,4.0
d_d003694,spot_1893,5.0
d_d001785,spot_82,4.0
d_d010686,spot_763,5.0
d_d006036,spot_1895,5.0
d_d005761,spot_39,5.0
d_d006732,spot_119,5.0
d_d003840,spot_1047,5.0
d_d003458,spot_1896,5.0
d_d006672,spot_884,4.0
d_d004850,spot_69,4.0
d_d000347,spot_1897,5.0
d_d004444,spot_656,4.0
d_d003030,spot_15,5.0
d_d006919,spot_162,4.0
d_d003234,spot_1898,2.0
d_d012263,spot_895,4.0
d_d006862,spot_206,4.0
d_d001841,spot_209,4.0
d_d010496,spot_75,1.0
d_d005534,spot_1586,4.0
d_d003211,spot_1899,3.0
d_d000955,spot_1652,5.0
d_d002850,spot_119,4.0
d_d002634,spot_895,5.0
d_d010626,spot_1900,4.0
d_d001060,spot_423,5.0
d_d002363,spot_120,4.0
d_d002457,spot_1145,2.0
d_d002507,spot_39,5.0
d_d004633,spot_1902,3.0
d_d001883,spot_423,4.0
d_d003856,spot_642,5.0
d_d003886,spot_115,5.0
d_d003928,spot_40,5.0
d_d007764,spot_19,5.0
d_d000983,spot_272,3.0
d_d002761,spot_158,3.0
d_d005892,spot_7,4.0
d_d002114,spot_698,4.0
d_d003030,spot_390,5.0
d_d006991,spot_42,4.0
d_d001588,spot_380,5.0
d_d001662,spot_240,4.0
d_d009439,spot_89,4.0
d_d004770,spot_886,4.0
d_d000889,spot_718,5.0
d_d000415,spot_1906,3.0
d_d010592,spot_1907,4.0
d_d001403,spot_213,4.0
d_d001936,spot_151,5.0
d_d010161,spot_16,4.0
d_d006855,spot_9,4.0
d_d010231,spot_211,5.0
d_d009068,spot_166,4.0
d_d005915,spot_115,4.0
d_d004138,spot_1909,5.0
d_d004583,spot_16,5.0
d_d010231,spot_1910,5.0
d_d002055,spot_1415,5.0
d_d010667,spot_93,5.0
d_d001856,spot_93,5.0
d_d000607,spot_39,3.0
d_d000396,spot_168,4.0
d_d002264,spot_166,5.0
d_d004058,spot_75,3.0
d_d001849,spot_40,4.0
d_d002252,spot_1236,5.0
d_d002545,spot_218,5.0
d_d004031,spot_632,4.0
d_d005146,spot_1911,4.0
d_d006991,spot_42,4.0
d_d009620,spot_101,5.0
d_d000761,spot_42,5.0
d_d010253,spot_141,4.0
d_d010070,spot_867,4.0
d_d001391,spot_110,4.0
d_d000148,spot_774,4.0
d_d005955,spot_3,4.0
d_d008247,spot_218,5.0
d_d004101,spot_147,4.0
d_d010758,spot_245,5.0
d_d006121,spot_111,5.0
d_d000842,spot_19,5.0
d_d009621,spot_9,5.0
d_d000108,spot_82,4.0
d_d006853,spot_267,4.0
d_d005620,spot_120,4.0
d_d001625,spot_750,4.0
d_d000802,spot_717,5.0
d_d002713,spot_16,4.0
d_d004214,spot_858,5.0
d_d001403,spot_119,4.0
d_d000418,spot_89,4.0
d_d000902,spot_21,3.0
d_d001707,spot_1190,5.0
d_d011493,spot_149,3.0
d_d002033,spot_119,4.0
d_d000219,spot_209,4.0
d_d002419,spot_8,5.0
d_d002273,spot_1916,4.0
d_d002147,spot_452,5.0
d_d002166,spot_16,4.0
d_d003543,spot_155,3.0
d_d010527,spot_345,5.0
d_d000374,spot_296,5.0
d_d001916,spot_39,4.0
d_d000810,spot_712,4.0
d_d010075,spot_82,4.0
d_d000648,spot_752,4.0
d_d002363,spot_247,4.0
d_d004982,spot_22,5.0
d_d002944,spot_918,4.0
d_d010596,spot_90,4.0
d_d012203,spot_1918,5.0
d_d003619,spot_1919,4.0
d_d003649,spot_937,4.0
d_d002821,spot_1920,5.0
d_d011694,spot_209,4.0
d_d001260,spot_156,5.0
d_d010238,spot_1922,4.0
d_d011654,spot_16,4.0
d_d002766,spot_168,5.0
d_d000825,spot_93,4.0
d_d002239,spot_278,4.0
d_d006067,spot_762,4.0
d_d010369,spot_115,5.0
a_a012195,spot_654,4.0
d_d002015,spot_200,4.0
d_d000852,spot_487,3.0
d_d007013,spot_1270,4.0
d_d006863,spot_1109,5.0
d_d001941,spot_19,5.0
d_d010668,spot_3,4.0
d_d000275,spot_1695,5.0
d_d002758,spot_1282,5.0
d_d000372,spot_248,5.0
d_d003042,spot_1025,4.0
d_d003262,spot_29,4.0
d_d001457,spot_119,5.0
d_d003239,spot_147,5.0
d_d001883,spot_31,4.0
d_d003005,spot_119,4.0
d_d011086,spot_211,5.0
d_d007484,spot_42,4.0
d_d001937,spot_166,3.0
d_d002640,spot_16,5.0
d_d000912,spot_128,5.0
d_d009089,spot_31,5.0
d_d012384,spot_1312,4.0
d_d000218,spot_82,4.0
d_d001473,spot_82,5.0
d_d001580,spot_3,5.0
d_d011890,spot_1154,4.0
d_d002283,spot_147,4.0
d_d001470,spot_119,5.0
d_d003928,spot_1929,5.0
d_d008117,spot_760,4.0
d_d001160,spot_752,5.0
d_d009416,spot_1931,5.0
d_d001839,spot_82,4.0
d_d009042,spot_446,5.0
d_d000330,spot_128,4.0
d_d004914,spot_39,4.0
d_d011654,spot_166,4.0
d_d009153,spot_22,3.0
d_d000435,spot_22,3.0
d_d000366,spot_39,4.0
d_d007488,spot_119,5.0
d_d001693,spot_1933,3.0
d_d005979,spot_1934,5.0
d_d002158,spot_820,4.0
d_d002976,spot_397,5.0
d_d005896,spot_75,4.0
d_d007401,spot_1935,5.0
d_d001967,spot_97,4.0
d_d009653,spot_108,2.0
d_d008036,spot_1936,5.0
d_d006379,spot_296,4.0
d_d002306,spot_307,4.0
d_d006018,spot_42,4.0
d_d003432,spot_477,5.0
d_d010389,spot_19,5.0
d_d007452,spot_1134,5.0
d_d002744,spot_166,3.0
d_d007127,spot_251,5.0
d_d002563,spot_22,3.0
d_d001296,spot_166,3.0
d_d004756,spot_1072,4.0
d_d006979,spot_91,3.0
d_d010760,spot_286,3.0
d_d002120,spot_1941,5.0
d_d009194,spot_710,5.0
d_d006711,spot_16,5.0
d_d004888,spot_7,5.0
d_d002423,spot_8,5.0
d_d009816,spot_932,5.0
d_d007634,spot_9,5.0
d_d001572,spot_1943,4.0
d_d003542,spot_1119,5.0
d_d006007,spot_1944,4.0
d_d001775,spot_166,5.0
