TRAVEL_ID,TRAVELER_ID,TRAVEL_RANGE,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MISSION_4,TRAVEL_MISSION_5,TRAVEL_MISSION_6,TRAVEL_MISSION_7,TRAVEL_MISSION_8,TRAVEL_MISSION_9,TRAVEL_MISSION_10,TRAVEL_MISSION_11,TRAVEL_MISSION_12,TRAVEL_MISSION_13,TRAVEL_MISSION_14,TRAVEL_MISSION_15,TRAVEL_MISSION_16,TRAVEL_MISSION_17,TRAVEL_MISSION_18,TRAVEL_MISSION_19,TRAVEL_MISSION_20,TRAVEL_MISSION_21
d_d002527,d002527,3박 4일,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,역사 유적지 방문,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b004599,b004599,1박 2일,쇼핑,교육/체험 프로그램 참가,SNS 인생샷 여행,신규 여행지 발굴,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a005194,a005194,1박 2일,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009196,d009196,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",시티투어,등반 여행,친환경 여행(플로깅 여행),종교/성지 순례,Well-ness 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000354,a000354,2박 3일,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006756,d006756,4박 5일,Well-ness 여행,드라마 촬영지 방문,"야외 스포츠, 레포츠 활동","테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,지역 문화예술/공연/전시시설 관람,신규 여행지 발굴,시티투어,호캉스 여행,인플루언서 따라하기 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004960,d004960,4박 5일,온천/스파,"테마파크, 놀이시설, 동/식물원 방문",신규 여행지 발굴,지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009772,d009772,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012401,d012401,1박 2일,쇼핑,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007799,d007799,4박 5일,쇼핑,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002124,d002124,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009886,d009886,3박 4일,드라마 촬영지 방문,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001435,d001435,4박 5일,Well-ness 여행,신규 여행지 발굴,반려동물 동반 여행,친환경 여행(플로깅 여행),등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003046,d003046,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001385,d001385,3박 4일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,인플루언서 따라하기 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010211,d010211,3박 4일,쇼핑,교육/체험 프로그램 참가,SNS 인생샷 여행,역사 유적지 방문,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b003060,b003060,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a008710,a008710,2박 3일,쇼핑,호캉스 여행,친환경 여행(플로깅 여행),시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000965,c000965,4박 5일,드라마 촬영지 방문,Well-ness 여행,SNS 인생샷 여행,등반 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000773,d000773,4박 5일,쇼핑,온천/스파,SNS 인생샷 여행,호캉스 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006688,d006688,4박 5일,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001637,d001637,4박 5일,쇼핑,교육/체험 프로그램 참가,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001350,d001350,5박 6일,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000684,c000684,2박 3일,SNS 인생샷 여행,신규 여행지 발굴,등반 여행,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001160,d001160,3박 4일,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,호캉스 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d008096,d008096,2박 3일,쇼핑,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c001179,c001179,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011314,d011314,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c003050,c003050,3박 4일,온천/스파,"테마파크, 놀이시설, 동/식물원 방문",시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005593,d005593,1박 2일,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000590,c000590,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000606,a000606,2박 3일,쇼핑,SNS 인생샷 여행,역사 유적지 방문,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006810,d006810,1박 2일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012054,d012054,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009380,d009380,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",쇼핑,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007184,d007184,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,신규 여행지 발굴,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002997,d002997,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,친환경 여행(플로깅 여행),역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c002251,c002251,1박 2일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",인플루언서 따라하기 여행,친환경 여행(플로깅 여행),유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007551,d007551,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c001254,c001254,3박 4일,온천/스파,SNS 인생샷 여행,호캉스 여행,"야외 스포츠, 레포츠 활동",지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002009,d002009,3박 4일,온천/스파,친환경 여행(플로깅 여행),지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002572,d002572,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006312,d006312,14박 15일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006089,d006089,3박 4일,쇼핑,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004115,d004115,4박 5일,쇼핑,역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003947,d003947,1박 2일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c003292,c003292,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000122,d000122,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
