spot_id,VISIT_AREA_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD_1,VISIT_AREA_TYPE_CD_2,VISIT_AREA_TYPE_CD_3,VISIT_AREA_TYPE_CD_4,VISIT_AREA_TYPE_CD_5,VISIT_AREA_TYPE_CD_6,VISIT_AREA_TYPE_CD_7,VISIT_AREA_TYPE_CD_8,REVISIT_INTENTION,RCMDTN_INTENTION
spot_464,한림 작은영화관,130.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,5.0,4.666666666666667
spot_465,롯데하이마트 제주점,0.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_469,탑동해변,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_472,제주물,30.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_473,필기,120.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_474,제주소품 함덕점,20.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,2.3333333333333335,3.3333333333333335
spot_475,소인국테마파크,80.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,3.5833333333333335,3.9166666666666665
spot_477,수목원테마파크 아이스뮤지엄,83.33333333333333,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.111111111111111,3.5555555555555554
spot_478,이호털보배낚시,150.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_479,최남단 모슬포방어축제,80.0,지역 축제/행사,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_480,노형수퍼마켙,73.53658536585365,"문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,"테마시설(놀이공원, 워터파크)",자연관광지,missing,missing,missing,missing,3.597560975609756,4.182926829268292
spot_482,사계항,50.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.0,3.6666666666666665
spot_484,액티브파크,80.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.083333333333333,4.333333333333333
spot_485,사라봉,56.470588235294116,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.235294117647059,4.235294117647059
spot_486,다빈이네잡화점,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,2.0,4.0
spot_487,롯데시네마 서귀포,140.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.0,3.6666666666666665
spot_488,소길별하,72.85714285714286,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,"문화 시설(공연장, 영화관, 전시관 등)","상업지구(거리, 시장, 쇼핑시설)",지역 축제/행사,missing,missing,missing,3.9285714285714284,4.357142857142857
spot_489,우도렌트,30.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_493,유난히아름다운오늘,135.0,"상업지구(거리, 시장, 쇼핑시설)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,2.0,2.5
spot_494,하고수동해변,48.46153846153846,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.269230769230769,4.3076923076923075
spot_495,산양곶자왈 입구,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_496,서귀포향토오일시장,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.7777777777777777,3.7777777777777777
spot_497,하도어촌체험마을,165.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.5,4.0
spot_498,세화민속오일시장,40.38461538461539,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.0,3.9615384615384617
spot_499,고흐의정원,79.0909090909091,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)",체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,3.727272727272727,4.363636363636363
spot_500,어울림감귤체험농장,50.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.333333333333333
spot_501,제주자연생태공원,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_503,신창풍차해안,48.333333333333336,자연관광지,"산책로, 둘레길 등",체험 활동 관광지,missing,missing,missing,missing,missing,4.138888888888889,4.138888888888889
spot_505,여미지식물원,72.22222222222223,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,3.5185185185185186,3.7037037037037037
spot_506,코코넛서프 서핑스쿨,144.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,4.4,4.6
spot_509,화순곶자왈,54.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_511,마인드휘트니스,90.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_512,문화예술 공공수장고,32.5,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.25,4.5
spot_514,펫마트 제주도남점,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_515,제주홀스타승마장,30.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.0,4.0
spot_517,드르쿰다,135.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_518,카페더씨,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.857142857142857
spot_520,제주동문공설시장,65.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.8333333333333335,3.8333333333333335
spot_521,휘닉스제주섭지코지 매표소,90.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_522,제스토리,37.5,"상업지구(거리, 시장, 쇼핑시설)","역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,3.625,3.875
spot_525,서귀포잠수함,95.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.7916666666666665,4.291666666666667
spot_526,삼다초콜릿체험장,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_530,본지오름,30.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,2.0,2.0
spot_531,외돌개,52.30769230769231,"산책로, 둘레길 등",자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,4.230769230769231,4.256410256410256
spot_532,돈내코유원지,54.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.8,4.0
spot_533,산방굴사,43.333333333333336,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.222222222222222,4.222222222222222
spot_534,고스트타운,67.5,체험 활동 관광지,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,3.5,4.0
spot_535,차귀도유람선,105.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.5,4.0
spot_536,반지마을 제주1호점,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_537,환상숲곶자왈공원,98.18181818181819,자연관광지,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,4.545454545454546,4.7727272727272725
spot_540,수산저수지,50.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.6666666666666665,3.6666666666666665
spot_541,한담해변,54.146341463414636,자연관광지,"산책로, 둘레길 등","상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,4.414634146341464,4.487804878048781
spot_543,이중섭미술관 창작스튜디오&공예공방,30.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_544,귤스타,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_547,장한철산책로,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_548,우스커피,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_549,용두암 인증센터,18.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.6,4.6
spot_550,트리아이숲로프체험장,300.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_553,한화리조트 제주,100.0,지역 축제/행사,missing,missing,missing,missing,missing,missing,missing,4.0,3.6666666666666665
spot_555,디아넥스 온천,100.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_558,중문레져UTV,70.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,3.3333333333333335,4.333333333333333
spot_559,제주목 관아 망경루,90.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_561,황우치해변,85.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.8333333333333335,3.8333333333333335
spot_562,서귀포천문과학문화관,69.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,4.6,4.7
spot_563,차귀도달래배낚시,105.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,3.9,4.2
spot_564,세계술박물관,50.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,4.0
spot_565,삼선암,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.5,4.625
spot_568,올레길 18코스(제주원도심-조천 올레),234.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,3.8,4.0
spot_569,태흥1리쉼터,45.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.5,3.0
spot_572,목장카페드르쿰다,75.42857142857143,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0285714285714285,4.2
spot_574,속골로,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_575,생이기정,40.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.6666666666666665,4.0
spot_576,김녕리도대불,15.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.0,4.5
spot_577,수마포해안,40.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_578,올레길 8코스(월평-대평 올레),74.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,3.8,3.8
spot_579,산방산랜드,60.0,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,4.0,4.1
spot_580,환해장성,130.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,missing,missing,missing,4.0,3.3333333333333335
spot_581,야크마을,285.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_582,애월  갈대숲,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_583,너도나도ATV,75.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_584,위미항,90.0,자연관광지,체험 활동 관광지,"산책로, 둘레길 등","레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,4.111111111111111,4.111111111111111
spot_585,쇠머리오름,43.63636363636363,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.181818181818182,4.363636363636363
spot_589,제주실탄사격장,41.42857142857143,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",자연관광지,missing,missing,missing,missing,missing,4.238095238095238,4.380952380952381
spot_590,마노르블랑,63.57142857142857,체험 활동 관광지,자연관광지,"산책로, 둘레길 등","테마시설(놀이공원, 워터파크)",지역 축제/행사,missing,missing,missing,3.8095238095238093,4.0476190476190474
spot_591,도치돌목장,70.9090909090909,체험 활동 관광지,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,3.909090909090909,4.2727272727272725
spot_593,제주추사관,51.42857142857143,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.142857142857143,4.285714285714286
spot_594,송당본향당,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_595,니모메,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_598,하우목동항,45.0,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,4.416666666666667,4.416666666666667
spot_603,서부두수산시장,66.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.4,4.4
spot_605,중문관광단지 별내린전망대,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_606,걸어가는늑대들 전이수갤러리,75.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.7,4.8
spot_607,산물관광농원,55.714285714285715,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","상업지구(거리, 시장, 쇼핑시설)",자연관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,3.5714285714285716,3.5714285714285716
spot_608,기당미술관,38.57142857142857,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.071428571428571,4.285714285714286
spot_609,뽀로로앤타요테마파크 제주,197.41935483870967,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.354838709677419,4.548387096774194
spot_610,올레길 19코스(조천-김녕 올레),114.54545454545455,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.545454545454546,4.454545454545454
spot_612,신화월드 테마파크,50.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,2.6666666666666665,3.0
spot_613,제주에인감귤밭,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_614,대병악,90.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,2.0,3.0
spot_615,산굼부리매표소,75.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.5,5.0
spot_616,한라산국립공원 산악박물관,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,1.0,3.0
spot_618,제주레포츠랜드,49.09090909090909,"테마시설(놀이공원, 워터파크)","레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,3.8181818181818183,3.8181818181818183
spot_620,속골,33.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.9,4.0
spot_623,올레길 5코스(남원-쇠소깍 올레),107.14285714285714,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.285714285714286,4.285714285714286
spot_624,제주서핑스쿨,150.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_626,대정오일시장,47.142857142857146,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.142857142857143,4.142857142857143
spot_628,휘닉스제주 유민미술관,58.125,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,4.4375,4.4375
spot_629,한라산아래첫마을,69.3103448275862,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.310344827586207,4.586206896551724
spot_631,메밀밭,45.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.0,4.25
spot_632,신화관 제주신화월드 스카이풀,101.53846153846153,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.615384615384615,4.538461538461538
spot_633,협자연대,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_635,퍼시픽 마리나요트계류장,100.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.833333333333333,4.833333333333333
spot_637,어린왕자감귤밭,103.63636363636364,체험 활동 관광지,자연관광지,missing,missing,missing,missing,missing,missing,3.8636363636363638,4.136363636363637
spot_639,전복마을,40.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_640,제주해양레저타운,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.5,4.0
spot_641,동문공설시장,51.42857142857143,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.0,3.7142857142857144
spot_642,도두항,48.75,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.625,4.625
spot_643,새빌,45.0,자연관광지,체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,4.0,4.5
spot_644,쉬리의언덕,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,4.4,4.4
spot_646,모슬포항,85.0,"상업지구(거리, 시장, 쇼핑시설)","산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,3.6666666666666665,4.0
spot_649,성수미술관 제주특별점,150.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_650,하논,45.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,missing,missing,missing,missing,missing,missing,4.25,4.25
spot_653,아미고라운드,75.0,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_654,캐니언파크 제주점,67.5,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,3.75,4.0
spot_655,소금막해변,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,4.0
spot_656,서우봉 산책로,52.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.266666666666667,4.333333333333333
spot_657,중문회어시장,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.0,4.25
spot_658,레이져서바이벌M,30.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.333333333333333,4.0
spot_661,제주스쿠터투어,30.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,1.0,1.0
spot_664,시와스튜디오,60.0,"문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.25,4.5
spot_666,건강과성박물관,70.58823529411765,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,2.823529411764706,3.588235294117647
spot_667,망오름,45.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.5,3.5
spot_668,지두청사,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.333333333333333
spot_669,과물노천탕,25.714285714285715,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,3.4285714285714284,3.5714285714285716
spot_670,수목원길 야시장,75.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,2.0,3.0
spot_673,석예원 본초족욕 성산,42.0,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.2,4.3
spot_677,성산하수처리장,30.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_680,자전거 탄 풍경,30.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_682,신제주유람선,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_684,천아계곡,71.25,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.5625,4.5625
spot_685,제주특별자치도 민속자연사박물관,54.375,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.0625,4.1875
spot_686,중문미로파크,52.5,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,2.75,3.5
spot_687,올레길 4코스(표선-남원 올레),84.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,3.9,4.0
spot_688,제주목 관아,44.34782608695652,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.652173913043478,4.130434782608695
spot_689,디앤디파트먼트 제주,50.0,"상업지구(거리, 시장, 쇼핑시설)","문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,3.4444444444444446,3.7777777777777777
spot_690,작가의산책길,45.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.25,4.25
spot_691,다이소 서귀포중문점,40.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_694,중문골프연습장,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_697,안돌오름,53.57142857142857,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.071428571428571,4.214285714285714
spot_698,다랑쉬오름,74.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.8666666666666667,4.3
spot_699,오늘은녹차한잔,63.75,체험 활동 관광지,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,3.8125,4.3125
spot_700,한라산 성판악탐방안내소,195.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.0,4.0
spot_703,삼매봉,40.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.3333333333333335,3.0
spot_704,제주라프,62.30769230769231,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.076923076923077,4.153846153846154
spot_705,관곶,42.0,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,4.2,4.2
spot_710,와흘메밀농촌체험휴양마을,46.45161290322581,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.161290322580645,4.225806451612903
spot_712,송악산,69.18367346938776,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.408163265306122,4.571428571428571
spot_713,제주제트 중문점,57.5,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.75,5.0
spot_714,원앤온리,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_715,제주 에코랜드,120.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_717,관음사,38.57142857142857,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,4.285714285714286,4.392857142857143
spot_718,수월봉지질트레일,45.6,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.36
spot_719,한림수협마트,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_720,이마트 제주점,40.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.925925925925926,3.888888888888889
spot_722,포레스트사파리,80.0,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,4.666666666666667,4.666666666666667
spot_725,감따남,70.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.3333333333333335,3.3333333333333335
spot_728,텐저린267,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.428571428571429,4.428571428571429
spot_729,해안도로,45.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.0,3.0
spot_730,장한철 생가,41.25,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.25,3.5
spot_732,에코랜드 테마파크,180.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_733,더플래닛,30.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,2.0,2.0
spot_738,알작지해변,45.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.25,4.25
spot_740,홈플러스 서귀포점,51.42857142857143,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.071428571428571,4.0
spot_741,천미천,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_742,테디베어 사파리,45.0,"문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_743,송정농원,60.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,2.6666666666666665,3.3333333333333335
spot_744,싱계물공원,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.3478260869565215,4.304347826086956
spot_750,한라산국립공원 성판악탐방로,402.72727272727275,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.2727272727272725,4.454545454545454
spot_752,삼양해수욕장,60.78947368421053,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.184210526315789
spot_753,무민랜드제주,117.6923076923077,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)","역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,missing,missing,missing,missing,3.923076923076923,4.230769230769231
spot_754,올레시장,60.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,2.5,2.5
spot_755,강정해오름노을길,30.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,5.0,5.0
spot_756,법화사,41.25,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.625,4.75
spot_758,제주해양동물박물관,81.42857142857143,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.857142857142857,4.0
