iter	Passed	Remaining
0	44	75273
1	95	80587
2	114	64439
3	148	62651
4	199	67141
5	229	64445
6	243	58589
7	294	61906
8	323	60450
9	371	62388
10	409	62510
11	481	67225
12	634	81803
13	695	83157
14	758	84664
15	788	82419
16	826	81336
17	886	82267
18	917	80628
19	951	79416
20	960	76314
21	1017	77119
22	1028	74508
23	1093	75888
24	1135	75559
25	1187	75948
26	1231	75796
27	1284	76183
28	1338	76613
29	1386	76696
30	1443	77207
31	1470	76136
32	1536	77088
33	1557	75792
34	1572	74317
35	1584	72756
36	1591	71068
37	1649	71664
38	1810	76616
39	1825	75258
40	1904	76563
41	1961	76938
42	1973	75527
43	1980	74033
44	2004	73234
45	2061	73623
46	2097	73267
47	2171	74242
48	2236	74862
49	2283	74847
50	2339	75139
51	2400	75569
52	2415	74566
53	2434	73696
54	2445	72666
55	2483	72407
56	2496	71468
57	2517	70806
58	2579	71273
59	2594	70437
60	2658	70955
61	2684	70435
62	2727	70386
63	2773	70416
64	2790	69728
65	3033	74595
66	3096	74968
67	3162	75383
68	3208	75330
69	3239	74935
70	3297	75154
71	3347	75178
72	3359	74380
73	3416	74555
74	3474	74765
75	3531	74946
76	3598	75335
77	3638	75146
78	3695	75320
79	3756	75556
80	3813	75703
81	3864	75728
82	3876	75000
83	3966	75795
84	4036	76165
85	4062	75716
86	4238	78052
87	4251	77349
88	4314	77557
89	4333	76986
90	4385	77013
91	4442	77109
92	4465	76638
93	4514	76600
94	4545	76262
95	4580	76000
96	4592	75373
97	4618	74986
98	4643	74580
99	4659	74034
100	4671	73447
101	4676	72754
102	4693	72275
103	4738	72223
104	4771	71978
105	4783	71432
106	4809	71114
107	4860	71145
108	4883	70784
109	4910	70481
110	4917	69910
111	4931	69435
112	4977	69416
113	5029	69481
114	5083	69580
115	5117	69395
116	5163	69381
117	5176	68922
118	5184	68404
119	5192	67890
120	5256	68112
121	5431	69765
122	5493	69940
123	5524	69723
124	5577	69781
125	5601	69485
126	5619	69114
127	5664	69077
128	5727	69264
129	5747	68921
130	5807	69066
131	5822	68680
132	5873	68714
133	5923	68740
134	5962	68632
135	6038	68949
136	6050	68546
137	6065	68167
138	6117	68217
139	6173	68309
140	6227	68375
141	6289	68524
142	6334	68478
143	6389	68557
144	6403	68190
145	6449	68163
146	6480	67982
147	6643	69175
148	6712	69373
149	6768	69442
150	6823	69496
151	6878	69550
152	6900	69274
153	6909	68873
154	6959	68881
155	7014	68929
156	7070	68989
157	7132	69110
158	7186	69149
159	7249	69276
160	7305	69338
161	7366	69432
162	7425	69514
163	7483	69589
164	7494	69221
165	7553	69297
166	7617	69424
167	7796	70588
168	7838	70504
169	7907	70652
170	7966	70719
171	8028	70808
172	8089	70890
173	8126	70752
174	8157	70573
175	8177	70296
176	8231	70316
177	8290	70377
178	8349	70430
179	8408	70490
180	8416	70125
181	8473	70163
182	8481	69798
183	8490	69442
184	8544	69461
185	8564	69209
186	8620	69237
187	8675	69268
188	8740	69366
189	8896	70191
190	9096	71346
191	9142	71283
192	9192	71256
193	9240	71210
194	9284	71135
195	9335	71108
196	9389	71109
197	9441	71099
198	9490	71057
199	9546	71073
200	9571	70860
201	9619	70811
202	9668	70776
203	9685	70505
204	9733	70458
205	9800	70551
206	9822	70325
207	9891	70428
208	9947	70442
209	10001	70438
210	10030	70264
211	10109	70430
212	10260	71099
213	10322	71149
214	10420	71439
215	10435	71166
216	10483	71113
217	10533	71074
218	10586	71057
219	10643	71071
220	10692	71026
221	10751	71047
222	10801	71010
223	10855	70999
224	10917	71037
225	10984	71107
226	11050	71168
227	11116	71232
228	11177	71264
229	11238	71294
230	11489	72517
231	11554	72566
232	11622	72625
233	11686	72666
234	11744	72668
235	11804	72676
236	11862	72674
237	11917	72658
238	11929	72375
239	11985	72363
240	12048	72388
241	12099	72348
242	12161	72369
243	12219	72364
244	12272	72334
245	12335	72355
246	12395	72365
247	12454	72364
248	12525	72439
249	12703	73121
250	12781	73228
251	12861	73340
252	12925	73364
253	12984	73356
254	13045	73363
255	13102	73342
256	13123	73123
257	13179	73097
258	13236	73079
259	13300	73099
260	13358	73088
261	13418	73085
262	13435	72848
263	13484	72785
264	13504	72567
265	13552	72502
266	13572	72287
267	13581	72010
268	13608	71835
269	13664	71816
270	13681	71587
271	13747	71617
272	14023	72737
273	14094	72787
274	14154	72778
275	14212	72761
276	14230	72538
277	14288	72520
278	14342	72484
279	14396	72447
280	14409	72201
281	14455	72124
282	14508	72081
283	14558	72025
284	14608	71966
285	14667	71952
286	14718	71898
287	14766	71834
288	14821	71798
289	14874	71758
290	14923	71694
291	14988	71706
292	15156	72213
293	15172	71990
294	15237	72004
295	15289	71954
296	15338	71888
297	15387	71826
298	15444	71800
299	15513	71826
300	15574	71817
301	15629	71782
302	15722	71917
303	15800	71984
304	15857	71957
305	15931	72004
306	16004	72045
307	16057	71999
308	16111	71952
309	16182	71987
310	16418	72749
311	16457	72634
312	16517	72613
313	16573	72573
314	16622	72504
315	16673	72444
316	16737	72440
317	16802	72440
318	16857	72395
319	16910	72345
320	16968	72316
321	17027	72285
322	17089	72272
323	17166	72322
324	17233	72328
325	17292	72299
326	17356	72291
327	17430	72326
328	17602	72766
329	17672	72779
330	17733	72754
331	17791	72720
332	17851	72694
333	17874	72516
334	17890	72309
335	17946	72267
336	18006	72238
337	18069	72225
338	18082	72009
339	18142	71983
340	18201	71950
341	18261	71926
342	18323	71903
343	18396	71927
344	18465	71935
345	18521	71891
346	18585	71878
347	18892	72800
348	19004	72968
349	19065	72940
350	19135	72942
351	19198	72921
352	19259	72890
353	19319	72857
354	19380	72828
355	19438	72785
356	19504	72772
357	19563	72735
358	19580	72541
359	19604	72372
360	19657	72314
361	19716	72274
362	19784	72270
363	19855	72276
364	20035	72674
365	20099	72654
366	20156	72608
367	20208	72540
368	20256	72463
369	20303	72379
370	20356	72318
371	20409	72256
372	20424	72059
373	20473	71985
374	20522	71911
375	20568	71826
376	20615	71742
377	20671	71695
378	20728	71648
379	20771	71551
380	20823	71489
381	20871	71412
382	20920	71338
383	20974	71281
384	20985	71078
385	21050	71060
386	21219	71388
387	21286	71374
388	21359	71379
389	21413	71322
390	21469	71273
391	21528	71231
392	21585	71181
393	21648	71154
394	21707	71113
395	21768	71076
396	21835	71060
397	21902	71044
398	21953	70977
399	22006	70917
400	22061	70861
401	22120	70819
402	22176	70768
403	22417	71302
404	22479	71267
405	22542	71237
406	22605	71204
407	22672	71183
408	22734	71150
409	22799	71122
410	22862	71091
411	22918	71035
412	22975	70984
413	23036	70947
414	23098	70908
415	23159	70871
416	23219	70826
417	23276	70776
418	23338	70740
419	23400	70703
420	23419	70536
421	23517	70609
422	23734	71034
423	23860	71188
424	23934	71185
425	23998	71151
426	24065	71124
427	24133	71102
428	24191	71050
429	24250	71003
430	24304	70939
431	24367	70901
432	24425	70852
433	24482	70795
434	24547	70765
435	24606	70716
436	24669	70677
437	24920	71177
438	24993	71165
439	25057	71128
440	25111	71062
441	25174	71023
442	25239	70990
443	25304	70954
444	25370	70923
445	25429	70870
446	25486	70814
447	25544	70760
448	25596	70688
449	25650	70623
450	25702	70552
451	25752	70476
452	25803	70405
453	25855	70332
454	25912	70275
455	26066	70482
456	26127	70434
457	26185	70381
458	26234	70302
459	26305	70281
460	26368	70239
461	26428	70190
462	26440	70012
463	26487	69928
464	26542	69867
465	26600	69811
466	26659	69759
467	26725	69726
468	26793	69698
469	26849	69638
470	26906	69580
471	26961	69517
472	27016	69453
473	27067	69381
474	27305	69786
475	27362	69729
476	27385	69582
477	27461	69573
478	27518	69513
479	27580	69468
480	27632	69397
481	27689	69339
482	27749	69287
483	27809	69235
484	27862	69168
485	27924	69121
486	27984	69070
487	28043	69016
488	28100	68958
489	28158	68902
490	28226	68870
491	28292	68833
492	28512	69171
493	28576	69127
494	28645	69096
495	28705	69044
496	28764	68989
497	28825	68938
498	28889	68894
499	28954	68854
500	29015	68803
501	29078	68756
502	29140	68709
503	29208	68674
504	29270	68625
505	29329	68570
506	29390	68520
507	29439	68441
508	29500	68391
509	29766	68813
510	29838	68786
511	29916	68773
512	29976	68716
513	30038	68667
514	30103	68624
515	30167	68578
516	30228	68525
517	30284	68462
518	30344	68406
519	30407	68357
520	30464	68295
521	30519	68230
522	30585	68188
523	30640	68121
524	30697	68061
525	30757	68005
526	30821	67958
527	30998	68161
528	31056	68101
529	31114	68041
530	31174	67984
531	31232	67925
532	31287	67857
533	31347	67802
534	31396	67722
535	31448	67648
536	31498	67572
537	31548	67494
538	31604	67429
539	31655	67356
540	31706	67280
541	31755	67201
542	31805	67125
543	31857	67052
544	31912	66987
545	31970	66926
546	32193	67212
547	32252	67153
548	32313	67099
549	32362	67019
550	32444	67008
551	32504	66952
552	32560	66887
553	32618	66826
554	32684	66782
555	32741	66720
556	32800	66660
557	32862	66608
558	32921	66550
559	32980	66490
560	33033	66420
561	33087	66352
562	33145	66291
563	33210	66243
564	33384	66414
565	33450	66368
566	33513	66317
567	33568	66250
568	33625	66186
569	33681	66121
570	33738	66058
571	33801	66006
572	33851	65930
573	33912	65875
574	33964	65802
575	34018	65733
576	34071	65662
577	34128	65600
578	34183	65532
579	34234	65459
580	34287	65388
581	34344	65325
582	34417	65292
583	34655	65573
584	34717	65518
585	34766	65439
586	34821	65372
587	34876	65303
588	34930	65235
589	35031	65253
590	35084	65183
591	35138	65112
592	35191	65041
593	35247	64976
594	35307	64917
595	35364	64853
596	35424	64796
597	35479	64728
598	35540	64673
599	35596	64608
600	35670	64575
601	35839	64714
602	35918	64689
603	35976	64626
604	36029	64555
605	36079	64478
606	36133	64409
607	36182	64331
608	36229	64248
609	36278	64170
610	36328	64094
611	36382	64026
612	36436	63957
613	36487	63883
614	36543	63816
615	36594	63743
616	36648	63675
617	36714	63627
618	36771	63563
619	36832	63506
620	37077	63766
621	37144	63718
622	37197	63647
623	37252	63580
624	37304	63507
625	37357	63436
626	37414	63372
627	37469	63305
628	37521	63232
629	37569	63152
630	37616	63072
631	37663	62990
632	37711	62912
633	37765	62842
634	37815	62767
635	37865	62692
636	37914	62616
637	37973	62555
638	38054	62531
639	38271	62728
640	38352	62704
641	38441	62691
642	38516	62656
643	38574	62593
