iter	RMSE	R2	MAE
126	0.8265413137	0.02690582218	0.6992128463
127	0.8239450231	0.03300949127	0.696758814
128	0.8214917574	0.0387592752	0.6944064259
129	0.8189220034	0.04476369019	0.6919015705
130	0.8166485992	0.05005997936	0.6896902188
131	0.8143837034	0.0553218059	0.6874528273
132	0.8121257071	0.06055305687	0.6852166756
133	0.8099536006	0.06557161468	0.6830863825
134	0.8078343878	0.07045501054	0.6810153478
135	0.8057877684	0.07515898185	0.6789812797
136	0.8037175805	0.07990498393	0.6768609375
137	0.801809861	0.08426771052	0.674893949
138	0.8000416775	0.08830207699	0.6731005484
139	0.7982740909	0.09232617936	0.6713161073
140	0.796690991	0.09592272232	0.6696808112
141	0.7950708693	0.09959598062	0.6680460524
142	0.7934601691	0.1032404655	0.6664138447
143	0.7921035513	0.1063043118	0.6650160657
144	0.7906906049	0.109489799	0.6635178902
145	0.7892588957	0.1127117858	0.6620139387
146	0.7878038426	0.115980324	0.6604820445
147	0.7863922619	0.1191454447	0.6590114067
148	0.7849274837	0.1224238466	0.6574918773
149	0.7836571024	0.1252622085	0.6561826864
150	0.7824529659	0.1279483181	0.6549079652
151	0.7812673204	0.1305891436	0.6536028732
152	0.7800232005	0.1333559047	0.6523373312
153	0.7788898962	0.1358723889	0.6511068587
154	0.7778718231	0.1381298841	0.6500072436
155	0.7768037467	0.140495084	0.6488522635
156	0.7757879734	0.1427414462	0.647713114
157	0.7747852359	0.1449560972	0.6465512399
158	0.7738446984	0.1470307695	0.6455020169
159	0.7729118641	0.1490859606	0.6444029879
160	0.7719038606	0.1513039755	0.643284586
161	0.7710854574	0.153102664	0.6423739079
162	0.7702534873	0.1549292143	0.6414308792
163	0.7693835459	0.1568370197	0.6404374369
164	0.7686141215	0.1585225919	0.6395178904
165	0.7680312347	0.159798395	0.6388495417
166	0.7674042769	0.1611695786	0.6381190825
167	0.7666331056	0.1628546277	0.6372487504
168	0.7661077004	0.1640016948	0.6366293247
169	0.7654220167	0.1654974998	0.635814095
170	0.7649394895	0.1665493202	0.6352471969
171	0.7641671007	0.1682316047	0.6344439733
172	0.7636720351	0.1693089778	0.6338355117
173	0.7630702296	0.1706177006	0.633169699
174	0.7626759687	0.1714745248	0.6326920048
175	0.7621517574	0.1726130769	0.632024808
176	0.7615630402	0.1738907982	0.6312792124
177	0.7609020337	0.1753242359	0.6305490305
178	0.7603369491	0.1765486735	0.6298467086
179	0.7600135123	0.1772490939	0.6294408055
180	0.7595420158	0.1782696124	0.6288551187
181	0.758959402	0.1795297608	0.6281962194
182	0.7584108177	0.1807154222	0.6274626461
183	0.7581050798	0.1813758449	0.627015011
184	0.7578333613	0.1819625589	0.6266603411
185	0.7571557899	0.1834247034	0.6259120826
186	0.756649929	0.1845154579	0.6253141151
187	0.7562694064	0.1853354733	0.6247950485
188	0.7559570808	0.1860082179	0.6243166049
189	0.7556845463	0.1865950259	0.6239517294
190	0.7554119426	0.1871817712	0.6235727163
191	0.7550611245	0.1879365519	0.6230558562
192	0.7544974634	0.1891485271	0.6224103663
193	0.754248476	0.1896836078	0.6220373358
194	0.7537131568	0.1908334251	0.62141756
195	0.7534616866	0.1913732787	0.6209835487
196	0.7530937559	0.1921628236	0.6204209639
197	0.7526227329	0.1931730323	0.6198625019
198	0.7522459928	0.1939805763	0.6193964023
199	0.7520828699	0.1943301055	0.6191342661
200	0.7517770192	0.1949852584	0.6186919729
201	0.7514528952	0.1956792629	0.6182303575
202	0.7511577838	0.1963108862	0.6177878641
203	0.7506287058	0.1974426443	0.617213284
204	0.750128225	0.198512496	0.6166378428
205	0.7497324963	0.1993579192	0.6161057383
206	0.749369611	0.2001327848	0.6156287395
207	0.7490292363	0.2008592426	0.6151533658
208	0.7486253857	0.2017207484	0.6146325972
209	0.7483835096	0.202236503	0.6142228466
210	0.7482400622	0.2025422984	0.6139306158
211	0.7479153792	0.2032342281	0.6134774086
212	0.7476247647	0.2038533	0.6130362215
213	0.7475354432	0.2040435259	0.6128690693
214	0.7473142282	0.2045145441	0.6125123915
215	0.7469163186	0.2053614356	0.6120371641
216	0.7466502438	0.2059274847	0.6116162286
217	0.7465773591	0.2060825049	0.6114660515
218	0.746455434	0.2063417963	0.6111910598
219	0.74612697	0.207040112	0.6107322934
220	0.7457042949	0.2079382688	0.6102647157
221	0.745247526	0.2089083003	0.609753401
222	0.7451093028	0.2092017252	0.6094469649
223	0.7448934827	0.2096597666	0.6091049958
224	0.7445631982	0.2103604823	0.6086781303
225	0.7444358829	0.2106305053	0.6083898149
226	0.7440938209	0.2113557558	0.6079558225
227	0.743870521	0.2118290235	0.6076546387
228	0.7437194643	0.2121490964	0.6073458796
229	0.7436386811	0.2123202407	0.60712501
230	0.743495141	0.2126242935	0.6068426194
231	0.7433437342	0.2129449463	0.6065633907
232	0.743144024	0.2133677972	0.6062317406
233	0.7429543535	0.2137692857	0.6059161668
234	0.7426704721	0.2143700055	0.6055031176
235	0.7425003097	0.2147299749	0.6051930035
236	0.7423667304	0.2150124971	0.6049227342
237	0.7421956805	0.2153741959	0.6046581635
238	0.7418431334	0.2161194221	0.604244879
239	0.7416473676	0.2165330857	0.6039330049
240	0.7414221446	0.2170088589	0.6036266451
241	0.741220326	0.2174350687	0.6033397017
242	0.7409199224	0.2180692599	0.6029866561
243	0.7407174102	0.2184966444	0.6026691464
244	0.740662051	0.2186134549	0.6025409803
245	0.7402847624	0.219409319	0.6021140398
246	0.7398135883	0.2204026584	0.6016392501
247	0.7396608142	0.2207246044	0.6014370557
248	0.7392985427	0.2214877653	0.601062575
249	0.7391221951	0.2218591238	0.6007747725
250	0.7389783554	0.2221619606	0.6005252175
251	0.7388280802	0.2224782834	0.6003180436
252	0.7386644962	0.2228225476	0.6000903353
253	0.7384559134	0.2232614017	0.5997885343
254	0.7382952389	0.2235993731	0.5995420182
255	0.7382457196	0.22370352	0.5994381737
256	0.7378331439	0.2245709589	0.5990137908
257	0.7371363085	0.2260349519	0.5983308805
258	0.7369938378	0.2263341005	0.5981384017
259	0.7367355355	0.2268763158	0.5978451722
260	0.7364799766	0.2274125852	0.5975630468
261	0.7363353294	0.227716033	0.5973503418
262	0.7362611778	0.2278715688	0.5972069359
263	0.7359783889	0.2284645849	0.5969047231
264	0.7358205187	0.2287955441	0.5966541317
265	0.735670016	0.229110992	0.5964460208
266	0.735471076	0.2295278635	0.5961610457
267	0.7354568555	0.2295576577	0.5961075593
268	0.7354428375	0.2295870269	0.5960567506
269	0.7352727322	0.2299433734	0.5958157075
270	0.7352469331	0.2299974116	0.5957455242
271	0.735085874	0.2303347197	0.5955452718
272	0.7350515532	0.2304065886	0.5954543285
273	0.7348031196	0.2309267168	0.5951340668
274	0.7347469258	0.2310443415	0.5950527565
275	0.7346147761	0.2313209214	0.5948529273
276	0.7344175995	0.2317335054	0.5945889158
277	0.7342384145	0.2321083468	0.5943896493
278	0.7338385981	0.2329444025	0.5939773206
279	0.7337631951	0.2331020265	0.5938016982
280	0.7334987344	0.2336547331	0.5935444567
281	0.7332705612	0.2341314408	0.5932986548
282	0.7332133369	0.2342509726	0.5931596544
283	0.7330290525	0.2346358478	0.5929415494
284	0.7326731495	0.2353788725	0.5925935447
285	0.7324132472	0.2359212467	0.5923163653
286	0.7321122302	0.2365491802	0.5920096759
287	0.7319279751	0.2369334164	0.5917959278
288	0.7318077326	0.2371841119	0.5916477098
289	0.7317113569	0.2373850173	0.5915034965
290	0.7314941879	0.2378376323	0.5912375366
291	0.7314352071	0.2379605345	0.5910995645
292	0.7312875104	0.2382682566	0.5909190335
293	0.7311003586	0.2386580927	0.5906886759
294	0.7309868996	0.2388943789	0.5905346541
295	0.7308195831	0.2392427598	0.5903167786
296	0.730611158	0.2396766241	0.5900853889
297	0.7304586305	0.239994052	0.5898805552
298	0.7303415149	0.2402377384	0.5897153819
299	0.7300328262	0.2408798501	0.5893084664
300	0.7295325897	0.2419198293	0.5887700721
301	0.7294361875	0.2421201653	0.5886082475
302	0.7290548949	0.2429122797	0.5881659299
303	0.7288335745	0.2433718707	0.5878674514
304	0.7286216119	0.2438118985	0.5875954101
305	0.7285906192	0.2438762275	0.5875375745
306	0.7283913784	0.2442897112	0.5872890581
307	0.7282040115	0.2446784496	0.5870611765
308	0.7280315773	0.2450361182	0.5868444912
309	0.7280237902	0.2450522685	0.5868158616
310	0.7278544805	0.24540337	0.5866186765
311	0.7276348727	0.2458586541	0.586309907
312	0.7273721893	0.2464030608	0.5860405567
313	0.7271239439	0.2469173643	0.5857366969
314	0.7271206536	0.2469241798	0.5857161959
315	0.727083661	0.247000804	0.5856168925
316	0.7269877726	0.2471994033	0.5854699886
317	0.7266891014	0.2478178282	0.5851409044
318	0.7265279979	0.2481513016	0.5849739091
319	0.72623512	0.2487573497	0.5846276247
320	0.7261080921	0.2490201308	0.5844692643
321	0.7259121947	0.2494252914	0.5842146267
322	0.7258458127	0.2495625597	0.5841305226
323	0.7256006105	0.2500694934	0.5838642186
324	0.7251933873	0.2509110126	0.5834686803
325	0.7245888277	0.2521594524	0.5828852427
326	0.7244471592	0.252451853	0.5827133933
327	0.724209099	0.252943075	0.5824324617
328	0.7239501051	0.2534773091	0.5821655772
329	0.7238071355	0.2537721347	0.5820103321
330	0.7235287851	0.2543459697	0.581721116
331	0.7234507117	0.2545068826	0.5815820819
332	0.7230610839	0.2553096648	0.5811670836
333	0.722845438	0.2557537916	0.580956454
334	0.7224819662	0.2565020693	0.5806398994
335	0.7222197693	0.257041619	0.5803020957
336	0.7218764268	0.2577478543	0.5799374179
337	0.7216432835	0.258227225	0.5796563502
338	0.7215231722	0.2584741277	0.5795388798
339	0.7215057761	0.258509884	0.5794699939
340	0.7212994755	0.2589338528	0.5792720395
341	0.7209409801	0.2596703091	0.5788955993
342	0.7207322151	0.2600990059	0.578664331
343	0.720322384	0.2609402289	0.5782588847
344	0.7201017637	0.2613928779	0.5779855185
345	0.7200889118	0.261419242	0.57793627
346	0.7198825601	0.261842483	0.5777407825
347	0.7196579853	0.262302963	0.5775207631
348	0.7193940947	0.2628438742	0.5772476699
349	0.7190187236	0.2636129519	0.5768658515
350	0.718556179	0.2645600823	0.5764077677
351	0.7183086936	0.2650665962	0.576135476
352	0.7180016958	0.2656946679	0.5757894
353	0.7176879008	0.2663363684	0.5754949113
354	0.7174499626	0.2668227572	0.5752620464
355	0.7172706634	0.2671891706	0.5750464663
356	0.7171617498	0.2674117004	0.5749296303
357	0.7169629471	0.2678178021	0.5747162159
358	0.7166811018	0.2683933453	0.574469072
359	0.7163808929	0.2690061389	0.5741462777
360	0.7161735854	0.2694291501	0.5739528533
361	0.7159324526	0.269921028	0.573676458
362	0.715730734	0.270332379	0.5734392213
363	0.7154149118	0.2709761809	0.5731403567
364	0.7152457211	0.2713209582	0.5729112483
365	0.714967158	0.2718884376	0.572605163
366	0.7147239712	0.2723836686	0.5723321206
367	0.7145426248	0.2727528569	0.5721246759
368	0.7143207869	0.2732043512	0.5718696691
369	0.7143196547	0.2732066551	0.5718621643
370	0.714181056	0.2734886656	0.5717441528
371	0.713930286	0.2739987752	0.5714480264
372	0.7137383817	0.2743890207	0.571277464
373	0.7134901645	0.2748936251	0.5710131302
374	0.7134820585	0.274910101	0.571000473
375	0.7133705788	0.27513667	0.5708860275
376	0.7131829743	0.2755178738	0.5706505805
377	0.7129237241	0.2760444932	0.5703438653
378	0.7126386418	0.2766233648	0.5700413923
379	0.712338747	0.2772320638	0.5697842357
380	0.7121748941	0.2775645293	0.5695818326
381	0.7120543157	0.2778091398	0.5694431262
382	0.7118108547	0.278302909	0.5691710115
383	0.7116540077	0.2786209249	0.5690326376
384	0.711456292	0.2790217043	0.5688082074
385	0.7110185563	0.27990862	0.5683864764
386	0.7108299379	0.2802906197	0.5681764935
387	0.7106848692	0.2805843514	0.5679972243
388	0.7105994809	0.2807572157	0.5678954155
389	0.7104398285	0.281080368	0.5677084006
390	0.7100636616	0.2818414801	0.5673460904
391	0.7098695581	0.2822340591	0.5671272816
392	0.7097081309	0.2825604676	0.5669455182
393	0.7095699696	0.2828397733	0.5667777912
394	0.7091912055	0.2836052004	0.5664306927
395	0.7088469325	0.2843005715	0.5661207932
396	0.7086168401	0.2847651294	0.5658858572
397	0.7084995471	0.2850018868	0.5657649632
398	0.7082718166	0.2854614516	0.5655164856
399	0.7081082529	0.2857914351	0.5653146541
400	0.7078316044	0.2863493899	0.5650561008
401	0.7076439282	0.2867277779	0.5648596465
402	0.7074056413	0.2872080611	0.5646370987
403	0.7071230126	0.2877775088	0.5643377266
404	0.7069316027	0.2881630372	0.5641327951
405	0.7067157181	0.288597736	0.5639107466
406	0.7066670136	0.2886957874	0.563876817
407	0.7065770001	0.2888769843	0.5637944409
408	0.7064184259	0.2891961375	0.5636572924
409	0.7062945563	0.2894453928	0.5634904858
410	0.7061504856	0.2897352425	0.5633740336
411	0.7060267787	0.2899840759	0.5632504734
412	0.7058638974	0.2903116415	0.5630751877
413	0.7057147515	0.2906115177	0.562900027
414	0.7055341103	0.2909746343	0.5627213938
415	0.705480447	0.291082488	0.5626286931
416	0.7052917391	0.2914616918	0.5624170421
417	0.7051311296	0.2917843526	0.5622419949
418	0.7050505064	0.2919462951	0.5621639145
419	0.704978528	0.2920908578	0.5621032958
420	0.7045959527	0.2928589806	0.5617937905
421	0.7044376316	0.293176731	0.5616260376
422	0.7043293216	0.2933940679	0.5614888214
423	0.7040928696	0.2938684207	0.5612287887
424	0.7039676885	0.2941194856	0.5610990561
425	0.7037623605	0.2945311974	0.5609007346
426	0.7034954511	0.2950662091	0.5606382826
427	0.7033211781	0.2954154243	0.5604576702
428	0.7030687722	0.2959210522	0.5602127821
429	0.7027920945	0.2964750936	0.5599631368
430	0.7026737809	0.2967119478	0.5598191189
431	0.7025957735	0.2968680902	0.5597089906
432	0.7024456523	0.2971685296	0.5595385452
433	0.7021011787	0.2978576861	0.5592156213
434	0.701935445	0.2981891338	0.5590410542
435	0.7018070985	0.2984457579	0.5588824742
436	0.7017242576	0.2986113701	0.5587629515
437	0.7016101409	0.2988394758	0.5586224568
438	0.7015617219	0.2989362485	0.5585671894
439	0.701311279	0.2994366894	0.5583681285
440	0.701285422	0.2994883473	0.5583392241
441	0.7011374867	0.2997838603	0.5582205492
442	0.7009196517	0.3002188901	0.5579943204
443	0.7007637148	0.3005302227	0.5578456302
444	0.7006765808	0.3007041581	0.5577820059
445	0.7005450433	0.3009666901	0.5576466998
446	0.7000296192	0.3019949354	0.5571831442
447	0.6998806573	0.3022919659	0.557020491
448	0.6998022409	0.3024483032	0.5569197921
449	0.6997017833	0.3026485577	0.5568315878
450	0.6993828657	0.3032841057	0.5565546082
451	0.699345759	0.3033580341	0.5565250348
452	0.6993006882	0.3034478243	0.5564749824
453	0.6991371435	0.30377359	0.5563146319
454	0.698883591	0.3042784921	0.5561193357
455	0.6986796374	0.3046844945	0.5559014936
456	0.6986350574	0.3047732224	0.5558540519
457	0.6985208172	0.3050005696	0.5557481471
458	0.6983284311	0.3053833493	0.5555789768
459	0.6981703141	0.3056978669	0.55541593
460	0.6980792168	0.3058790403	0.5553229668
461	0.6979512619	0.3061334756	0.5551828062
462	0.6977576184	0.3065184427	0.5550063699
463	0.697650131	0.3067320835	0.5548822729
464	0.6972928764	0.3074419229	0.5546070527
465	0.6971218273	0.3077816564	0.5544371716
466	0.6970073298	0.3080090221	0.5543147814
467	0.6969808592	0.3080615813	0.5542822205
468	0.6968126536	0.3083955183	0.5541107972
469	0.6966978857	0.3086233197	0.5539830567
470	0.6964407626	0.309133544	0.5537528122
471	0.6962260128	0.3095595403	0.55356702
472	0.6960896381	0.3098299966	0.5534177105
473	0.6958999358	0.3102061235	0.5532461382
474	0.6958537844	0.3102976135	0.5531780552
475	0.6957679171	0.3104678193	0.5530763154
476	0.6956320025	0.3107371859	0.552922445
477	0.6955525005	0.3108947252	0.5528376225
478	0.6954608571	0.311076301	0.5527276281
479	0.6952825189	0.3114295794	0.5525472822
480	0.6951601673	0.3116718991	0.5524384996
481	0.6948691669	0.3122480592	0.5521752723
482	0.6948273081	0.3123309169	0.5521404655
483	0.6946322249	0.3127170095	0.5519588049
484	0.69450272	0.3129732551	0.5518190576
485	0.6943521069	0.3132712065	0.5516866203
486	0.6943004816	0.3133733196	0.5516220202
487	0.694238974	0.3134949698	0.5515792302
488	0.6939831708	0.3140007837	0.5513585987
489	0.6939182183	0.3141291881	0.5512895774
490	0.6933548252	0.3152424549	0.5507808113
491	0.6932499613	0.3154495664	0.5506689041
492	0.6932077058	0.3155330145	0.5506083591
493	0.6930935199	0.315758488	0.5505073754
494	0.6929033526	0.3161339135	0.5503739341
495	0.6928007463	0.3163364347	0.5502877753
496	0.6927363826	0.3164634585	0.5502187802
497	0.6925670063	0.3167976715	0.5500710306
498	0.6924473805	0.3170336675	0.5499614061
499	0.6922822037	0.3173594591	0.5497810501
500	0.692080583	0.3177570266	0.5496017173
501	0.6918933177	0.3181261832	0.5494627828
502	0.6917566389	0.3183955557	0.549321311
503	0.6914405452	0.3190183229	0.5490593299
504	0.6912314476	0.3194301301	0.5488651252
505	0.6909504546	0.3199833355	0.5486353148
506	0.6907520969	0.3203737171	0.5484604174
507	0.6906341282	0.3206058345	0.5483351273
508	0.6901292735	0.3215987481	0.5479322086
509	0.6900012798	0.3218503619	0.5477918487
510	0.689792334	0.3222610134	0.5475904172
511	0.6895080887	0.3228194552	0.5473165608
512	0.6893979872	0.3230357039	0.547163873
513	0.689246289	0.3233335957	0.5470266801
514	0.689132074	0.323557838	0.5469161452
515	0.6891014594	0.3236179382	0.5468822865
516	0.6889792965	0.3238577331	0.5467316461
517	0.6889265716	0.3239612141	0.5466817012
518	0.688754864	0.3242981632	0.5465172662
519	0.6886345307	0.324534248	0.5464074138
520	0.6885127258	0.3247731782	0.5462869277
521	0.6884333763	0.3249288059	0.5462046044
522	0.6883107142	0.3251693469	0.5460841289
523	0.6882299892	0.3253276258	0.5460073981
524	0.6880753615	0.3256307552	0.5458450472
525	0.6880017147	0.3257751068	0.5457416823
526	0.6879149851	0.3259450821	0.5456695437
527	0.6877437078	0.3262806931	0.545536179
528	0.6876914944	0.3263829864	0.5454785602
529	0.6875946079	0.3265727804	0.545360888
530	0.6874536495	0.3268488601	0.5452359227
531	0.6873361175	0.3270790139	0.5451217176
532	0.6871215498	0.3274990837	0.5449376208
533	0.6869620146	0.3278113287	0.5448120306
534	0.6867216416	0.3282816538	0.5446156163
535	0.6865976909	0.3285241171	0.5445035758
536	0.6864393614	0.3288337664	0.5443672272
537	0.6863242079	0.3290589301	0.5442720727
538	0.6862292825	0.3292445129	0.5441604979
539	0.686118357	0.3294613438	0.5440540233
540	0.6859608279	0.3297692126	0.5439031597
541	0.6858601085	0.3299660177	0.5438183869
542	0.6857355604	0.3302093438	0.5437040777
543	0.6856285567	0.3304183589	0.5436274419
544	0.6854832306	0.3307021783	0.5434974587
545	0.6852250967	0.3312061613	0.5432747065
546	0.685100797	0.3314487774	0.5431822544
547	0.6850763419	0.3314965053	0.5431624689
548	0.6849135223	0.3318142292	0.543000185
549	0.6848216519	0.3319934703	0.542921765
550	0.6847549447	0.3321236025	0.5428319683
551	0.6847116791	0.3322079981	0.5427929089
552	0.6846412174	0.3323454323	0.542721704
553	0.6845211922	0.3325795061	0.5426078272
554	0.6843743097	0.3328659017	0.5424723709
555	0.6842807193	0.3330483547	0.5423777865
556	0.684199631	0.3332064149	0.5422969363
557	0.6841698984	0.3332643659	0.5422689124
558	0.6841150752	0.333371214	0.5422200618
559	0.6839798702	0.3336346861	0.5420992809
560	0.6838226079	0.3339410756	0.5419639067
561	0.6837159424	0.3341488487	0.5418490952
562	0.6836767853	0.3342251145	0.5418109502
563	0.6836380516	0.3343005513	0.5417677855
564	0.6834126845	0.3347393858	0.5415492359
565	0.6829740718	0.3355930374	0.5411507446
566	0.6828077447	0.3359166088	0.5410274466
567	0.6826627254	0.3361986637	0.540903893
568	0.6824968897	0.3365211321	0.5407499337
569	0.6824299027	0.3366513665	0.540690471
570	0.6823676105	0.3367724619	0.54062443
571	0.6822674828	0.336967086	0.5405296118
572	0.6821547996	0.3371860807	0.5403924679
573	0.6820596082	0.3373710528	0.540302424
574	0.6818750231	0.3377296575	0.5401392051
575	0.6817445257	0.3379831241	0.5400361106
576	0.6816541703	0.338158594	0.5399492185
577	0.6812926733	0.3388603876	0.5396509744
578	0.6811222469	0.3391911164	0.5395023987
579	0.6809960027	0.339436052	0.5393726512
580	0.6807195644	0.3399722316	0.5391530315
581	0.6805749453	0.3402526481	0.5390443555
582	0.6803925235	0.3406062791	0.5388886726
583	0.6803410485	0.340706048	0.5388437872
584	0.6802133105	0.3409535973	0.5387006035
585	0.680092197	0.3411882659	0.5386044507
586	0.6800118152	0.3413439898	0.5385382217
587	0.6797791771	0.3417945769	0.53834548
588	0.6795415818	0.3422546062	0.5381534229
589	0.6794527418	0.3424265759	0.5380695081
590	0.679320637	0.3426822527	0.5379462159
591	0.6792626513	0.3427944632	0.5378850196
592	0.6791642477	0.3429848658	0.5377845918
593	0.6787566166	0.3437733036	0.5374371169
594	0.6786020216	0.3440721967	0.5373052111
595	0.6785005014	0.3442684383	0.5372241059
596	0.6784523725	0.3443614626	0.5371648276
597	0.6783410418	0.3445766191	0.537069131
598	0.6782430468	0.3447659738	0.5369781732
599	0.6781650073	0.3449167492	0.5369021744
600	0.6778482015	0.3455286526	0.5366320182
601	0.6777728704	0.3456741108	0.5365690211
602	0.6776982354	0.345818209	0.5364986804
603	0.6776473726	0.3459164009	0.5364507634
604	0.6775003394	0.3462002111	0.5363133278
605	0.6771496089	0.3468769582	0.5360280923
606	0.6769862746	0.3471919978	0.5359016375
607	0.6769427678	0.3472759012	0.5358607189
608	0.6768610601	0.3474334606	0.535781821
609	0.6766627876	0.3478157164	0.5356055014
610	0.6765889366	0.3479580675	0.5355431927
611	0.6764590607	0.3482083712	0.5354352008
612	0.6763373936	0.3484428111	0.5353363793
613	0.6761671966	0.3487706923	0.5351723788
614	0.6760261639	0.3490423264	0.5350559287
615	0.6758543755	0.3493731206	0.5349133898
616	0.6757431587	0.3495872338	0.5347988022
617	0.6757023246	0.3496658383	0.5347565808
618	0.6756165657	0.3498309063	0.534677369
