iter	Passed	Remaining
0	44	74302
1	92	77863
2	111	62635
3	145	61205
4	191	64555
5	221	62236
6	236	56710
7	279	58676
8	381	71258
9	606	101852
10	651	99349
11	705	98575
12	758	97792
13	780	93350
14	788	88041
15	804	84076
16	838	82479
17	851	79088
18	899	79084
19	914	76308
20	960	76327
21	1009	76509
22	1057	76612
23	1107	76826
24	1155	76908
25	1177	75320
26	1182	72785
27	1198	71086
28	1203	68867
29	1220	67500
30	1228	65722
31	1261	65332
32	1286	64568
33	1320	64284
34	1331	62904
35	1376	63196
36	1426	63711
37	1434	62308
38	1439	60912
39	1464	60368
40	1510	60706
41	1564	61344
42	1786	68368
43	1887	70571
44	1949	71217
45	1999	71406
46	2010	70237
47	2038	69688
48	2043	68402
49	2096	68736
50	2147	68981
51	2188	68887
52	2244	69291
53	2295	69487
54	2344	69640
55	2351	68567
56	2406	68914
57	2458	69135
58	2509	69340
59	2541	68992
60	2576	68751
61	2595	68119
62	2600	67119
63	2607	66213
64	2636	65878
65	2687	66078
66	2726	65995
67	2760	65797
68	2825	66330
69	2854	66012
70	2895	65978
71	3132	70359
72	3149	69714
73	3199	69830
74	3261	70196
75	3299	70017
76	3355	70249
77	3403	70297
78	3454	70406
79	3468	69755
80	3521	69904
81	3537	69330
82	3550	68706
83	3576	68332
84	3600	67952
85	3607	67251
86	3627	66790
87	3679	66950
88	3716	66812
89	3731	66302
90	3765	66132
91	3815	66224
92	3826	65660
93	3871	65694
94	3923	65834
95	3993	66261
96	4049	66459
97	4083	66289
98	4131	66361
99	4268	67832
100	4490	70610
101	4550	70801
102	4562	70251
103	4569	69645
104	4595	69324
105	4631	69173
106	4647	68716
107	4696	68752
108	4714	68344
109	4730	67906
110	4777	67913
111	4788	67429
112	4813	67127
113	4822	66620
114	4838	66218
115	4882	66209
116	4932	66271
117	4996	66522
118	5021	66248
119	5037	65867
120	5042	65342
121	5091	65394
122	5154	65630
123	5172	65282
124	5223	65358
125	5274	65431
126	5325	65503
127	5361	65380
128	5396	65261
129	5449	65347
130	5459	64935
131	5774	68108
132	5843	68359
133	5903	68510
134	5957	68575
135	6006	68586
136	6055	68598
137	6105	68620
138	6127	68329
139	6173	68309
140	6196	68029
141	6240	67984
142	6302	68132
143	6318	67788
144	6344	67554
145	6389	67531
146	6441	67569
147	6500	67689
148	6551	67716
149	6603	67749
150	6652	67761
151	6688	67631
152	6737	67635
153	6785	67637
154	6856	67857
155	7061	69392
156	7119	69473
157	7156	69349
158	7201	69300
159	7249	69274
160	7299	69277
161	7350	69281
162	7398	69261
163	7444	69225
164	7491	69194
165	7511	68914
166	7523	68563
167	7568	68519
168	7582	68196
169	7655	68399
170	7667	68066
171	7753	68380
172	7785	68221
173	7854	68389
174	7862	68024
175	7935	68222
176	8007	68401
177	8190	69528
178	8414	70983
179	8430	70676
180	8474	70604
181	8532	70654
182	8602	70794
183	8620	70512
184	8640	70248
185	8698	70288
186	8768	70427
187	8819	70413
188	8886	70527
189	8915	70340
190	8926	70008
191	8987	70071
192	9061	70241
193	9117	70260
194	9175	70301
195	9202	70097
196	9251	70065
197	9297	70013
198	9356	70054
199	9378	69824
200	9588	70983
201	9732	71645
202	9795	71706
203	9880	71925
204	9933	71905
205	9979	71845
206	10027	71794
207	10075	71736
208	10124	71692
209	10154	71514
210	10179	71307
211	10227	71251
212	10276	71214
213	10290	70926
214	10333	70843
215	10381	70799
216	10426	70725
217	10433	70400
218	10444	70106
219	10491	70054
220	10538	70000
221	10586	69959
222	10611	69757
223	10656	69697
224	10720	69754
225	10908	70616
226	10965	70625
227	11063	70892
228	11090	70705
229	11106	70454
230	11161	70448
231	11207	70385
232	11257	70349
233	11304	70291
234	11355	70256
235	11403	70210
236	11449	70144
237	11496	70090
238	11545	70045
239	11594	70000
240	11638	69929
241	11687	69884
242	11737	69844
243	11783	69784
244	11797	69531
245	11842	69464
246	11891	69423
247	11949	69429
248	12224	70697
249	12284	70712
250	12348	70744
251	12399	70706
252	12448	70653
253	12496	70598
254	12543	70538
255	12564	70332
256	12608	70253
257	12657	70204
258	12682	70024
259	12726	69944
260	12774	69893
261	12825	69857
262	12874	69803
263	12920	69743
264	12966	69676
265	13014	69624
266	13063	69576
267	13074	69322
268	13081	69056
269	13124	68978
270	13144	68778
271	13188	68706
272	13202	68480
273	13268	68521
274	13537	69607
275	13593	69595
276	13651	69586
277	13702	69545
278	13754	69512
279	13807	69482
280	13858	69442
281	13905	69381
282	13952	69320
283	14002	69273
284	14050	69218
285	14102	69182
286	14157	69161
287	14210	69126
288	14263	69095
289	14314	69054
290	14364	69010
291	14414	68964
292	14464	68914
293	14531	68952
294	14750	69702
295	14824	69766
296	14895	69811
297	14956	69811
298	15013	69794
299	15073	69788
300	15132	69780
301	15192	69773
302	15258	69796
303	15316	69780
304	15379	69789
305	15407	69635
306	15459	69594
307	15511	69551
308	15565	69515
309	15582	69316
310	15634	69272
311	15746	69495
312	15995	70320
313	16225	71051
314	16241	70844
315	16268	70685
316	16298	70542
317	16371	70583
318	16430	70562
319	16500	70591
320	16561	70580
321	16593	70443
322	16655	70438
323	16715	70423
324	16773	70397
325	16826	70352
326	16882	70317
327	16941	70298
328	16997	70262
329	17053	70228
330	17102	70165
331	17150	70101
332	17208	70075
333	17271	70069
334	17542	70904
335	17602	70879
336	17663	70863
337	17716	70814
338	17766	70751
339	17782	70553
340	17831	70490
341	17882	70430
342	17935	70382
343	17984	70317
344	18037	70267
345	18055	70083
346	18106	70026
347	18156	69964
