iter	RMSE	R2	MAE
88	1.035865447	-0.52680845	0.8983043252
89	1.026577818	-0.4995522862	0.8895004847
90	1.017294057	-0.4725528035	0.8807571155
91	1.008551215	-0.4473507017	0.8725043444
92	1.000089704	-0.4231667042	0.8644934356
93	0.9917714451	-0.3995907447	0.8565483056
94	0.9837028983	-0.376910665	0.8488200441
95	0.9760630897	-0.355606498	0.8415269591
96	0.9684651414	-0.3345838002	0.834154217
97	0.9610811352	-0.3143104689	0.8270320714
98	0.9539227746	-0.2948047888	0.8200345249
99	0.9472229522	-0.2766806843	0.8135040382
100	0.940679752	-0.2591035658	0.8070683145
101	0.9343223415	-0.2421422369	0.8007939952
102	0.9280799831	-0.2255997781	0.7946760043
103	0.9221280553	-0.209930244	0.7889259984
104	0.9163088841	-0.1947076828	0.7833987163
105	0.9105803694	-0.1798163998	0.7779549522
106	0.9050445236	-0.1655146894	0.7727552928
107	0.8999236322	-0.1523626539	0.7679859718
108	0.8950065885	-0.1398043932	0.7634574531
109	0.8900279209	-0.1271588464	0.7588441939
110	0.8854516798	-0.1155976589	0.7546648002
111	0.8808808698	-0.1041096834	0.7504351587
112	0.8766211507	-0.09345710706	0.7465584547
113	0.872430828	-0.08302845796	0.7427197338
114	0.8682573617	-0.0726914286	0.738876072
115	0.864229076	-0.0627610006	0.7351214817
116	0.8602731	-0.05305377183	0.7314197838
117	0.8566224602	-0.04413529425	0.7280353267
118	0.8529369742	-0.03517015933	0.7245830071
119	0.8494285659	-0.02667168814	0.7213540753
120	0.8462279937	-0.01894944644	0.7183788826
121	0.8430045456	-0.01120147562	0.7153766978
122	0.8400450426	-0.004113967557	0.7126084236
123	0.8369397766	0.003295820705	0.7097080516
124	0.8339505912	0.01040269543	0.7068486208
125	0.8310672683	0.01723378599	0.7040998861
126	0.8282382202	0.02391329518	0.7013793561
127	0.8255300887	0.03028597745	0.6987868651
128	0.8230821573	0.03602840641	0.6965034821
129	0.8207937023	0.04138130789	0.6943238692
130	0.8184396297	0.04687214425	0.6920678641
131	0.8161921846	0.05209955831	0.6898816839
132	0.8139017994	0.05741205946	0.6876932103
133	0.8117168208	0.06246615796	0.6855336114
134	0.8095089684	0.06755936589	0.6833568857
135	0.8074775059	0.07223341276	0.6812566432
136	0.8055542363	0.07664770347	0.6792793589
137	0.8036920029	0.0809118733	0.6773090513
138	0.801929285	0.08493907865	0.6755129953
139	0.8003622205	0.08851185877	0.6738880815
140	0.7987738477	0.09212608819	0.6722552809
141	0.7970306778	0.09608428404	0.670441309
142	0.7953014727	0.1000022262	0.6686824211
143	0.7936104734	0.1038253743	0.6669225221
144	0.7919359244	0.107603311	0.6652267102
145	0.7906872639	0.1104152102	0.6639013969
146	0.7892168036	0.1137208983	0.6623391586
147	0.7880691786	0.1162965571	0.6611145002
148	0.7869405217	0.1188259893	0.6599044166
149	0.7858814782	0.1211961143	0.6587688415
150	0.7848642951	0.123469551	0.6576760132
151	0.7835974488	0.126296876	0.656287299
152	0.7823749988	0.129020788	0.6549607562
153	0.7811515089	0.1317427591	0.6536694244
154	0.7800833901	0.1341155839	0.6524728855
155	0.7789942815	0.1365316944	0.6513631847
156	0.778002444	0.138729079	0.6502779497
157	0.7772269324	0.1404452502	0.6494193072
158	0.7761563095	0.1428116766	0.6482331313
159	0.7752131	0.144893775	0.6471443899
160	0.7742854997	0.1469389476	0.646131579
161	0.7734777598	0.1487178573	0.6451778743
162	0.7725888249	0.1506734392	0.6442598413
163	0.7717869325	0.1524356057	0.6433474665
164	0.7708879905	0.1544088642	0.6423532341
165	0.7700198181	0.1563123973	0.6414525404
166	0.7693186555	0.1578481835	0.6406411887
167	0.7685983224	0.1594245025	0.6398383784
168	0.7677925243	0.1611860965	0.6389399377
169	0.7669368426	0.1630547205	0.6380500401
170	0.7663342961	0.1643693015	0.6373977054
171	0.7658488171	0.165427724	0.6368167684
172	0.7652091575	0.1668212606	0.6361255205
173	0.764433195	0.1685101784	0.6353168425
174	0.7637362254	0.1700257036	0.6345796985
175	0.7631376241	0.1713262286	0.6338393497
176	0.7626273266	0.1724340988	0.6331581625
177	0.7621700626	0.1734262024	0.6326357736
178	0.7616501809	0.1745534418	0.6320324244
179	0.7612266628	0.1754711713	0.6314597093
180	0.7606083795	0.1768100243	0.6307974624
181	0.7600844321	0.1779437477	0.6302064116
182	0.7595048803	0.1791968782	0.6295590471
183	0.7589848809	0.1803204288	0.628933149
184	0.7584806435	0.1814091877	0.6283604468
185	0.7581509323	0.1821207152	0.6279546396
186	0.757774324	0.1829330695	0.6274327417
187	0.7572533626	0.1840561322	0.6268034159
188	0.7567611504	0.1851165092	0.6262387001
189	0.7565308421	0.1856124274	0.6259406939
190	0.7559471664	0.186868569	0.6252955556
191	0.7555827143	0.1876524226	0.6248522877
192	0.7552662218	0.1883328195	0.6243527906
193	0.7547876299	0.189361157	0.6237803182
194	0.7545534341	0.1898641296	0.6233833918
195	0.7542229185	0.1905736986	0.6228994373
196	0.7537821998	0.1915193742	0.6223747974
197	0.753622572	0.1918617605	0.6221393543
198	0.7531415878	0.1928929866	0.6215438673
199	0.752621209	0.1940079331	0.6209738897
200	0.7521722329	0.1949692754	0.6204450521
201	0.7518337231	0.195693709	0.619957309
202	0.7516192513	0.1961525243	0.6196424478
203	0.7511809295	0.1970898104	0.6191545608
204	0.7507995661	0.1979048547	0.6186447759
205	0.750424388	0.1987062759	0.6181642836
206	0.7501558894	0.1992795721	0.6177645702
207	0.7498854746	0.1998567525	0.6173577035
208	0.7495708453	0.2005280434	0.6169451179
209	0.7492852706	0.2011371	0.6165018158
210	0.7489660897	0.2018175549	0.6161244739
211	0.7486862718	0.2024138545	0.6156852584
212	0.7481451667	0.2035663317	0.6150385076
213	0.747641314	0.2046387176	0.6144836547
214	0.747553326	0.2048259147	0.6143257752
215	0.7472641759	0.2054409348	0.6139544968
216	0.7470242446	0.2059510863	0.6136318658
217	0.7466852233	0.2066716477	0.6131569313
218	0.7463004716	0.207489009	0.612693578
219	0.7461745168	0.2077564942	0.6124534858
220	0.7459043434	0.2083300982	0.6120276264
221	0.7456014241	0.2089729781	0.6116379936
222	0.7454230855	0.2093513404	0.6113552956
223	0.7451835618	0.2098593704	0.6110434129
224	0.7450941161	0.210049043	0.6108121248
225	0.7449245241	0.210408606	0.610476205
226	0.744681688	0.2109233158	0.6101458646
227	0.7443249224	0.2116792039	0.6096916837
228	0.7441732344	0.2120004792	0.6093798845
229	0.7440588744	0.2122426506	0.609117333
230	0.7438147907	0.2127594033	0.6087301993
231	0.7436327839	0.2131446218	0.6084249071
232	0.7434193346	0.2135962684	0.6080772488
233	0.7429531294	0.2145822814	0.6075694279
234	0.7427053649	0.2151060457	0.607246199
235	0.7424469564	0.215652125	0.606882701
236	0.7418856637	0.2168376166	0.6062830966
237	0.7416845652	0.2172621333	0.6060148552
238	0.7414193815	0.2178217571	0.6056831914
239	0.7413458562	0.2179768841	0.6054760357
240	0.7409464986	0.2188191974	0.6050474893
241	0.740756698	0.2192193601	0.6047473991
242	0.7406853767	0.2193697026	0.6046041578
243	0.7404825457	0.2197971833	0.6043451121
244	0.7400638142	0.2206793192	0.6038358667
245	0.7400014092	0.2208107442	0.6036824763
246	0.7397283797	0.2213856145	0.6033215224
247	0.7396957511	0.2214543007	0.6031971294
248	0.7395754707	0.2217074755	0.603005645
249	0.7394167996	0.2220413949	0.602775237
250	0.7392569912	0.2223776352	0.6024885166
251	0.7391942914	0.2225095371	0.602378616
252	0.7389797018	0.2229608857	0.6020604254
253	0.7387483432	0.223447358	0.6017842853
254	0.7382738129	0.2244446648	0.6013085402
255	0.7380634738	0.2248865235	0.6010215593
256	0.7378868321	0.2252574969	0.6007152467
257	0.7377899378	0.2254609516	0.6005151319
258	0.7375745	0.2259132228	0.6002459629
259	0.7373926234	0.2262949359	0.5999694427
260	0.7372435631	0.2266077057	0.599773822
261	0.736842577	0.2274487717	0.5993306446
262	0.7366486603	0.2278553467	0.5991002739
263	0.7364323699	0.228308705	0.5988571325
264	0.7364199013	0.228334836	0.5988013526
265	0.7362598716	0.2286701771	0.5985902316
266	0.7360047956	0.2292045364	0.5982993505
267	0.7356764007	0.2298922189	0.5979079787
268	0.7354329095	0.2304019088	0.5976472415
269	0.7352144005	0.2308591609	0.5973911614
270	0.7347522628	0.2318257832	0.5969153404
271	0.7347241946	0.231884472	0.5967873656
272	0.7344727651	0.2324100947	0.5965309935
273	0.734020173	0.2333558019	0.596086592
274	0.7337774358	0.2338627696	0.5957524572
275	0.7337383204	0.2339444482	0.5956216889
276	0.7336318439	0.2341667646	0.5954684723
277	0.7333427334	0.2347702465	0.5951636266
278	0.7332233073	0.2350194641	0.5949873786
279	0.7331150366	0.2352453676	0.5948371008
280	0.7328657928	0.2357652805	0.5945544623
281	0.7328565671	0.2357845216	0.5945181001
282	0.7326955852	0.2361202253	0.5943467979
283	0.7325389284	0.2364468389	0.5941024916
284	0.7323386588	0.236864279	0.5938183059
285	0.7320715322	0.2374208976	0.5935578909
286	0.7317997653	0.237986977	0.5932285902
287	0.7317568969	0.2380762509	0.5931536037
288	0.731725301	0.2381420465	0.5931006402
289	0.7315616641	0.2384827594	0.5928695198
290	0.7313545057	0.2389139804	0.5926581665
291	0.7312566954	0.2391175398	0.5925295396
292	0.7311678491	0.2393024202	0.5924068057
293	0.731157411	0.2393241392	0.5923729458
294	0.731076512	0.2394924602	0.5921944914
295	0.7309182224	0.2398217482	0.5919569212
296	0.7308549235	0.2399534083	0.591809374
297	0.7306592013	0.2403604332	0.5916074864
298	0.7305172257	0.240655618	0.5914254506
299	0.730312755	0.2410806375	0.5911872906
300	0.7301788963	0.2413588159	0.5910492463
301	0.7299698293	0.2417931865	0.5908247924
302	0.7296564788	0.2424439901	0.5904935942
303	0.7295002202	0.2427684222	0.5903206942
304	0.7290014842	0.2438034583	0.5898526225
305	0.7288069234	0.244207042	0.589665744
306	0.728694687	0.2444398086	0.5894943868
307	0.7285223635	0.2447971199	0.5892755961
308	0.7284443425	0.2449588678	0.5891451135
309	0.7282423327	0.2453775809	0.5889289469
310	0.7280277708	0.2458221838	0.5887207619
311	0.7278957465	0.2460956921	0.5885677196
312	0.7276073852	0.2466929033	0.5882806458
313	0.7274049162	0.2471120856	0.5880860561
314	0.727189649	0.247557637	0.587854152
315	0.7270758113	0.2477932003	0.5877347403
316	0.7269234055	0.2481085145	0.5875716361
317	0.7267847492	0.2483953248	0.5874045104
318	0.7265316177	0.2489187856	0.5871601805
319	0.7262229333	0.2495568797	0.5868731358
320	0.7260162128	0.2499840485	0.5866408507
321	0.7258048224	0.2504207416	0.5864099222
322	0.7256363554	0.2507686719	0.5861852665
323	0.7251310893	0.2518116995	0.5857011545
324	0.7248244596	0.252444325	0.5853862775
325	0.7244911528	0.2531316862	0.5850530402
326	0.7242183126	0.253694115	0.5847583259
327	0.7240705848	0.2539985504	0.5846015828
328	0.7238905927	0.2543693918	0.5843906622
329	0.7237422391	0.2546749785	0.5842124591
330	0.7236766561	0.25481005	0.5841132903
331	0.7234536608	0.2552692281	0.5838823598
332	0.7232962422	0.2555932896	0.5836447618
333	0.7230931126	0.2560113474	0.583431027
334	0.7228906075	0.2564280029	0.5832108214
335	0.7226649221	0.2568922146	0.5829986989
336	0.7225285236	0.2571727021	0.5828200187
337	0.7224214548	0.2573928395	0.58268874
338	0.7222152885	0.2578166328	0.5824528296
339	0.722001886	0.2582551735	0.5822078517
340	0.7216285989	0.2590219643	0.5817865296
341	0.7215059237	0.259273872	0.5816394541
342	0.7211360536	0.2600331235	0.5811959354
343	0.7208322459	0.2606564739	0.5808446163
344	0.720424806	0.2614920439	0.5803950894
345	0.720301819	0.2617441705	0.5802524153
346	0.7200583228	0.2622432172	0.5799967291
347	0.7197318336	0.2629120937	0.5796398532
348	0.7194691656	0.2634499999	0.5793662598
349	0.7191075159	0.264190285	0.5789552316
350	0.7187693482	0.2648821664	0.5785768978
351	0.7184677971	0.2654988567	0.5782414412
352	0.7184073847	0.2656223726	0.5781593446
353	0.7181389531	0.2661710678	0.5778626726
354	0.7180840864	0.2662831944	0.5777862652
355	0.7179040352	0.2666510902	0.5776031417
356	0.7178184456	0.2668259417	0.5774925675
357	0.7177523027	0.2669610512	0.5774081984
358	0.7173356956	0.2678117641	0.5769929456
359	0.7171983622	0.268092091	0.5768294547
360	0.7170953731	0.2683022786	0.5767239404
361	0.7170032072	0.268490352	0.576631624
362	0.7168207243	0.2688626544	0.5764324978
363	0.7166687078	0.2691727268	0.5762735731
364	0.7163878959	0.2697453338	0.5759760513
365	0.716068697	0.2703959439	0.5756794178
366	0.7158094552	0.2709241324	0.5753643513
367	0.7154899428	0.2715748554	0.5750078068
368	0.7153586776	0.2718421074	0.574864981
369	0.7151239897	0.2723198029	0.5746421599
370	0.7148690086	0.2728386266	0.5743888861
371	0.7148232808	0.2729316518	0.5743405257
372	0.7145169232	0.2735547295	0.5739825637
373	0.7142910823	0.2740138792	0.5737343053
374	0.7141723043	0.2742553046	0.5736292716
375	0.7139636371	0.2746793393	0.5733955838
376	0.713614815	0.275387908	0.5730922514
377	0.7133649979	0.2758951529	0.5728099372
378	0.7130997174	0.2764336016	0.5724998108
379	0.7128263981	0.2769881573	0.5721945813
380	0.7125571388	0.2775342674	0.5718791023
381	0.7122095149	0.2782390112	0.5715034681
382	0.7120715648	0.2785185845	0.5713527294
383	0.7117391228	0.2791920975	0.5709782577
384	0.7114409295	0.2797959566	0.5706575173
385	0.7113036803	0.2800738093	0.5705459969
386	0.7110780459	0.2805304759	0.5702408183
387	0.7108574916	0.2809767209	0.5699693207
388	0.7105434849	0.2816118082	0.5696191348
389	0.7103948693	0.2819122895	0.5694730799
390	0.7103846725	0.2819329038	0.5694539966
391	0.7101629354	0.282381104	0.5691946641
392	0.7099663219	0.2827784045	0.5689444903
393	0.7097339568	0.2832478069	0.5686966934
394	0.7094643756	0.2837921976	0.5683500525
395	0.709237156	0.2842508827	0.5680837061
396	0.7089921849	0.2847452379	0.5678335485
397	0.7085891663	0.2855581637	0.5674203482
398	0.7083391711	0.2860621951	0.5671518323
399	0.7080620298	0.2866207493	0.5668515811
400	0.7078038589	0.2871408738	0.5665543038
401	0.7076454466	0.2874599254	0.5663639086
402	0.7074849202	0.2877831621	0.5661753728
403	0.7073677349	0.2880190808	0.5660268061
404	0.7073095612	0.2881361822	0.5659659266
405	0.7070594612	0.2886395139	0.5656809214
406	0.706836273	0.2890885348	0.5654641255
407	0.7066199403	0.2895236281	0.5652660332
408	0.7063111309	0.2901444819	0.5649323725
409	0.7061352993	0.2904978657	0.5646924742
410	0.7058711766	0.2910285306	0.5644528762
411	0.7056898753	0.2913926791	0.5642667046
412	0.7054527539	0.2918688024	0.5639902814
413	0.7052711497	0.2922333428	0.5637975105
414	0.705055612	0.2926658775	0.5635656755
415	0.7048980782	0.292981928	0.56341151
416	0.7045443416	0.2936913509	0.5631243551
417	0.7043194581	0.2941421721	0.5629219786
418	0.7041001177	0.2945817427	0.5626907553
419	0.7040034058	0.2947755152	0.5626051823
420	0.7040028089	0.2947767112	0.5626016272
421	0.7039971341	0.2947880804	0.5625761061
422	0.7038517894	0.2950792413	0.5623857693
423	0.7037309311	0.2953213042	0.5622383939
424	0.7035626689	0.2956582415	0.5620274431
425	0.7034690213	0.2958457318	0.5619313889
426	0.7032544003	0.2962753263	0.5617378545
427	0.7031566159	0.2964710122	0.5616263784
428	0.7030509292	0.2966824816	0.5615278993
429	0.7030161862	0.2967519923	0.5614939834
430	0.7028206954	0.2971430484	0.5613155913
431	0.7026674315	0.2974495588	0.5611176648
432	0.7026318836	0.2975206409	0.561089999
433	0.7023686285	0.2980469381	0.5608229406
434	0.7020679328	0.298647845	0.5605504939
435	0.7017742809	0.2992344274	0.5603089019
436	0.7014125604	0.2999566424	0.5599603992
437	0.7011864375	0.3004079326	0.5597193529
438	0.7009680115	0.3008437234	0.5594943572
439	0.7007921352	0.3011945227	0.5592958459
440	0.7006519469	0.3014740766	0.5591372152
441	0.7005447773	0.3016877491	0.5589848085
442	0.7004104194	0.3019555829	0.5588558268
443	0.700190522	0.3023938233	0.5586379194
444	0.6998190929	0.3031337433	0.5582942876
445	0.6996850057	0.3034007604	0.5581352442
446	0.6994758743	0.3038171164	0.5579251782
447	0.6992744101	0.3042180903	0.5576870063
448	0.6989493863	0.3048647408	0.5574031691
449	0.6988611622	0.3050402151	0.5573162047
450	0.6987946147	0.3051725608	0.5572489025
451	0.6987173826	0.3053261396	0.5571481702
452	0.6986027814	0.3055539969	0.5570579754
453	0.6983220323	0.3061120419	0.5567856804
454	0.6980974764	0.3065582303	0.556605776
455	0.697986096	0.3067794879	0.5564886987
456	0.6977407753	0.3072666938	0.5562442208
457	0.6975105844	0.3077236962	0.5559924335
458	0.6973152796	0.3081113202	0.5558450777
459	0.6971007996	0.3085368765	0.5556457645
460	0.6968414134	0.3090513577	0.5554126216
461	0.6964984119	0.3097313923	0.5551204817
462	0.6962720691	0.3101799559	0.5549028997
463	0.6960718897	0.3105765477	0.5546935346
464	0.6959572988	0.3108035219	0.5545947339
465	0.6958048526	0.3111054193	0.5544332562
466	0.6955357258	0.3116382242	0.5542004118
467	0.6952787344	0.3121468118	0.5539489877
468	0.6950779759	0.3125439832	0.5537243539
469	0.6947714489	0.313150181	0.5534385211
470	0.6945309789	0.3136255552	0.5531935818
471	0.6943597538	0.3139639419	0.5530500056
472	0.6941133874	0.3144506817	0.5528166936
473	0.6940939998	0.314488978	0.5527977164
474	0.6939146063	0.3148432825	0.5526211075
475	0.6937695882	0.3151296282	0.5525129815
476	0.6936281634	0.3154088211	0.55238276
477	0.6935145395	0.3156330898	0.5522390044
478	0.6933761579	0.3159061752	0.5521037414
479	0.6931995151	0.316254687	0.5519098797
480	0.6930162563	0.3166161581	0.5517005173
481	0.6928223686	0.3169984902	0.5514996935
482	0.6927187903	0.3172026949	0.5513718236
483	0.6925964904	0.3174437702	0.5512160196
484	0.6923604777	0.3179088735	0.5510059717
485	0.6922915772	0.3180446239	0.5509548632
486	0.6921493594	0.3183247839	0.5508047726
487	0.6919095688	0.318797026	0.5505980641
488	0.6917976588	0.3190173647	0.5505095113
489	0.6916720815	0.3192645705	0.5503603514
490	0.6916155268	0.319375887	0.5503036717
491	0.6913174625	0.3199624152	0.5500508727
492	0.6910094041	0.3205683441	0.5497692109
493	0.6909251858	0.3207339485	0.5496994605
494	0.690850867	0.32088007	0.5496350911
495	0.6907844039	0.3210107329	0.5495765871
496	0.6906845121	0.3212070909	0.5494827981
497	0.6904392982	0.3216889893	0.5492557299
498	0.6902814677	0.32199907	0.5490964596
499	0.6901732247	0.322211688	0.5489977824
500	0.6900639758	0.3224262479	0.5488523193
501	0.6899340472	0.3226813776	0.5487127489
502	0.6897530456	0.323036715	0.5485482486
503	0.6895990291	0.3233390026	0.5483695924
504	0.6894880234	0.3235568311	0.5482468582
505	0.6893071785	0.3239116312	0.5480368478
506	0.6890971667	0.3243235373	0.5478181005
507	0.6889708272	0.3245712725	0.5476742552
508	0.6887748464	0.3249554753	0.5475233841
509	0.6883627089	0.3257630772	0.5471367539
510	0.6881557958	0.3261683503	0.5469244579
511	0.6879966549	0.326479971	0.5467571422
512	0.6878604085	0.3267467038	0.5466191875
513	0.6875972637	0.3272617186	0.5463781846
514	0.6872771174	0.3278880288	0.5461013334
515	0.6871005747	0.3282332787	0.5459455987
516	0.6868212133	0.3287794217	0.5456905628
517	0.6867239633	0.3289694903	0.5456128616
518	0.6867022087	0.3290120045	0.5455936687
519	0.6865101615	0.329387257	0.5454123371
520	0.6862909331	0.329815492	0.5452008354
521	0.6861999169	0.3299932405	0.5450865887
522	0.6859428505	0.3304951468	0.5448596781
523	0.685923006	0.330533884	0.5448430605
524	0.6857546987	0.3308623821	0.5447257865
525	0.6856152521	0.3311344897	0.5445726857
526	0.6854918473	0.331375248	0.5444415153
527	0.6853156223	0.3317189814	0.5442616644
528	0.6851295823	0.3320817636	0.5440962506
529	0.6850224505	0.3322906281	0.5439999852
530	0.6848315894	0.3326626511	0.543828453
531	0.6847040652	0.3329111609	0.5436923232
532	0.6845273314	0.3332554906	0.5435060582
533	0.6844918876	0.3333245349	0.5434721403
534	0.6843696719	0.3335625828	0.5433942809
535	0.6839511456	0.3343774533	0.5430158018
536	0.6836917725	0.3348822023	0.5427937067
537	0.6836054891	0.3350500703	0.5427183478
538	0.6834661379	0.3353211393	0.5426107559
539	0.68296779	0.3362900844	0.5422235517
540	0.6825638702	0.3370749129	0.5418675636
541	0.6824874035	0.3372234376	0.5418017708
542	0.682212939	0.3377564059	0.5415803272
543	0.6820100002	0.3381503443	0.5413943399
544	0.6818364352	0.3384871703	0.5412628223
545	0.6816265003	0.3388944622	0.5410647132
546	0.6814109254	0.3393125658	0.5408503068
547	0.6812717308	0.3395824609	0.5407241506
548	0.6810721529	0.3399693415	0.5405303076
549	0.6809743255	0.340158938	0.5404104112
550	0.68080172	0.3404933935	0.5402707006
551	0.6806520791	0.340783282	0.5401495807
552	0.6804464511	0.3411815263	0.5399592691
553	0.6803072149	0.34145112	0.5398475976
554	0.6802713997	0.3415204574	0.5398261699
555	0.6802442714	0.3415729751	0.5397977312
556	0.6800324465	0.3419829735	0.5396562177
557	0.6798214071	0.3423913245	0.5394899158
558	0.6795874415	0.3428438884	0.5393064753
559	0.6795120598	0.3429896675	0.5392461054
560	0.6793439929	0.3433146302	0.5391011582
561	0.6791138715	0.3437594467	0.5388842491
562	0.6789261637	0.3441221677	0.5387408672
563	0.6788784338	0.3442143837	0.5386900374
564	0.6787523883	0.3444578768	0.5385849001
565	0.6785019181	0.3449415982	0.5383633382
566	0.6784486562	0.3450444373	0.5382751916
567	0.6783323541	0.3452689678	0.5381674181
568	0.6782092417	0.3455066039	0.5380694309
569	0.6781022163	0.3457131536	0.5379647163
570	0.6780200503	0.3458717045	0.5378978096
571	0.6778926118	0.3461175771	0.5377954243
572	0.6777293194	0.3464325567	0.5376465991
573	0.6776173779	0.3466484402	0.5375465692
574	0.6775274924	0.346821762	0.5374539138
575	0.6771276839	0.3475924145	0.537078737
576	0.6770059389	0.3478269943	0.5369807905
577	0.6767278972	0.3483625704	0.5367624098
578	0.6765100927	0.3487819611	0.5365674009
579	0.676433091	0.3489301984	0.5364880487
580	0.6763515171	0.3490872196	0.5363547821
581	0.6761814179	0.3494145813	0.536216884
582	0.675972335	0.3498168557	0.5360382132
583	0.6758046337	0.3501394223	0.5358947666
584	0.6757850586	0.3501770689	0.5358779962
585	0.675659215	0.3504190643	0.5357640882
586	0.6755118079	0.3507024689	0.5356454769
587	0.6754971712	0.3507306059	0.5356319501
588	0.6753027146	0.3511043647	0.5354853478
589	0.6751049692	0.3514843347	0.5353015415
590	0.6749319362	0.3518167281	0.5351495416
591	0.6748552104	0.3519640897	0.5350940869
592	0.6746087284	0.3524373766	0.5348862379
593	0.6745014156	0.3526433811	0.5347728198
594	0.6744051565	0.3528281384	0.5346799687
595	0.6743314395	0.352969611	0.5346106446
596	0.6741301562	0.3533558216	0.5344414127
597	0.6739424332	0.3537159097	0.5342805114
598	0.6738562333	0.3538812236	0.5342068158
599	0.6736365083	0.3543025162	0.5339895385
600	0.6733811603	0.3547919383	0.5337934638
601	0.6731031155	0.355324652	0.533548204
602	0.6729358687	0.3556449789	0.5334033375
603	0.672832833	0.3558422829	0.5333005951
604	0.6727395214	0.3560209401	0.5332275229
605	0.6726751775	0.3561441205	0.5331472372
606	0.6725355668	0.3564113516	0.5330178614
607	0.6724471499	0.3565805631	0.5329320626
608	0.672322667	0.3568187597	0.5328334921
609	0.6721905867	0.3570714454	0.5327154812
610	0.6721011904	0.3572424435	0.5326212078
611	0.6719762925	0.3574813111	0.5325085057
612	0.6717521431	0.3579098862	0.5323065291
613	0.6716253836	0.3581521879	0.5321910071
614	0.6715026091	0.3583868287	0.5320627716
615	0.6713885507	0.3586047731	0.5319778544
616	0.6711570836	0.3590469503	0.5317721986
617	0.6710405614	0.3592694877	0.5316762385
